series_group,file,retrieved_at_utc,source_url,sha256,bytes
BLS Asian-origin technology import price indexes via FRED,asian_origin_technology_prices.csv,2026-08-24T08:50:50.578677+00:00,https://fred.stlouisfed.org/graph/fredgraph.csv?id=COOASZ3344; https://fred.stlouisfed.org/graph/fredgraph.csv?id=COOASZ334; https://fred.stlouisfed.org/graph/fredgraph.csv?id=COCHNZ334; https://fred.stlouisfed.org/graph/fredgraph.csv?id=COJPNZ334; https://fred.stlouisfed.org/graph/fredgraph.csv?id=OASTOT; https://fred.stlouisfed.org/graph/fredgraph.csv?id=DEXKOUS; https://fred.stlouisfed.org/graph/fredgraph.csv?id=DEXTAUS; https://fred.stlouisfed.org/graph/fredgraph.csv?id=DEXCHUS; https://fred.stlouisfed.org/graph/fredgraph.csv?id=DEXHKUS,8e2d2ec50bfcbd6ef631868f7647f42d93a062051c03afbf521dc52e00410210,494166
