date,L7GG,L7GM,L7GP,L7GQ,L7GR,D7EO,L7GT,L7GU,L7GY,L7H9,D7E3,D7F8,L7IO,D7E8,D7EB
2017-12-01,103.0,98.8,99.7,97.3,96.1,94.4,86.5,80.9,109.4,93.0,110.2,100.9,101.5,105.3,104.7
2018-01-01,104.9,99.9,99.0,96.3,98.1,92.2,86.4,80.9,109.9,92.8,108.9,101.1,114.7,105.8,105.3
2018-02-01,100.1,99.5,97.4,99.3,99.8,91.6,86.7,83.0,111.7,92.6,112.0,101.0,112.7,105.9,105.5
2018-03-01,101.2,99.4,96.7,99.4,97.2,92.0,88.6,80.8,110.5,98.9,111.7,100.9,111.0,106.8,105.7
2018-04-01,100.7,101.4,96.4,99.4,99.0,92.9,88.1,81.2,109.7,95.1,108.4,101.0,113.0,107.2,105.2
2018-05-01,106.9,101.6,94.7,99.4,93.9,94.1,86.4,84.8,112.0,93.0,112.6,101.1,113.3,107.9,105.3
2018-06-01,101.4,100.7,93.2,97.2,95.1,93.6,84.7,81.2,106.3,84.6,111.9,101.2,110.8,108.5,105.5
2018-07-01,99.6,100.1,92.7,90.9,99.0,92.7,83.9,82.7,107.8,91.8,111.4,101.4,111.2,108.6,105.9
2018-08-01,108.8,96.8,93.5,95.3,93.4,94.5,85.2,85.4,102.8,93.7,111.6,101.4,116.1,108.8,106.3
2018-09-01,113.2,103.4,92.8,95.1,97.0,93.7,85.3,83.5,101.8,95.6,109.7,101.8,115.7,108.8,106.9
2018-10-01,102.7,101.6,93.3,95.7,99.6,92.2,86.0,88.2,102.7,99.8,111.3,101.6,121.6,108.6,107.5
2018-11-01,104.3,102.4,89.5,97.4,98.3,92.8,87.3,93.6,102.8,99.6,109.1,101.6,112.8,109.5,107.9
2018-12-01,100.2,99.7,89.9,96.8,94.0,93.9,85.8,91.7,102.6,99.9,110.3,101.8,106.1,110.4,107.7
2019-01-01,108.1,95.7,87.0,95.8,97.4,92.5,84.7,87.2,103.1,97.2,109.1,102.4,110.2,111.0,108.0
2019-02-01,106.0,98.5,88.4,92.7,100.9,93.0,82.1,92.2,101.4,97.4,109.6,102.3,109.4,111.2,108.0
2019-03-01,104.7,98.8,86.8,92.6,100.4,90.9,82.5,92.8,98.9,99.6,109.7,102.4,115.1,111.2,108.3
2019-04-01,106.3,96.4,84.6,92.4,98.1,90.8,83.5,89.7,97.7,90.7,108.4,102.3,111.2,111.7,108.6
2019-05-01,105.4,98.3,84.1,92.5,97.7,93.2,85.8,89.4,95.4,94.1,110.7,102.5,112.8,111.8,108.6
2019-06-01,109.1,97.7,83.0,93.2,97.9,89.7,84.7,88.1,95.2,84.2,109.3,102.5,111.1,111.9,108.5
2019-07-01,103.6,95.0,82.5,90.1,97.5,90.2,81.4,91.5,95.6,101.3,107.7,102.5,112.2,112.2,108.7
2019-08-01,105.6,93.7,84.1,97.1,98.9,90.5,78.3,93.4,93.1,91.1,108.5,102.0,113.8,112.4,108.7
2019-09-01,113.2,95.4,83.3,96.6,95.9,90.5,78.0,87.3,92.7,94.7,109.8,102.6,111.6,112.6,108.8
2019-10-01,110.2,96.3,84.0,97.1,97.7,88.9,78.7,91.4,95.5,97.0,110.2,102.7,115.3,113.0,109.5
2019-11-01,106.4,96.9,81.3,95.4,97.8,86.1,78.8,92.8,96.7,99.7,107.2,102.5,107.5,113.3,109.6
2019-12-01,102.6,94.7,80.0,92.2,95.5,82.4,74.6,86.3,96.5,99.0,109.6,103.4,106.4,113.6,109.9
2020-01-01,102.2,91.6,79.8,97.9,96.9,83.8,76.7,88.2,91.3,99.8,106.9,103.2,107.0,113.4,109.9
2020-02-01,97.8,91.2,79.5,99.4,97.8,85.2,74.6,89.8,91.8,92.1,107.8,103.1,110.8,113.5,110.4
2020-03-01,99.5,92.7,79.5,97.2,98.2,86.2,74.4,92.7,92.4,95.7,108.0,103.3,115.4,113.6,110.3
2020-04-01,89.7,90.0,77.7,94.5,98.1,83.9,76.8,95.8,85.4,91.8,107.3,100.9,118.0,114.4,111.0
2020-05-01,95.4,91.0,79.2,94.2,100.6,84.9,76.5,95.8,81.4,91.1,107.9,97.4,116.3,114.7,111.4
2020-06-01,96.9,92.5,79.1,96.4,95.4,84.0,76.5,97.1,88.7,96.1,107.3,101.5,116.6,115.0,110.8
2020-07-01,95.2,90.9,78.8,98.1,97.3,84.6,74.9,103.3,81.1,101.5,107.9,101.0,115.7,116.0,111.2
2020-08-01,95.1,93.8,81.3,93.0,98.1,84.8,75.4,100.3,87.1,93.9,108.7,101.3,116.2,116.0,111.7
2020-09-01,96.1,92.7,80.4,98.5,99.1,84.8,76.0,109.4,89.4,90.1,110.2,101.3,112.7,116.3,111.8
2020-10-01,97.4,97.1,79.6,96.9,99.4,85.3,76.9,103.9,89.5,97.8,109.2,101.9,117.9,116.9,113.2
2020-11-01,94.1,94.2,77.8,96.5,96.8,84.3,76.1,106.2,86.7,105.3,108.9,101.3,117.0,116.8,113.3
2020-12-01,96.0,91.0,78.4,93.7,95.3,81.5,75.1,105.7,84.9,107.3,109.4,101.6,107.8,117.9,113.4
2021-01-01,91.5,96.7,78.0,97.2,94.0,85.4,74.7,102.7,80.2,109.6,108.7,101.5,111.8,118.1,113.4
2021-02-01,92.1,95.0,79.4,99.4,95.8,88.5,74.4,107.6,78.2,102.3,110.3,100.8,117.3,118.2,113.4
2021-03-01,94.9,94.6,79.9,96.8,93.7,87.8,74.4,103.5,79.3,107.5,111.7,100.7,119.9,118.3,113.2
2021-04-01,95.9,94.1,78.0,95.9,95.1,86.1,72.2,103.5,80.0,91.7,109.7,100.9,116.4,118.6,113.3
2021-05-01,91.2,98.0,81.1,100.1,96.4,84.2,72.7,103.9,85.9,97.3,111.5,101.3,114.3,118.6,115.5
2021-06-01,97.9,98.3,82.3,100.9,95.9,83.1,73.2,105.5,88.5,95.0,113.3,101.5,118.6,118.7,116.2
2021-07-01,88.7,98.3,84.0,102.0,94.6,81.6,71.6,105.2,86.2,94.4,113.5,101.7,114.6,118.9,117.7
2021-08-01,88.6,99.2,84.4,95.8,97.4,85.3,73.6,100.3,86.5,100.0,115.7,101.5,117.7,119.8,118.2
2021-09-01,92.6,99.6,85.9,101.3,99.0,86.4,73.0,102.7,86.5,97.7,114.3,101.9,112.8,119.9,115.9
2021-10-01,93.3,102.4,85.4,101.0,99.3,80.9,73.9,102.2,83.4,100.1,117.2,101.5,122.1,120.5,116.2
2021-11-01,92.9,100.7,83.9,99.7,97.7,81.3,72.6,104.1,82.3,109.6,115.7,102.1,120.4,121.1,116.7
2021-12-01,86.8,98.5,81.9,96.4,95.7,80.7,73.9,101.5,84.9,111.3,119.3,102.2,113.8,121.9,116.6
2022-01-01,88.1,98.2,81.5,101.9,98.5,85.6,72.6,100.1,83.7,102.5,118.0,102.2,124.0,122.3,119.8
2022-02-01,87.8,100.3,79.4,103.2,96.3,88.4,70.2,98.7,85.4,103.8,120.5,102.2,119.0,122.5,120.7
2022-03-01,87.3,99.8,78.3,105.2,96.1,84.6,70.9,99.5,84.2,109.5,122.4,101.9,124.5,122.9,120.9
2022-04-01,87.9,102.0,73.6,103.0,96.5,84.5,68.1,95.4,82.3,109.1,120.9,101.3,127.1,125.0,121.9
2022-05-01,87.0,102.5,71.6,102.4,100.8,84.2,67.5,99.8,83.4,102.5,122.5,101.7,123.7,126.6,120.6
2022-06-01,92.0,104.3,71.5,102.8,100.0,84.0,70.3,94.6,81.8,97.1,122.4,101.7,126.5,126.9,122.9
2022-07-01,89.9,101.2,71.9,104.0,99.3,85.1,68.5,91.4,81.2,100.3,122.0,101.8,128.6,127.6,124.0
2022-08-01,85.5,104.6,73.3,104.4,98.2,85.8,68.3,97.9,78.5,98.6,124.1,103.1,131.5,127.7,120.8
2022-09-01,86.9,102.9,74.6,101.5,97.7,86.1,68.7,98.6,79.4,99.8,126.4,104.0,127.2,128.2,120.8
2022-10-01,94.8,105.5,72.5,103.1,99.3,85.8,67.0,100.8,80.1,99.4,126.8,105.2,139.0,128.8,122.3
2022-11-01,87.5,106.0,72.8,103.9,101.6,84.7,67.7,97.7,83.8,103.0,124.9,105.3,138.9,129.8,121.7
2022-12-01,78.9,104.3,77.3,113.8,94.0,83.7,67.7,93.1,83.7,98.3,124.9,106.0,122.6,130.1,122.2
2023-01-01,81.0,104.8,74.2,112.1,96.2,84.8,67.1,96.2,80.4,103.9,125.4,106.7,137.7,130.5,124.7
2023-02-01,85.7,107.0,74.2,113.2,94.1,86.1,64.7,96.7,79.6,103.7,129.3,106.7,142.5,130.7,125.9
2023-03-01,86.0,104.2,75.0,110.1,99.6,87.3,67.9,102.9,79.8,109.6,129.6,107.5,136.6,130.8,125.6
2023-04-01,86.3,105.4,75.3,109.8,100.6,87.7,67.7,101.0,79.9,108.9,127.8,106.9,144.1,132.4,126.3
2023-05-01,90.8,107.3,75.0,109.6,99.2,84.8,64.9,99.3,80.0,108.7,130.6,107.2,144.4,132.6,126.5
2023-06-01,95.5,107.2,75.2,107.0,100.9,87.7,67.6,93.2,78.3,104.6,129.0,106.9,135.9,132.5,126.7
2023-07-01,84.8,105.4,74.0,107.0,99.0,82.2,66.5,96.9,76.8,104.0,127.4,111.1,134.3,133.3,128.3
2023-08-01,86.1,110.8,75.5,103.5,95.9,82.0,69.0,98.4,75.4,103.1,126.3,111.4,130.7,133.3,128.3
2023-09-01,86.6,109.7,74.7,105.2,101.8,82.5,65.3,94.2,73.9,110.0,124.1,112.3,134.6,133.2,128.6
2023-10-01,89.1,109.5,74.9,106.2,99.3,82.1,65.3,96.0,74.0,110.6,127.2,113.1,138.9,133.8,129.1
2023-11-01,85.7,107.6,71.9,106.4,95.8,85.2,65.6,94.0,73.0,105.0,123.6,113.4,132.9,133.9,128.6
2023-12-01,85.0,103.5,72.7,107.6,90.8,79.1,63.8,90.2,75.6,102.9,127.2,113.5,130.6,134.2,128.8
2024-01-01,86.3,105.9,71.4,113.0,94.3,83.6,63.1,95.9,78.1,107.1,124.0,113.7,135.3,134.7,132.2
2024-02-01,80.1,108.7,72.6,115.0,93.9,84.9,60.7,92.1,77.1,104.0,123.1,114.2,142.1,134.8,131.8
2024-03-01,85.3,109.8,71.4,115.6,95.2,84.0,63.3,97.7,78.3,108.1,121.1,114.6,134.0,134.7,131.4
2024-04-01,80.1,108.2,71.5,114.8,93.6,84.2,59.8,92.4,78.8,101.8,123.2,115.3,143.4,135.6,131.9
2024-05-01,86.0,104.4,68.8,116.7,93.3,85.5,60.6,98.3,80.1,105.5,120.1,115.4,139.6,135.0,132.3
2024-06-01,83.6,104.3,70.6,120.0,90.7,79.9,59.5,96.4,79.4,97.7,120.2,115.7,131.6,135.4,132.3
2024-07-01,79.8,104.6,72.2,110.1,91.6,78.7,57.8,94.9,82.6,99.5,119.5,115.4,141.6,135.6,132.1
2024-08-01,80.5,106.0,72.5,118.1,92.0,78.5,59.8,98.6,77.5,100.7,118.8,115.8,136.8,135.6,132.7
2024-09-01,83.7,106.4,71.2,112.7,92.8,81.6,60.1,96.5,81.5,102.1,120.0,116.0,143.3,135.8,132.4
2024-10-01,82.9,110.8,71.7,104.8,93.1,79.5,56.0,91.8,81.6,105.7,122.6,115.9,140.2,135.9,134.8
2024-11-01,80.3,103.8,69.0,104.1,90.9,77.9,54.1,92.0,79.4,112.1,120.2,116.1,132.7,136.9,135.2
2024-12-01,83.6,101.7,69.3,109.9,87.9,76.1,55.2,91.3,79.1,104.4,125.1,117.6,132.3,137.3,134.5
2025-01-01,84.6,104.5,68.8,130.9,92.5,83.9,56.1,93.3,78.7,112.4,123.1,118.3,137.6,138.4,135.8
2025-02-01,85.8,109.8,69.0,122.1,91.3,82.9,56.7,93.1,76.4,105.9,121.6,118.8,134.8,137.9,136.0
2025-03-01,84.8,103.1,67.4,128.1,93.8,83.6,57.3,89.4,79.1,100.5,122.7,118.8,139.3,138.9,136.0
2025-04-01,84.7,100.8,65.9,126.3,91.3,81.8,54.4,92.0,78.2,100.2,117.8,119.2,135.6,139.6,136.8
2025-05-01,83.8,102.2,61.9,129.2,94.9,82.6,57.1,87.9,79.0,101.1,120.0,119.5,140.2,139.7,138.7
2025-06-01,84.1,101.3,61.7,128.2,96.1,79.6,56.2,89.8,78.6,97.6,121.5,119.4,133.8,139.5,138.8
2025-07-01,84.8,100.4,62.5,121.9,94.8,78.0,54.1,87.3,78.7,103.3,120.2,119.8,141.6,139.8,139.1
2025-08-01,84.9,99.0,62.8,133.4,95.9,84.5,53.1,88.6,78.5,100.2,119.9,120.1,139.5,139.8,138.8
2025-09-01,82.9,99.3,62.1,133.4,94.9,82.7,53.0,87.8,79.3,106.7,119.0,119.8,142.7,139.5,138.1
2025-10-01,82.0,104.3,60.3,128.2,95.9,79.0,51.4,88.3,79.3,108.9,123.8,119.9,139.4,140.1,141.0
2025-11-01,82.1,95.2,59.2,138.4,94.6,82.8,54.9,87.6,80.6,109.7,118.8,120.5,133.8,140.1,138.2
2025-12-01,82.8,92.4,60.4,125.0,91.2,73.7,53.7,87.8,81.2,102.1,123.8,120.4,138.1,140.6,141.1
2026-01-01,83.1,97.7,60.5,121.8,99.6,79.6,51.1,86.4,83.9,101.5,119.5,120.5,129.9,140.9,143.2
2026-02-01,82.9,102.0,60.0,129.5,96.3,81.1,54.0,86.1,95.0,98.3,122.9,120.9,142.3,140.5,142.2
2026-03-01,82.4,98.9,58.6,124.8,94.8,76.9,54.2,82.5,95.5,105.3,120.3,121.3,133.2,140.8,142.5
2026-04-01,81.9,97.0,58.8,122.1,92.6,81.3,55.4,86.5,109.4,99.7,118.7,121.8,146.5,140.7,142.9
2026-05-01,83.9,99.4,58.6,125.7,95.6,78.1,51.4,86.6,111.0,100.2,119.2,122.2,137.1,141.0,143.5
2026-06-01,84.2,97.4,58.8,152.8,92.6,77.3,54.0,89.4,120.7,101.1,120.5,121.9,135.0,141.4,145.4
2026-07-01,83.1,98.3,56.8,119.7,93.5,76.8,57.2,85.3,122.9,98.1,120.0,122.1,137.6,140.6,144.5
