feature,loading,standard_deviation,mean,explained_variance_share
fred_china_computer_electronics_gbp_12m_pct,0.5839236982930096,8.16769365033443,-0.3372558249703897,0.9437925247309399
fred_japan_computer_electronics_gbp_12m_pct,0.5815258709132736,8.725570777463254,0.7961277351673076,0.9437925247309399
fred_asian_nie_computer_electronics_gbp_12m_pct,0.5664457397053784,8.549061081724151,0.8745219069639963,0.9437925247309399
