model,parameter,estimate,r_squared,innovation_standard_deviation
upstream_factor_ar,const,0.004744170548822674,0.90147296902427,0.31585748665752844
upstream_factor_ar,factor_lag1,1.2826240841489702,0.90147296902427,0.31585748665752844
upstream_factor_ar,factor_lag2,-0.358598114364197,0.90147296902427,0.31585748665752844
