date,oecd_chn_targeted_contribution_pct,oecd_hkg_targeted_contribution_pct,oecd_jpn_targeted_contribution_pct,oecd_kor_targeted_contribution_pct,oecd_twn_targeted_contribution_pct,oecd_asia_c26_targeted_gbp_contribution_pct,oecd_asia_c26_targeted_gbp_12m_pct,oecd_chn_bls_contribution_pct,oecd_jpn_bls_contribution_pct,oecd_nie_bls_contribution_pct,oecd_asia_c26_bls_gbp_contribution_pct,oecd_asia_c26_bls_gbp_12m_pct,ex_games_cpi_weight_per_1000,oecd_asia_ex_games_targeted_mechanical_pp,oecd_asia_ex_games_bls_mechanical_pp
2026-06-01,-1.7670618304497003,0.027288265375007,0.8944096492939226,4.00591685522207,1.0020024394087688,4.162555378850068,7.961618014271254,0.7419226547373575,0.0123096164004346,2.3780345807385146,3.132266851876307,5.991010310664594,12.7946,0.053258231050235,0.0400761014630165
