country,target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts,mae,rmse,bias,benchmark_mae,benchmark_rmse,mae_ratio,rmse_ratio,direction_accuracy,dm_loss_gain_z,dm_two_sided_p,clark_west_z,clark_west_one_sided_p,clark_west_fdr_q
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,full,m2_tech,m1_controls,59,2.3228979382692754,3.0598129404035626,-0.9499156106673945,2.157672712369108,2.7859523979941776,1.0765756664358754,1.0983005103054015,0.559322033898305,-1.6833658401698706,0.09230429186046753,-0.27624126021695905,0.6088186157067882,0.9435254115922529
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,4,expanding_ar2,full,m2_tech,m1_controls,57,2.7598454645277206,3.4874124076590096,-1.1690599713665286,2.364649828889695,3.053887898003159,1.1671264940837294,1.1419582264101176,0.5614035087719298,-2.246258650765233,0.02468744544198117,-0.54472804881817,0.7070297146179609,0.8926463243556418
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,5,expanding_ar2,full,m2_tech,m1_controls,55,3.1718636880915905,3.8475029894566495,-1.4034356963232621,2.546692905837003,3.3082724957743586,1.2454833799637564,1.1629945823299161,0.5454545454545454,-2.939686718062278,0.003285442494716253,-1.0277154596819578,0.8479581532517821,0.8479581532517821
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,6,expanding_ar2,full,m2_tech,m1_controls,53,3.409116965073792,4.102664698009635,-1.4849479846757319,2.6887756268156116,3.476818633355377,1.267906823862168,1.180005381543377,0.5471698113207547,-3.4017376340374494,0.0006695888664825956,-1.8245713617727624,0.965967130822114,0.965967130822114
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,7,expanding_ar2,full,m2_tech,m1_controls,51,3.4721693117254757,4.164707115881896,-1.512926391576974,2.729542417548049,3.5010681244805824,1.2720701057448778,1.189553292825392,0.5490196078431373,-2.9403426243649053,0.0032784949827968043,-1.675681558691273,0.9530997080495721,0.9530997080495721
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,8,expanding_ar2,full,m2_tech,m1_controls,49,3.5441002426043853,4.236628787347102,-1.528411457569232,2.9440572971438015,3.675438484901649,1.2038149685614883,1.152686626303438,0.5510204081632653,-3.0264932444705863,0.0024740834941851665,-0.8463830271989177,0.8013304481048452,0.9040960204960724
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,9,expanding_ar2,full,m2_tech,m1_controls,48,3.7612404497452245,4.33273147140322,-1.479231091097241,3.2451716511160904,3.9467264829418864,1.1590266568647134,1.0978038356926134,0.5833333333333334,-2.5271090113995105,0.011500579940532525,0.18598202488804513,0.4262294287303956,0.5967212002225538
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,10,expanding_ar2,full,m2_tech,m1_controls,46,3.8298037276989243,4.370934265964772,-1.4438174763845177,3.5321973087541148,4.234020221391094,1.0842553212435864,1.0323366534439211,0.6304347826086957,-0.7320626063121565,0.4641303561467416,0.9078613536882488,0.18197573903277703,0.2547660346458878
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,11,expanding_ar2,full,m2_tech,m1_controls,44,3.8124421122512397,4.317934441784465,-1.3167433748603619,3.622122181349111,4.3342138327465385,1.0525437633998425,0.9962439806640188,0.7045454545454546,0.06406361902101108,0.9489195701293133,0.9231193423258919,0.17797250789755967,0.24916151105658352
Taiwan,headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,12,expanding_ar2,full,m2_tech,m1_controls,42,3.936630624010255,4.486277296291125,-1.1427682503750962,4.134365023451165,4.883105424874594,0.9521729701370559,0.9187344744674113,0.6428571428571429,0.7351638080592584,0.46223973771116034,0.9826814235671917,0.16288212811185052,0.22803497935659073
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,full,m2_tech,m1_controls,63,1.3798394128885616,1.8011958616495973,-0.3679819652612769,1.328209171394635,1.7272104873262712,1.0388720712112793,1.0428351812742034,0.6507936507936508,-1.2750887456624502,0.20227783237402508,0.3380757424114674,0.3676530550783415,0.42017492008953317
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,full,m2_tech,m1_controls,61,1.994797649140742,2.4379455906955445,-0.5593231626713717,1.778052816600226,2.1221840792042914,1.1219001092188863,1.1487908210156996,0.45901639344262296,-1.7518974067772588,0.0797914505536624,-0.5440636402266528,0.7068011599691595,0.7068011599691595
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,full,m2_tech,m1_controls,59,2.4146137531726897,3.1598133096182335,-0.8815626917510593,2.1108889577560115,2.6678596970671924,1.1438847810069337,1.1844001066067495,0.5932203389830508,-1.4945654421316819,0.13502789076658386,-0.4414804095315843,0.670567379508183,0.670567379508183
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,4,expanding_ar2,full,m2_tech,m1_controls,57,2.9309944217315134,3.883433499845519,-1.4323178209741123,2.1981377850920505,2.7453632187332953,1.333398862259571,1.4145426999773556,0.5964912280701754,-1.6912785914721375,0.09078360687285723,-0.9630481294442308,0.8322383147029387,0.8322383147029387
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,5,expanding_ar2,full,m2_tech,m1_controls,55,3.539373310750627,4.596112682128798,-1.901834938977477,2.338000361697113,2.9069150520987552,1.5138463486727003,1.5810963168017116,0.6,-1.668206675807164,0.09527470612892507,-1.1453013597422317,0.87395782854225,0.87395782854225
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,6,expanding_ar2,full,m2_tech,m1_controls,53,4.2325425404050945,5.409421923007749,-2.4659596088423896,2.603451791086435,3.062731918377537,1.6257426217363642,1.7662081002092265,0.6226415094339622,-1.6740116842100057,0.09412830305232012,-1.4438862678535724,0.9256145150023316,0.9256145150023316
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,7,expanding_ar2,full,m2_tech,m1_controls,51,4.263202898605519,5.817887212490574,-2.817260334750444,2.2394895023684693,2.777638124006062,1.903649422824614,2.094544700480889,0.6470588235294118,-1.637701606834229,0.10148395526610662,-1.6413303013158167,0.9496355653130392,0.9496355653130392
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,8,expanding_ar2,full,m2_tech,m1_controls,49,4.522068103083575,5.749368652643874,-2.859446975050408,2.515031914643226,3.030711555289808,1.7980161908701109,1.8970359098043883,0.6326530612244898,-1.5032235244831826,0.13278141319490486,-1.3437705987485369,0.91048871013558,0.91048871013558
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,9,expanding_ar2,full,m2_tech,m1_controls,48,4.231884555084927,5.467961294682652,-2.904138903227081,2.1008991359658657,2.659045323338181,2.014320669963703,2.0563625774599967,0.625,-1.4668840835510537,0.14240759100327213,-0.8133697014333807,0.7919969373533795,0.7919969373533795
Taiwan,ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,10,expanding_ar2,full,m2_tech,m1_controls,46,3.677203110982936,4.706832367951564,-2.6639920680349336,2.3508892032186868,2.9411985738510276,1.5641754217716197,1.6003109785915346,0.717391304347826,-1.2852876488547655,0.1986917846252373,1.1513751583197425,0.124788964561845,0.174704550386583
