target,candidate,horizon,window,n_forecasts,rmse_ratio,direction_accuracy,clark_west_one_sided_p,clark_west_fdr_q
cpi_L7GT_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar1,65,0.998708156027692,0.7076923076923077,0.2013742076264843,0.4027484152529687
cpi_L7GT_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar1,63,0.984824364945474,0.6825396825396826,0.0495060741909399,0.0990121483818798
cpi_L7GT_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar1,61,0.981720057049144,0.6721311475409836,0.0997335831762954,0.3989343327051818
cpi_L7GT_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar1,65,0.990458554692538,0.5692307692307692,0.1663284553826188,0.4027484152529687
cpi_L7GT_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar1,63,0.9785377838018616,0.5555555555555556,0.0316509885014798,0.0990121483818798
cpi_L7GT_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar1,61,0.9911152222900262,0.5573770491803278,0.2488185098355747,0.4976370196711495
cpi_L7GU_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar1,65,1.0123884432121593,0.5692307692307692,0.8342821903304047,0.8342821903304047
cpi_L7GU_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar1,63,1.0063079937092956,0.6349206349206349,0.2744723253535689,0.5489446507071378
cpi_L7GU_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar1,61,0.9880868331883792,0.6721311475409836,0.0891699195171653,0.3566796780686614
cpi_L7GU_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar1,24,1.0339811036990456,0.6666666666666666,0.1594443628440224,0.6377774513760897
cpi_L7GU_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar1,23,1.074946745770469,0.4782608695652174,0.0946148581910769,0.3784594327643079
cpi_L7GU_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar1,21,1.1956779253105427,0.6666666666666666,0.2071461234497701,0.3902082858001677
cpi_L7GU_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar1,65,1.0320622438708789,0.4923076923076923,0.7380953588711232,0.8342821903304047
