target,candidate,horizon,window,n_forecasts,rmse_ratio,direction_accuracy,clark_west_one_sided_p,clark_west_fdr_q
cpi_L7GR_12m_pct,uk_ipi_c26_noneu_12m_pct,8,expanding_ar1,51,1.020292421496548,0.7058823529411765,0.4414483407978046,0.6621725111967071
cpi_L7GR_12m_pct,uk_ipi_c26_noneu_12m_pct,9,expanding_ar1,49,1.0654800802937665,0.7142857142857143,0.8068418974041087,0.8970242736424392
cpi_L7GR_12m_pct,uk_ipi_c26_noneu_12m_pct,10,expanding_ar1,47,0.9344653530741494,0.7659574468085106,0.0518332981547559,0.0919384166032463
cpi_L7GR_12m_pct,uk_ipi_c26_noneu_12m_pct,11,expanding_ar1,45,0.8611461486789377,0.7555555555555555,0.0210895747590144,0.0442490003911721
cpi_L7GR_12m_pct,uk_ipi_c26_noneu_12m_pct,12,expanding_ar1,43,0.7940567180842389,0.813953488372093,0.0171717853796212,0.0257576780694318
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,1,expanding_ar1,65,1.0359781461059885,0.6461538461538462,0.9437981777272364,0.9437981777272364
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,2,expanding_ar1,63,1.025066649505957,0.5873015873015873,0.9802689119370536,0.9802689119370536
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,3,expanding_ar1,61,1.007318345711899,0.6065573770491803,0.76974991582368,0.923699898988416
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,4,expanding_ar1,59,1.018983925573388,0.6610169491525424,0.986567796054484,0.986567796054484
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,5,expanding_ar1,57,1.0018581978310628,0.6666666666666666,0.4573134539720369,0.9967877447924988
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,6,expanding_ar1,55,0.9687110565675,0.6545454545454545,0.0816401633359149,0.3857149932947493
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,7,expanding_ar1,53,0.9421704322684564,0.660377358490566,0.0560959423579558,0.3365756541477353
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,8,expanding_ar1,51,0.9482774176651192,0.6666666666666666,0.0579701094295476,0.2536152849057108
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,9,expanding_ar1,49,0.9414389399948672,0.7346938775510204,0.0320897161806626,0.1925382970839756
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,10,expanding_ar1,47,0.9047229549387732,0.7021276595744681,0.0023405532148493,0.0140433192890962
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,11,expanding_ar1,45,0.9286277888170824,0.6888888888888889,0.0026595047600246,0.0159570285601476
cpi_L7GR_12m_pct,uk_ipi_c261_12m_pct,12,expanding_ar1,43,0.936610956676018,0.7906976744186046,0.0004194829344769,0.0025168976068615
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,1,expanding_ar1,65,1.0252292446395097,0.6461538461538462,0.914579893420196,0.9437981777272364
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,2,expanding_ar1,63,1.031290635550826,0.5873015873015873,0.9589492659239588,0.9802689119370536
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,3,expanding_ar1,61,1.0124615373297043,0.6229508196721312,0.9270657938343222,0.9270657938343222
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,4,expanding_ar1,59,1.0330038307012714,0.6610169491525424,0.9722981446769424,0.986567796054484
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,5,expanding_ar1,57,1.029641424521886,0.6491228070175439,0.9967877447924988,0.9967877447924988
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,6,expanding_ar1,55,1.0271638907570586,0.6545454545454545,0.9988269553268478,0.9988269553268478
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,7,expanding_ar1,53,1.0185635320085515,0.660377358490566,0.9914530310134172,0.9914530310134172
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,8,expanding_ar1,51,1.0182395593502775,0.6666666666666666,0.9840990245651312,0.9840990245651312
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,9,expanding_ar1,49,1.000564547778957,0.7551020408163265,0.5455777372903167,0.8970242736424392
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,10,expanding_ar1,47,0.9914747900172748,0.7021276595744681,0.0527875324369838,0.0919384166032463
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,11,expanding_ar1,45,1.001360056418274,0.6888888888888889,0.4169184127568486,0.5003020953082183
cpi_L7GR_12m_pct,uk_ipi_c261_noneu_12m_pct,12,expanding_ar1,43,1.011375951541544,0.7674418604651163,0.9363468795637242,0.9363468795637242
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,1,expanding_ar1,57,1.0257582750314629,0.631578947368421,0.0557693152126336,0.1809465338429762
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,2,expanding_ar1,56,1.0370988375288934,0.6428571428571429,0.0547732976062458,0.1580976826633121
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,3,expanding_ar1,55,1.0505917052985363,0.5636363636363636,0.1215210416500091,0.1822815624750136
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,4,expanding_ar1,54,1.0773627900531426,0.6111111111111112,0.2581445443255234,0.5162890886510468
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,5,expanding_ar1,53,1.11021525407912,0.5094339622641509,0.920439642449621,0.9967877447924988
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,6,expanding_ar1,52,1.1253996668688628,0.5576923076923077,0.9468957152372844,0.9988269553268478
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,7,expanding_ar1,51,1.0969151102531298,0.5882352941176471,0.8691289183027363,0.9914530310134172
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,8,expanding_ar1,50,1.1039555296582215,0.64,0.8843442124849679,0.9840990245651312
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,9,expanding_ar1,49,1.1197151638092733,0.7346938775510204,0.7592041759933744,0.8970242736424392
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,10,expanding_ar1,47,1.0503759247444862,0.723404255319149,0.775148072373538,0.775148072373538
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,11,expanding_ar1,45,1.061514777654838,0.6888888888888889,0.9707601726311328,0.9707601726311328
cpi_L7GR_12m_pct,uk_ipi_c262_12m_pct,12,expanding_ar1,43,1.053982260411855,0.7209302325581395,0.3662748184232646,0.4395297821079175
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,1,expanding_ar1,57,1.028577917923701,0.6666666666666666,0.1206310225619841,0.1809465338429762
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,2,expanding_ar1,56,1.0334960975889071,0.6785714285714286,0.1053984551088747,0.1580976826633121
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,3,expanding_ar1,55,1.0436560023540884,0.6545454545454545,0.1179249110386566,0.1822815624750136
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,4,expanding_ar1,54,1.0302464338234607,0.6111111111111112,0.3456690284651126,0.5185035426976691
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,5,expanding_ar1,53,1.051001739566994,0.6037735849056604,0.8970731110872747,0.9967877447924988
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,6,expanding_ar1,52,1.0513448140131991,0.6346153846153846,0.8391721047660918,0.9988269553268478
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,7,expanding_ar1,51,1.0197037472763806,0.6274509803921569,0.5319242550827139,0.7978863826240709
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,8,expanding_ar1,50,1.0143351309799655,0.7,0.4253353421199054,0.6621725111967071
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,9,expanding_ar1,49,1.0822946583852395,0.7346938775510204,0.8970242736424392,0.8970242736424392
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,10,expanding_ar1,47,0.9981891474408175,0.723404255319149,0.1639186327777466,0.1967023593332959
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,11,expanding_ar1,45,0.8833777042671084,0.7333333333333333,0.022124500195586,0.0442490003911721
cpi_L7GR_12m_pct,uk_ipi_c262_noneu_12m_pct,12,expanding_ar1,43,0.7653543489470693,0.7906976744186046,0.0168029978558628,0.0257576780694318
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,1,expanding_ar1,138,1.0028834654801388,0.4710144927536231,0.8368409317035892,0.9221449649622514
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,2,expanding_ar1,136,1.0061460168538474,0.4632352941176471,0.9389778389659944,0.9389778389659944
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,3,expanding_ar1,134,1.0057944133005712,0.5074626865671642,0.7503887989095606,0.7503887989095606
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,4,expanding_ar1,132,1.003034756114534,0.5151515151515151,0.4487213301661571,0.764442077709734
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,5,expanding_ar1,130,0.9996485721784434,0.5076923076923077,0.3502071162002045,0.6900525507458265
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,6,expanding_ar1,128,0.9963815114553778,0.453125,0.3058485470563868,0.6116970941127737
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,7,expanding_ar1,126,1.0011215214206857,0.5317460317460317,0.4215321108676497,0.5058385330411796
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,8,expanding_ar1,124,1.0084814065432233,0.5887096774193549,0.7871098919889603,0.7871098919889603
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,9,expanding_ar1,122,1.0144524983883694,0.5737704918032787,0.9688197863581922,0.9688197863581922
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,10,expanding_ar1,120,1.0227058801140685,0.5583333333333333,0.9804587615766972,0.9804587615766972
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,11,expanding_ar1,118,1.0317595250766298,0.5508474576271186,0.9596865974667076,0.9596865974667076
cpi_D7EO_12m_pct,uk_ipi_c26_12m_pct,12,expanding_ar1,116,1.034242355918066,0.5517241379310345,0.950471002997776,0.950471002997776
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,1,expanding_ar1,138,1.0031697224948726,0.4782608695652174,0.9221449649622514,0.9221449649622514
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,2,expanding_ar1,136,1.0062530555916522,0.5073529411764706,0.509069440532151,0.6108833286385812
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,3,expanding_ar1,134,1.0018336049261618,0.4925373134328358,0.3675713520896635,0.4410856225075962
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,4,expanding_ar1,132,1.0063394826700012,0.5,0.7033834928758894,0.764442077709734
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,5,expanding_ar1,130,1.010367168969528,0.5307692307692308,0.8419332416311439,0.8419332416311439
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,6,expanding_ar1,128,1.0076561363177456,0.484375,0.9222202184382324,0.9222202184382324
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,7,expanding_ar1,126,1.0067621154185429,0.5317460317460317,0.8157393353528429,0.8157393353528429
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,8,expanding_ar1,124,1.0092376503289653,0.5564516129032258,0.7456835584121735,0.7871098919889603
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,9,expanding_ar1,122,1.0112656287664972,0.5327868852459017,0.6947827353463976,0.8337392824156771
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,10,expanding_ar1,120,1.0114768690220928,0.525,0.5921625187334154,0.7105950224800984
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,11,expanding_ar1,118,1.014513024339387,0.576271186440678,0.5305960011651982,0.6367152013982379
cpi_D7EO_12m_pct,uk_ipi_c26_noneu_12m_pct,12,expanding_ar1,116,1.0167460388150829,0.5862068965517241,0.5327994237714677,0.7195986569480467
cpi_D7EO_12m_pct,uk_ipi_c261_12m_pct,1,expanding_ar1,138,1.0013094398065354,0.4927536231884058,0.4722588340862473,0.9221449649622514
cpi_D7EO_12m_pct,uk_ipi_c261_12m_pct,2,expanding_ar1,136,0.9978735599895442,0.4852941176470588,0.2184640037246361,0.4369280074492723
cpi_D7EO_12m_pct,uk_ipi_c261_12m_pct,3,expanding_ar1,134,0.9921729276744844,0.4626865671641791,0.1646540334908754,0.2657553010644707
cpi_D7EO_12m_pct,uk_ipi_c261_12m_pct,4,expanding_ar1,132,0.9879482714639988,0.4848484848484848,0.1572642502127912,0.4717927506383736
cpi_D7EO_12m_pct,uk_ipi_c261_12m_pct,5,expanding_ar1,130,0.9832047176710956,0.4692307692307692,0.1590625654893094,0.4771876964679284
