series_group,file,retrieved_at_utc,source_url,sha256,bytes
Bank of England GBP/JPY and GBP/USD daily spot rates,gbp_fx_daily.csv,2026-08-24T08:50:46.372326+00:00,https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01%2FJan%2F1995&Dateto=31%2FDec%2F2026&SeriesCodes=XUDLJYS%2CXUDLUSS&CSVF=TN&UsingCodes=Y&VPD=Y&VFD=N,56667ebb252d010d7d455729375bd72ec16426363098f535b98cb9ae7816b483,230082
