DATE,XUDLJYS
08 Mar 2018,146.7225
09 Mar 2018,148.346
12 Mar 2018,148.0554
13 Mar 2018,149.1434
14 Mar 2018,148.0541
15 Mar 2018,147.9219
16 Mar 2018,147.6561
19 Mar 2018,148.4829
20 Mar 2018,149.1051
21 Mar 2018,149.5072
22 Mar 2018,148.5189
23 Mar 2018,148.3486
26 Mar 2018,149.4126
27 Mar 2018,149.6152
28 Mar 2018,149.7208
29 Mar 2018,149.241
03 Apr 2018,149.5749
04 Apr 2018,150.0898
05 Apr 2018,150.4333
06 Apr 2018,150.8712
09 Apr 2018,151.2509
10 Apr 2018,151.892
11 Apr 2018,151.6029
12 Apr 2018,152.6667
13 Apr 2018,153.198
16 Apr 2018,153.675
17 Apr 2018,153.3317
18 Apr 2018,152.6419
19 Apr 2018,152.6909
20 Apr 2018,151.0493
23 Apr 2018,151.2878
24 Apr 2018,152.459
25 Apr 2018,152.3235
26 Apr 2018,152.418
27 Apr 2018,150.4759
30 Apr 2018,150.7645
01 May 2018,149.2161
02 May 2018,149.5618
03 May 2018,147.7327
04 May 2018,147.4975
08 May 2018,147.6571
09 May 2018,148.9261
10 May 2018,147.6118
11 May 2018,148.2563
14 May 2018,148.9385
15 May 2018,148.8499
16 May 2018,148.7445
17 May 2018,149.6513
18 May 2018,149.1548
21 May 2018,149.1527
22 May 2018,148.9999
23 May 2018,146.6843
24 May 2018,145.818
25 May 2018,145.5039
29 May 2018,144.4331
30 May 2018,144.578
31 May 2018,144.5914
01 Jun 2018,146.0411
04 Jun 2018,146.1854
05 Jun 2018,146.5242
06 Jun 2018,147.7617
07 Jun 2018,147.6334
08 Jun 2018,146.5011
11 Jun 2018,147.2001
12 Jun 2018,147.2726
13 Jun 2018,147.5984
14 Jun 2018,146.9963
15 Jun 2018,146.797
18 Jun 2018,146.2601
19 Jun 2018,144.6791
20 Jun 2018,145.0414
21 Jun 2018,145.827
22 Jun 2018,145.8593
25 Jun 2018,145.5477
26 Jun 2018,145.4174
27 Jun 2018,145.2481
28 Jun 2018,144.5626
29 Jun 2018,146.2232
02 Jul 2018,145.3483
03 Jul 2018,145.7793
04 Jul 2018,146.0144
05 Jul 2018,146.2067
06 Jul 2018,146.6577
09 Jul 2018,146.8147
10 Jul 2018,147.5731
11 Jul 2018,147.4635
12 Jul 2018,148.6397
13 Jul 2018,148.3792
16 Jul 2018,148.7032
17 Jul 2018,148.4956
18 Jul 2018,147.1779
19 Jul 2018,146.7761
20 Jul 2018,146.5328
23 Jul 2018,146.0788
24 Jul 2018,146.1632
25 Jul 2018,145.9155
26 Jul 2018,146.0439
27 Jul 2018,145.6814
30 Jul 2018,145.8832
31 Jul 2018,146.8317
01 Aug 2018,146.9533
02 Aug 2018,145.2416
03 Aug 2018,144.7192
06 Aug 2018,144.2163
07 Aug 2018,144.1003
08 Aug 2018,142.9387
09 Aug 2018,142.7558
10 Aug 2018,141.4303
13 Aug 2018,141.5308
14 Aug 2018,141.4053
15 Aug 2018,139.9164
16 Aug 2018,140.9056
17 Aug 2018,140.7243
20 Aug 2018,140.9232
21 Aug 2018,142.1657
22 Aug 2018,142.591
23 Aug 2018,142.7509
24 Aug 2018,143.0195
28 Aug 2018,143.1928
29 Aug 2018,145.1598
30 Aug 2018,144.8255
31 Aug 2018,144.0775
03 Sep 2018,143.0493
04 Sep 2018,142.8715
05 Sep 2018,144.5854
06 Sep 2018,143.5822
07 Sep 2018,143.9374
10 Sep 2018,144.6671
11 Sep 2018,144.8999
12 Sep 2018,144.8716
13 Sep 2018,146.419
14 Sep 2018,146.5595
17 Sep 2018,147.2254
18 Sep 2018,147.757
19 Sep 2018,147.7364
20 Sep 2018,149.1035
21 Sep 2018,147.4161
24 Sep 2018,147.8663
25 Sep 2018,148.5708
26 Sep 2018,149.0432
27 Sep 2018,148.5125
28 Sep 2018,148.1458
01 Oct 2018,148.625
02 Oct 2018,147.5339
03 Oct 2018,148.4131
04 Oct 2018,148.0918
05 Oct 2018,148.6826
08 Oct 2018,147.8461
09 Oct 2018,148.1151
10 Oct 2018,148.7904
11 Oct 2018,148.2955
12 Oct 2018,147.5407
15 Oct 2018,146.9105
16 Oct 2018,148.2426
17 Oct 2018,147.2171
18 Oct 2018,147.0618
19 Oct 2018,146.7675
22 Oct 2018,146.4505
23 Oct 2018,145.4636
24 Oct 2018,145.2891
25 Oct 2018,144.2072
26 Oct 2018,142.8388
29 Oct 2018,144.0547
30 Oct 2018,143.5548
31 Oct 2018,144.2366
01 Nov 2018,146.3208
02 Nov 2018,146.6341
05 Nov 2018,147.3768
06 Nov 2018,148.301
07 Nov 2018,148.8852
08 Nov 2018,149.3966
09 Nov 2018,148.1658
12 Nov 2018,146.3765
13 Nov 2018,148.0618
14 Nov 2018,148.1286
15 Nov 2018,144.7562
16 Nov 2018,144.8866
19 Nov 2018,144.8229
20 Nov 2018,144.4383
21 Nov 2018,144.4336
22 Nov 2018,145.394
23 Nov 2018,144.3682
26 Nov 2018,145.7034
27 Nov 2018,144.9571
28 Nov 2018,145.4097
29 Nov 2018,144.7747
30 Nov 2018,144.8643
03 Dec 2018,144.6923
04 Dec 2018,143.8215
05 Dec 2018,144.1177
06 Dec 2018,143.5417
07 Dec 2018,143.8067
10 Dec 2018,141.6443
11 Dec 2018,142.0061
12 Dec 2018,143.3605
13 Dec 2018,143.3682
14 Dec 2018,142.4543
17 Dec 2018,142.493
18 Dec 2018,142.2616
19 Dec 2018,141.9682
20 Dec 2018,141.1315
21 Dec 2018,140.9508
24 Dec 2018,140.5177
27 Dec 2018,139.9674
28 Dec 2018,140.0882
31 Dec 2018,140.3952
02 Jan 2019,137.818
03 Jan 2019,135.5238
04 Jan 2019,137.5846
07 Jan 2019,138.4996
08 Jan 2019,138.2714
09 Jan 2019,137.8665
10 Jan 2019,138.2816
11 Jan 2019,138.9728
14 Jan 2019,139.8757
15 Jan 2019,139.0013
16 Jan 2019,140.0048
17 Jan 2019,140.7339
18 Jan 2019,141.5659
21 Jan 2019,141.355
22 Jan 2019,141.8014
23 Jan 2019,143.2666
24 Jan 2019,142.9142
25 Jan 2019,144.4288
28 Jan 2019,143.7688
29 Jan 2019,143.7712
30 Jan 2019,143.2691
31 Jan 2019,143.1464
01 Feb 2019,143.1981
04 Feb 2019,144.0004
05 Feb 2019,142.2235
06 Feb 2019,142.3597
07 Feb 2019,142.4006
08 Feb 2019,141.9479
11 Feb 2019,142.0406
12 Feb 2019,142.3829
13 Feb 2019,142.7913
14 Feb 2019,141.4729
15 Feb 2019,142.0107
18 Feb 2019,142.9837
19 Feb 2019,144.0707
20 Feb 2019,144.6898
21 Feb 2019,144.6326
22 Feb 2019,144.6304
25 Feb 2019,144.8738
26 Feb 2019,146.6065
27 Feb 2019,147.8962
28 Feb 2019,148.0423
01 Mar 2019,148.1892
04 Mar 2019,147.3268
05 Mar 2019,146.7325
06 Mar 2019,146.9118
07 Mar 2019,146.2454
08 Mar 2019,144.5376
11 Mar 2019,145.6426
12 Mar 2019,145.8875
13 Mar 2019,147.135
14 Mar 2019,148.3865
15 Mar 2019,148.1671
18 Mar 2019,147.284
19 Mar 2019,147.7477
20 Mar 2019,146.9721
21 Mar 2019,144.9273
22 Mar 2019,145.1159
25 Mar 2019,145.299
26 Mar 2019,146.0522
27 Mar 2019,145.6265
28 Mar 2019,144.714
29 Mar 2019,144.2291
01 Apr 2019,146.1279
02 Apr 2019,145.0481
03 Apr 2019,146.6894
04 Apr 2019,145.9867
05 Apr 2019,145.3961
08 Apr 2019,145.3808
09 Apr 2019,144.9626
10 Apr 2019,145.227
11 Apr 2019,145.8939
12 Apr 2019,146.7274
15 Apr 2019,146.9123
16 Apr 2019,146.1395
17 Apr 2019,146.1022
18 Apr 2019,145.5447
23 Apr 2019,144.7521
24 Apr 2019,144.8168
25 Apr 2019,143.8614
26 Apr 2019,144.2788
29 Apr 2019,144.468
30 Apr 2019,145.195
01 May 2019,145.4568
02 May 2019,145.3701
03 May 2019,145.9024
07 May 2019,144.0389
08 May 2019,143.3171
09 May 2019,142.6601
10 May 2019,142.8286
13 May 2019,141.6944
14 May 2019,141.5793
15 May 2019,140.866
16 May 2019,140.6352
17 May 2019,140.0503
20 May 2019,140.0358
21 May 2019,141.4259
22 May 2019,139.6447
23 May 2019,138.995
24 May 2019,138.7888
28 May 2019,138.8039
29 May 2019,138.1326
30 May 2019,138.2398
31 May 2019,136.8451
03 Jun 2019,136.8948
04 Jun 2019,137.3046
05 Jun 2019,137.5183
06 Jun 2019,137.5438
07 Jun 2019,137.7884
10 Jun 2019,137.6865
11 Jun 2019,138.1156
12 Jun 2019,138.0153
13 Jun 2019,137.6468
14 Jun 2019,136.6995
17 Jun 2019,136.4586
18 Jun 2019,136.0607
19 Jun 2019,136.9218
20 Jun 2019,136.5993
21 Jun 2019,136.7232
24 Jun 2019,136.5707
25 Jun 2019,136.0404
26 Jun 2019,136.4698
27 Jun 2019,136.6093
28 Jun 2019,137.1442
01 Jul 2019,137.0591
02 Jul 2019,136.1682
03 Jul 2019,135.3897
04 Jul 2019,135.6052
05 Jul 2019,135.6276
08 Jul 2019,136.0005
09 Jul 2019,135.6051
10 Jul 2019,135.6378
11 Jul 2019,135.9364
12 Jul 2019,135.6731
15 Jul 2019,135.1586
16 Jul 2019,134.4729
17 Jul 2019,134.3715
18 Jul 2019,134.6042
19 Jul 2019,134.6965
22 Jul 2019,134.7784
23 Jul 2019,134.4921
24 Jul 2019,135.0767
25 Jul 2019,135.6332
26 Jul 2019,134.5971
29 Jul 2019,133.1331
30 Jul 2019,132.0315
31 Jul 2019,132.9671
01 Aug 2019,131.4725
02 Aug 2019,129.3466
05 Aug 2019,128.7902
06 Aug 2019,129.469
07 Aug 2019,128.5301
08 Aug 2019,128.8752
09 Aug 2019,127.589
12 Aug 2019,127.2235
13 Aug 2019,128.7237
14 Aug 2019,127.7021
15 Aug 2019,128.5659
16 Aug 2019,129.2107
19 Aug 2019,129.2256
20 Aug 2019,128.9874
21 Aug 2019,129.1709
22 Aug 2019,130.4699
23 Aug 2019,130.1133
27 Aug 2019,130.0977
28 Aug 2019,129.4082
29 Aug 2019,129.91
30 Aug 2019,129.2982
02 Sep 2019,128.1708
03 Sep 2019,128.0422
04 Sep 2019,129.4668
05 Sep 2019,131.9391
06 Sep 2019,131.4782
09 Sep 2019,132.2783
10 Sep 2019,132.5337
11 Sep 2019,132.9958
12 Sep 2019,133.0623
13 Sep 2019,134.6552
16 Sep 2019,134.1733
17 Sep 2019,135.0677
18 Sep 2019,135.1143
19 Sep 2019,134.9204
20 Sep 2019,134.8608
23 Sep 2019,133.4485
24 Sep 2019,134.0494
25 Sep 2019,133.3466
26 Sep 2019,132.8002
27 Sep 2019,133.1465
30 Sep 2019,133.1546
01 Oct 2019,131.8495
02 Oct 2019,132.0711
03 Oct 2019,132.3579
04 Oct 2019,131.3983
07 Oct 2019,131.7608
08 Oct 2019,130.8119
09 Oct 2019,131.2091
10 Oct 2019,132.5719
11 Oct 2019,137.6993
14 Oct 2019,136.47
15 Oct 2019,139.0138
16 Oct 2019,139.3459
17 Oct 2019,139.5155
18 Oct 2019,139.9799
21 Oct 2019,140.9305
22 Oct 2019,140.1292
23 Oct 2019,139.9114
24 Oct 2019,139.4201
25 Oct 2019,139.317
28 Oct 2019,140.1908
29 Oct 2019,140.4471
30 Oct 2019,140.1394
31 Oct 2019,139.8577
01 Nov 2019,140.0218
04 Nov 2019,140.1204
05 Nov 2019,140.4453
06 Nov 2019,140.3523
07 Nov 2019,140.1829
08 Nov 2019,139.6247
11 Nov 2019,140.4335
12 Nov 2019,140.1377
13 Nov 2019,139.5856
14 Nov 2019,139.6013
15 Nov 2019,140.3601
18 Nov 2019,140.7589
19 Nov 2019,140.2993
20 Nov 2019,140.2651
21 Nov 2019,140.2621
22 Nov 2019,139.4286
25 Nov 2019,140.6089
26 Nov 2019,140.0497
27 Nov 2019,140.8396
28 Nov 2019,141.3395
29 Nov 2019,141.6492
02 Dec 2019,141.0178
03 Dec 2019,141.039
04 Dec 2019,142.6304
05 Dec 2019,143.0738
06 Dec 2019,142.412
09 Dec 2019,142.8633
10 Dec 2019,143.1819
11 Dec 2019,143.2472
12 Dec 2019,143.3513
13 Dec 2019,145.8123
16 Dec 2019,146.1806
17 Dec 2019,143.8983
18 Dec 2019,143.2539
19 Dec 2019,142.42
20 Dec 2019,142.8213
23 Dec 2019,141.3846
24 Dec 2019,141.6641
27 Dec 2019,143.4971
30 Dec 2019,142.9535
31 Dec 2019,143.421
02 Jan 2020,142.7973
03 Jan 2020,141.2037
06 Jan 2020,142.5514
07 Jan 2020,142.518
08 Jan 2020,142.2944
09 Jan 2020,142.9518
10 Jan 2020,143.1073
13 Jan 2020,142.6781
14 Jan 2020,143.162
15 Jan 2020,143.24
16 Jan 2020,143.8807
17 Jan 2020,143.5144
20 Jan 2020,143.186
21 Jan 2020,143.5205
22 Jan 2020,144.4459
23 Jan 2020,143.4519
24 Jan 2020,142.9922
27 Jan 2020,142.206
28 Jan 2020,141.6835
29 Jan 2020,141.908
30 Jan 2020,142.3839
31 Jan 2020,142.8801
03 Feb 2020,141.4773
04 Feb 2020,142.4154
05 Feb 2020,142.5124
06 Feb 2020,142.1802
07 Feb 2020,142.0185
10 Feb 2020,141.8041
11 Feb 2020,142.2914
12 Feb 2020,142.751
13 Feb 2020,143.357
14 Feb 2020,142.8766
17 Feb 2020,142.975
18 Feb 2020,143.1593
19 Feb 2020,143.6913
20 Feb 2020,144.396
21 Feb 2020,144.7855
24 Feb 2020,143.0299
25 Feb 2020,143.3322
26 Feb 2020,142.8233
27 Feb 2020,141.603
28 Feb 2020,137.9169
02 Mar 2020,137.5764
03 Mar 2020,137.8683
04 Mar 2020,137.5437
05 Mar 2020,137.8777
06 Mar 2020,137.2866
09 Mar 2020,134.4037
10 Mar 2020,134.1048
11 Mar 2020,135.0944
12 Mar 2020,132.5478
13 Mar 2020,132.9179
16 Mar 2020,129.7556
17 Mar 2020,129.0879
18 Mar 2020,127.558
19 Mar 2020,128.3429
20 Mar 2020,130.6773
23 Mar 2020,127.9864
24 Mar 2020,131.1519
25 Mar 2020,131.0646
26 Mar 2020,132.8783
27 Mar 2020,133.6749
30 Mar 2020,134.1797
31 Mar 2020,133.8656
01 Apr 2020,133.1729
02 Apr 2020,133.6345
03 Apr 2020,133.0116
06 Apr 2020,133.7266
07 Apr 2020,134.0767
08 Apr 2020,134.6092
09 Apr 2020,135.3369
14 Apr 2020,135.0329
15 Apr 2020,134.241
16 Apr 2020,133.8981
17 Apr 2020,134.443
20 Apr 2020,134.2718
21 Apr 2020,132.1188
22 Apr 2020,132.9189
23 Apr 2020,133.2981
24 Apr 2020,132.5595
27 Apr 2020,133.0245
28 Apr 2020,132.9906
29 Apr 2020,132.5802
30 Apr 2020,134.8708
01 May 2020,134.0898
04 May 2020,132.8426
05 May 2020,132.7721
06 May 2020,131.099
07 May 2020,130.9303
11 May 2020,132.8732
12 May 2020,132.2393
13 May 2020,130.9649
14 May 2020,130.5903
15 May 2020,130.0999
18 May 2020,130.9665
19 May 2020,132.2495
20 May 2020,131.8289
21 May 2020,131.682
22 May 2020,131.0303
26 May 2020,133.0135
27 May 2020,131.6993
28 May 2020,132.6201
29 May 2020,133.1539
01 Jun 2020,134.2456
02 Jun 2020,136.3439
03 Jun 2020,137.0932
04 Jun 2020,137.4163
05 Jun 2020,139.6314
08 Jun 2020,137.913
09 Jun 2020,137.0414
10 Jun 2020,136.8229
11 Jun 2020,134.8716
12 Jun 2020,134.5811
15 Jun 2020,134.9213
16 Jun 2020,135.0533
17 Jun 2020,134.5577
18 Jun 2020,132.5959
19 Jun 2020,132.2256
22 Jun 2020,133.0442
23 Jun 2020,133.0375
24 Jun 2020,133.1279
25 Jun 2020,132.9923
26 Jun 2020,132.2429
29 Jun 2020,132.1632
30 Jun 2020,133.3907
01 Jul 2020,133.9609
02 Jul 2020,134.1716
03 Jul 2020,134.0684
06 Jul 2020,134.4217
07 Jul 2020,135.2441
08 Jul 2020,135.4196
09 Jul 2020,135.3463
10 Jul 2020,135.1795
13 Jul 2020,135.3766
14 Jul 2020,134.3843
15 Jul 2020,134.8641
16 Jul 2020,134.9517
17 Jul 2020,134.3116
20 Jul 2020,135.5505
21 Jul 2020,136.2868
22 Jul 2020,136.4616
23 Jul 2020,136.3695
24 Jul 2020,135.3716
27 Jul 2020,135.578
28 Jul 2020,135.9047
29 Jul 2020,136.2727
30 Jul 2020,137.0104
31 Jul 2020,138.7156
03 Aug 2020,138.2956
04 Aug 2020,138.6505
05 Aug 2020,138.7375
06 Aug 2020,138.6849
07 Aug 2020,138.1709
10 Aug 2020,138.4554
11 Aug 2020,139.3111
12 Aug 2020,139.577
13 Aug 2020,139.97
14 Aug 2020,139.5559
17 Aug 2020,138.8494
18 Aug 2020,139.4498
19 Aug 2020,139.3733
20 Aug 2020,139.2475
21 Aug 2020,138.5215
24 Aug 2020,138.3827
25 Aug 2020,139.7592
26 Aug 2020,140.0173
27 Aug 2020,140.3969
28 Aug 2020,140.3916
01 Sep 2020,142.5297
02 Sep 2020,141.2113
03 Sep 2020,140.9513
04 Sep 2020,140.3846
07 Sep 2020,140.0583
08 Sep 2020,137.9526
09 Sep 2020,138.0695
10 Sep 2020,136.6089
11 Sep 2020,135.7448
14 Sep 2020,136.1347
15 Sep 2020,135.5711
16 Sep 2020,136.3809
17 Sep 2020,135.7111
18 Sep 2020,135.2455
21 Sep 2020,133.7461
22 Sep 2020,133.5705
23 Sep 2020,134.4091
24 Sep 2020,134.1073
25 Sep 2020,134.241
28 Sep 2020,135.65
29 Sep 2020,135.7271
30 Sep 2020,136.387
01 Oct 2020,135.9716
02 Oct 2020,136.2516
05 Oct 2020,137.0573
06 Oct 2020,136.8763
07 Oct 2020,136.7386
08 Oct 2020,137.0627
09 Oct 2020,137.3206
12 Oct 2020,137.5879
13 Oct 2020,137.0518
14 Oct 2020,137.074
15 Oct 2020,135.8744
16 Oct 2020,136.2822
19 Oct 2020,137.0924
20 Oct 2020,136.8528
21 Oct 2020,137.4283
22 Oct 2020,137.2618
23 Oct 2020,136.7456
26 Oct 2020,136.5407
27 Oct 2020,136.4678
28 Oct 2020,135.6054
29 Oct 2020,135.0508
30 Oct 2020,135.2274
02 Nov 2020,135.2339
03 Nov 2020,136.6704
04 Nov 2020,135.7353
05 Nov 2020,134.973
06 Nov 2020,135.9428
09 Nov 2020,138.5879
10 Nov 2020,139.39
11 Nov 2020,139.3867
12 Nov 2020,138.0252
13 Nov 2020,137.6958
16 Nov 2020,137.8341
17 Nov 2020,138.1957
18 Nov 2020,137.9151
19 Nov 2020,137.4181
20 Nov 2020,137.922
23 Nov 2020,138.8957
24 Nov 2020,139.7868
25 Nov 2020,139.6901
26 Nov 2020,139.0052
27 Nov 2020,138.8043
30 Nov 2020,139.2718
01 Dec 2020,139.6404
02 Dec 2020,139.3766
03 Dec 2020,140.0584
04 Dec 2020,140.4021
07 Dec 2020,138.5218
08 Dec 2020,139.1147
09 Dec 2020,139.5997
10 Dec 2020,138.5777
11 Dec 2020,137.3803
14 Dec 2020,138.6986
15 Dec 2020,139.4423
16 Dec 2020,139.6867
17 Dec 2020,140.0417
18 Dec 2020,139.4484
21 Dec 2020,137.8132
22 Dec 2020,138.1491
23 Dec 2020,140.0744
24 Dec 2020,140.8668
29 Dec 2020,139.8113
30 Dec 2020,140.5026
31 Dec 2020,140.6666
04 Jan 2021,140.0402
05 Jan 2021,139.7224
06 Jan 2021,140.0935
07 Jan 2021,140.7628
08 Jan 2021,141.0642
11 Jan 2021,140.6946
12 Jan 2021,141.9757
13 Jan 2021,141.6982
14 Jan 2021,141.9757
15 Jan 2021,141.1074
18 Jan 2021,140.7728
19 Jan 2021,141.4774
20 Jan 2021,141.2341
21 Jan 2021,142.098
22 Jan 2021,141.8809
25 Jan 2021,141.864
26 Jan 2021,142.4358
27 Jan 2021,142.6723
28 Jan 2021,143.1029
29 Jan 2021,143.7322
01 Feb 2021,143.4068
02 Feb 2021,143.2408
03 Feb 2021,143.3712
04 Feb 2021,143.9932
05 Feb 2021,144.7608
08 Feb 2021,144.5448
09 Feb 2021,144.2786
10 Feb 2021,144.9018
11 Feb 2021,144.8135
12 Feb 2021,145.3591
15 Feb 2021,146.5768
16 Feb 2021,147.1978
17 Feb 2021,146.7448
18 Feb 2021,147.5453
19 Feb 2021,147.9882
22 Feb 2021,147.6444
23 Feb 2021,148.2964
24 Feb 2021,149.4072
25 Feb 2021,150.2162
26 Feb 2021,148.9003
01 Mar 2021,148.607
02 Mar 2021,148.8531
03 Mar 2021,149.4939
04 Mar 2021,150.5292
05 Mar 2021,149.5828
08 Mar 2021,150.3436
09 Mar 2021,151.1419
10 Mar 2021,151.0392
11 Mar 2021,151.5636
12 Mar 2021,151.4198
15 Mar 2021,151.2899
16 Mar 2021,151.4645
17 Mar 2021,151.6818
18 Mar 2021,151.8933
19 Mar 2021,150.9967
22 Mar 2021,150.5761
23 Mar 2021,149.8058
24 Mar 2021,149.3228
25 Mar 2021,149.7482
26 Mar 2021,151.1052
29 Mar 2021,151.1752
30 Mar 2021,151.246
31 Mar 2021,152.4734
01 Apr 2021,152.8658
06 Apr 2021,152.1193
07 Apr 2021,151.1441
08 Apr 2021,150.0112
09 Apr 2021,150.4698
12 Apr 2021,150.3594
13 Apr 2021,149.9672
14 Apr 2021,150.2267
15 Apr 2021,149.993
16 Apr 2021,150.3428
19 Apr 2021,151.0552
20 Apr 2021,150.8414
21 Apr 2021,150.6561
22 Apr 2021,149.606
23 Apr 2021,149.6074
26 Apr 2021,150.1525
27 Apr 2021,150.9221
28 Apr 2021,151.4363
29 Apr 2021,151.9308
30 Apr 2021,151.312
04 May 2021,151.6024
05 May 2021,151.9111
06 May 2021,151.4903
07 May 2021,151.77
10 May 2021,153.7366
11 May 2021,153.4624
12 May 2021,154.182
13 May 2021,153.9161
14 May 2021,154.165
17 May 2021,154.1544
18 May 2021,154.7578
19 May 2021,153.643
20 May 2021,154.0913
21 May 2021,154.3092
24 May 2021,153.9683
25 May 2021,153.9508
26 May 2021,154.0363
27 May 2021,155.5939
28 May 2021,155.8651
01 Jun 2021,155.0526
02 Jun 2021,155.2909
03 Jun 2021,156.2211
04 Jun 2021,155.2117
07 Jun 2021,154.8366
08 Jun 2021,154.8718
09 Jun 2021,154.8319
10 Jun 2021,155.0105
11 Jun 2021,155.0282
14 Jun 2021,155.2509
15 Jun 2021,155.0679
16 Jun 2021,155.0594
17 Jun 2021,153.7958
18 Jun 2021,152.1946
21 Jun 2021,153.2192
22 Jun 2021,154.0919
23 Jun 2021,154.7765
24 Jun 2021,154.04
25 Jun 2021,154.1115
28 Jun 2021,153.4848
29 Jun 2021,152.8988
30 Jun 2021,153.3771
01 Jul 2021,153.6181
02 Jul 2021,153.4324
05 Jul 2021,153.5548
06 Jul 2021,152.664
07 Jul 2021,152.4701
08 Jul 2021,150.7655
09 Jul 2021,152.4504
12 Jul 2021,153.2369
13 Jul 2021,152.7049
14 Jul 2021,152.6838
15 Jul 2021,152.5346
16 Jul 2021,151.8417
19 Jul 2021,149.502
20 Jul 2021,149.5462
21 Jul 2021,150.8763
22 Jul 2021,151.5223
23 Jul 2021,152.0337
26 Jul 2021,152.4649
27 Jul 2021,152.4273
28 Jul 2021,152.7197
29 Jul 2021,153.2079
30 Jul 2021,152.6571
02 Aug 2021,151.8773
03 Aug 2021,151.3533
04 Aug 2021,152.3621
05 Aug 2021,152.845
06 Aug 2021,153.0056
09 Aug 2021,152.7157
10 Aug 2021,153.0786
11 Aug 2021,153.2137
12 Aug 2021,152.6831
13 Aug 2021,152.2168
16 Aug 2021,151.2601
17 Aug 2021,150.5685
18 Aug 2021,151.1647
19 Aug 2021,149.8885
20 Aug 2021,149.4844
23 Aug 2021,150.6209
24 Aug 2021,150.6126
25 Aug 2021,151.1646
26 Aug 2021,150.9473
27 Aug 2021,151.2033
31 Aug 2021,151.1783
01 Sep 2021,151.6874
02 Sep 2021,152.1353
03 Sep 2021,152.1094
06 Sep 2021,151.8896
07 Sep 2021,151.9024
08 Sep 2021,151.5603
09 Sep 2021,152.0487
10 Sep 2021,152.1833
13 Sep 2021,152.2311
14 Sep 2021,151.8791
15 Sep 2021,151.14
16 Sep 2021,151.1748
17 Sep 2021,151.2115
20 Sep 2021,149.6454
21 Sep 2021,149.0198
22 Sep 2021,149.5765
23 Sep 2021,151.4012
24 Sep 2021,151.3901
27 Sep 2021,152.1451
28 Sep 2021,150.8699
29 Sep 2021,150.2526
30 Sep 2021,150.4545
01 Oct 2021,150.2398
04 Oct 2021,150.8658
05 Oct 2021,151.9621
06 Oct 2021,150.9687
07 Oct 2021,151.9262
08 Oct 2021,152.7889
11 Oct 2021,154.3281
12 Oct 2021,154.5346
13 Oct 2021,154.5301
14 Oct 2021,155.5757
15 Oct 2021,157.0768
18 Oct 2021,156.7373
19 Oct 2021,157.6812
20 Oct 2021,157.9169
21 Oct 2021,157.435
22 Oct 2021,156.4637
25 Oct 2021,156.5625
26 Oct 2021,157.4271
27 Oct 2021,155.9579
28 Oct 2021,156.5196
29 Oct 2021,156.3032
01 Nov 2021,156.2028
02 Nov 2021,154.8932
03 Nov 2021,155.8219
04 Nov 2021,153.3231
05 Nov 2021,153.0802
08 Nov 2021,153.5332
09 Nov 2021,153.0179
10 Nov 2021,153.4803
11 Nov 2021,152.6286
12 Nov 2021,152.6246
15 Nov 2021,153.0731
16 Nov 2021,153.7644
17 Nov 2021,154.2146
18 Nov 2021,154.0286
19 Nov 2021,153.2783
22 Nov 2021,153.7611
23 Nov 2021,153.7283
24 Nov 2021,153.8948
25 Nov 2021,153.6613
26 Nov 2021,150.9502
29 Nov 2021,151.2838
30 Nov 2021,150.2078
01 Dec 2021,150.4329
02 Dec 2021,150.3292
03 Dec 2021,149.6787
06 Dec 2021,150.1624
07 Dec 2021,150.429
08 Dec 2021,150.5302
09 Dec 2021,149.8221
10 Dec 2021,150.0452
13 Dec 2021,150.1057
14 Dec 2021,150.4857
15 Dec 2021,150.4282
16 Dec 2021,151.5813
17 Dec 2021,150.734
20 Dec 2021,149.9394
21 Dec 2021,150.9621
22 Dec 2021,152.5467
23 Dec 2021,153.4104
24 Dec 2021,153.4313
29 Dec 2021,155.0081
30 Dec 2021,155.4545
31 Dec 2021,155.1472
04 Jan 2022,157.4181
05 Jan 2022,157.0691
06 Jan 2022,156.575
07 Jan 2022,156.9466
10 Jan 2022,156.1142
11 Jan 2022,157.0969
12 Jan 2022,157.2089
13 Jan 2022,156.7461
14 Jan 2022,155.7125
17 Jan 2022,156.4427
18 Jan 2022,155.5818
19 Jan 2022,155.3745
20 Jan 2022,155.7126
21 Jan 2022,154.098
24 Jan 2022,153.4223
25 Jan 2022,153.646
26 Jan 2022,154.5482
27 Jan 2022,154.5876
28 Jan 2022,154.5408
31 Jan 2022,154.6559
01 Feb 2022,155.0354
02 Feb 2022,155.1687
03 Feb 2022,156.3789
04 Feb 2022,155.9738
07 Feb 2022,155.6762
08 Feb 2022,156.6727
09 Feb 2022,156.4021
10 Feb 2022,157.9048
11 Feb 2022,157.6316
14 Feb 2022,156.1968
15 Feb 2022,156.5036
16 Feb 2022,156.7309
17 Feb 2022,156.6028
18 Feb 2022,156.4198
21 Feb 2022,156.2628
22 Feb 2022,156.3916
23 Feb 2022,155.9942
24 Feb 2022,153.459
25 Feb 2022,155.0621
28 Feb 2022,154.5466
01 Mar 2022,153.2943
02 Mar 2022,153.8548
03 Mar 2022,154.2753
04 Mar 2022,151.7346
07 Mar 2022,151.5648
08 Mar 2022,151.55
09 Mar 2022,152.396
10 Mar 2022,152.2817
11 Mar 2022,153.0945
14 Mar 2022,153.9546
15 Mar 2022,154.4519
