DATE,XUDLJYS,XUDLUSS
04 Apr 2022,160.9989,1.3116
05 Apr 2022,161.8268,1.3114
06 Apr 2022,161.9728,1.3094
07 Apr 2022,161.9073,1.3066
08 Apr 2022,161.8071,1.3007
11 Apr 2022,163.7037,1.3041
12 Apr 2022,163.1836,1.3038
13 Apr 2022,163.9268,1.3038
14 Apr 2022,164.2743,1.3048
19 Apr 2022,167.3632,1.299
20 Apr 2022,166.5708,1.3048
21 Apr 2022,167.4874,1.3031
22 Apr 2022,165.0454,1.2843
25 Apr 2022,162.5868,1.2717
26 Apr 2022,160.5013,1.2621
27 Apr 2022,160.426,1.2503
28 Apr 2022,162.9633,1.2439
29 Apr 2022,162.7885,1.2556
03 May 2022,162.5944,1.2514
04 May 2022,162.487,1.2499
05 May 2022,161.159,1.2374
06 May 2022,161.0687,1.235
09 May 2022,160.6179,1.2306
10 May 2022,160.3522,1.2313
11 May 2022,160.7655,1.234
12 May 2022,156.6407,1.2228
13 May 2022,158.0779,1.222
16 May 2022,158.123,1.225
17 May 2022,161.2246,1.247
18 May 2022,159.5071,1.2413
19 May 2022,159.1099,1.2489
20 May 2022,159.5648,1.2466
23 May 2022,160.494,1.2571
24 May 2022,158.4914,1.2525
25 May 2022,159.7857,1.2545
26 May 2022,160.1046,1.2573
27 May 2022,160.3619,1.2615
30 May 2022,161.4264,1.2648
31 May 2022,162.1119,1.2601
01 Jun 2022,162.398,1.2496
06 Jun 2022,164.9236,1.2557
07 Jun 2022,166.6598,1.258
08 Jun 2022,167.9809,1.2549
09 Jun 2022,168.4247,1.254
10 Jun 2022,165.6543,1.2342
13 Jun 2022,162.422,1.2131
14 Jun 2022,161.5335,1.2001
15 Jun 2022,162.3842,1.2066
16 Jun 2022,162.7164,1.2274
17 Jun 2022,164.7859,1.2182
20 Jun 2022,165.3935,1.2255
21 Jun 2022,166.679,1.2282
22 Jun 2022,166.8137,1.2254
23 Jun 2022,164.6182,1.2242
24 Jun 2022,166.1583,1.2288
27 Jun 2022,166.312,1.2303
28 Jun 2022,166.2508,1.2201
29 Jun 2022,165.8395,1.2121
30 Jun 2022,164.9748,1.2143
01 Jul 2022,162.2236,1.2005
04 Jul 2022,164.4762,1.2117
05 Jul 2022,162.1053,1.1916
06 Jul 2022,161.6101,1.1912
07 Jul 2022,163.1296,1.2001
08 Jul 2022,163.6122,1.2025
11 Jul 2022,163.3593,1.1885
12 Jul 2022,162.4495,1.1888
13 Jul 2022,163.9423,1.1954
14 Jul 2022,164.1061,1.1785
15 Jul 2022,164.2747,1.1855
18 Jul 2022,165.9949,1.2026
19 Jul 2022,165.8283,1.2027
20 Jul 2022,165.6924,1.1998
21 Jul 2022,164.6894,1.1947
22 Jul 2022,163.8403,1.204
25 Jul 2022,164.6431,1.2045
26 Jul 2022,164.497,1.2044
27 Jul 2022,165.1616,1.2031
28 Jul 2022,164.2537,1.2114
29 Jul 2022,162.5816,1.2162
01 Aug 2022,161.9145,1.2283
02 Aug 2022,160.9477,1.2218
03 Aug 2022,162.7732,1.2112
04 Aug 2022,161.2337,1.2111
05 Aug 2022,163.1959,1.206
08 Aug 2022,163.2672,1.2119
09 Aug 2022,163.1396,1.2088
10 Aug 2022,161.9414,1.2259
11 Aug 2022,162.0679,1.2226
12 Aug 2022,162.054,1.2118
15 Aug 2022,160.664,1.208
16 Aug 2022,162.5447,1.2095
17 Aug 2022,163.1601,1.2044
18 Aug 2022,162.2926,1.2003
19 Aug 2022,161.8702,1.1805
22 Aug 2022,161.747,1.179
23 Aug 2022,161.5072,1.1852
24 Aug 2022,161.6348,1.1818
25 Aug 2022,161.6732,1.1826
26 Aug 2022,161.9042,1.1792
30 Aug 2022,161.5662,1.1631
31 Aug 2022,161.3376,1.1638
01 Sep 2022,161.4216,1.1526
02 Sep 2022,162.2223,1.1584
05 Sep 2022,161.7424,1.1507
06 Sep 2022,164.5304,1.1529
07 Sep 2022,165.6867,1.1467
08 Sep 2022,165.4244,1.1491
09 Sep 2022,164.9767,1.1583
12 Sep 2022,166.6533,1.1704
13 Sep 2022,166.4443,1.1541
14 Sep 2022,165.1771,1.158
15 Sep 2022,164.847,1.149
16 Sep 2022,163.429,1.1431
20 Sep 2022,164.0678,1.1415
21 Sep 2022,163.2859,1.1333
22 Sep 2022,160.0419,1.1265
23 Sep 2022,156.1322,1.0897
26 Sep 2022,155.7103,1.0787
27 Sep 2022,155.8998,1.0774
28 Sep 2022,155.3297,1.0745
29 Sep 2022,159.5406,1.1034
30 Sep 2022,161.7193,1.117
03 Oct 2022,162.9622,1.128
04 Oct 2022,164.7536,1.1404
05 Oct 2022,162.7826,1.1245
06 Oct 2022,162.2623,1.1199
07 Oct 2022,161.3633,1.1117
10 Oct 2022,160.9915,1.1048
11 Oct 2022,161.5236,1.1083
12 Oct 2022,162.6145,1.1072
13 Oct 2022,165.5997,1.1237
14 Oct 2022,166.9423,1.1251
17 Oct 2022,170.0579,1.1434
18 Oct 2022,168.7827,1.1322
19 Oct 2022,168.6072,1.126
20 Oct 2022,169.3436,1.1319
21 Oct 2022,168.392,1.1126
24 Oct 2022,168.3071,1.1314
25 Oct 2022,169.3836,1.1458
26 Oct 2022,170.0328,1.16
27 Oct 2022,169.1173,1.1581
28 Oct 2022,171.0052,1.1592
31 Oct 2022,171.1326,1.1514
01 Nov 2022,169.7455,1.146
02 Nov 2022,168.6437,1.1463
03 Nov 2022,165.684,1.1179
04 Nov 2022,166.0313,1.1277
07 Nov 2022,167.931,1.1466
08 Nov 2022,168.2678,1.1564
09 Nov 2022,166.413,1.1374
10 Nov 2022,165.3722,1.1678
11 Nov 2022,163.8117,1.1774
14 Nov 2022,164.6869,1.1729
15 Nov 2022,165.6141,1.1895
16 Nov 2022,165.6851,1.1889
17 Nov 2022,165.5869,1.1778
18 Nov 2022,166.8349,1.1927
21 Nov 2022,167.2551,1.1786
22 Nov 2022,167.9357,1.188
23 Nov 2022,168.6446,1.2065
24 Nov 2022,167.9967,1.2142
25 Nov 2022,168.3745,1.2095
28 Nov 2022,167.0309,1.204
29 Nov 2022,165.9987,1.2002
30 Nov 2022,166.1724,1.1912
01 Dec 2022,166.7453,1.2267
02 Dec 2022,165.5024,1.2216
05 Dec 2022,166.5069,1.2218
06 Dec 2022,167.0395,1.2223
07 Dec 2022,166.7589,1.2198
08 Dec 2022,166.7771,1.2219
09 Dec 2022,167.9497,1.2295
12 Dec 2022,168.3685,1.2253
13 Dec 2022,167.5308,1.2395
14 Dec 2022,167.2927,1.2404
15 Dec 2022,168.1594,1.222
16 Dec 2022,166.0586,1.2153
19 Dec 2022,166.1567,1.213
20 Dec 2022,159.4943,1.2139
21 Dec 2022,159.8146,1.2109
22 Dec 2022,159.0967,1.203
23 Dec 2022,160.2051,1.207
28 Dec 2022,161.5245,1.2037
29 Dec 2022,160.5967,1.2055
30 Dec 2022,158.6138,1.2039
03 Jan 2023,157.0166,1.2008
04 Jan 2023,159.0255,1.2041
05 Jan 2023,159.0717,1.1879
06 Jan 2023,159.5505,1.2047
09 Jan 2023,160.8866,1.2193
10 Jan 2023,160.5844,1.2148
11 Jan 2023,160.7225,1.213
12 Jan 2023,157.8748,1.2177
13 Jan 2023,155.7657,1.2215
16 Jan 2023,156.8959,1.2206
17 Jan 2023,157.3682,1.228
18 Jan 2023,159.1018,1.2394
19 Jan 2023,158.7761,1.2359
20 Jan 2023,160.698,1.2369
23 Jan 2023,161.5756,1.2368
24 Jan 2023,160.2058,1.2315
25 Jan 2023,160.1597,1.2358
26 Jan 2023,161.184,1.2356
27 Jan 2023,160.6416,1.2358
30 Jan 2023,161.3355,1.2379
31 Jan 2023,160.0156,1.2307
01 Feb 2023,159.3136,1.2326
02 Feb 2023,157.8571,1.2298
03 Feb 2023,158.6723,1.2105
06 Feb 2023,159.5927,1.2013
07 Feb 2023,157.6368,1.2015
08 Feb 2023,158.7642,1.2077
09 Feb 2023,159.3165,1.2169
10 Feb 2023,158.592,1.2074
13 Feb 2023,161.1429,1.2137
14 Feb 2023,161.4803,1.2156
15 Feb 2023,161.1763,1.2003
16 Feb 2023,161.1756,1.2011
17 Feb 2023,161.1211,1.1998
20 Feb 2023,161.2594,1.2028
21 Feb 2023,163.5609,1.2139
22 Feb 2023,162.4339,1.2067
23 Feb 2023,162.1302,1.2023
24 Feb 2023,162.8633,1.1941
27 Feb 2023,163.7539,1.2031
28 Feb 2023,164.9094,1.2107
01 Mar 2023,163.4393,1.2007
02 Mar 2023,163.4112,1.1954
03 Mar 2023,163.2824,1.1977
06 Mar 2023,163.3944,1.2002
07 Mar 2023,162.4446,1.1872
08 Mar 2023,162.0417,1.1837
09 Mar 2023,162.0039,1.1892
10 Mar 2023,162.5541,1.2102
13 Mar 2023,161.9092,1.2159
14 Mar 2023,163.1572,1.2146
15 Mar 2023,159.6236,1.2028
16 Mar 2023,161.086,1.2109
17 Mar 2023,160.2966,1.214
20 Mar 2023,161.2881,1.2255
21 Mar 2023,161.2921,1.2196
22 Mar 2023,162.2819,1.2232
23 Mar 2023,161.3519,1.2316
24 Mar 2023,159.7188,1.2224
27 Mar 2023,161.4031,1.2274
28 Mar 2023,161.4467,1.2327
29 Mar 2023,163.1208,1.2311
30 Mar 2023,164.3197,1.238
31 Mar 2023,164.5401,1.2364
03 Apr 2023,164.0619,1.2397
04 Apr 2023,164.9609,1.2516
05 Apr 2023,162.9705,1.245
06 Apr 2023,163.8677,1.2434
11 Apr 2023,165.9663,1.2431
12 Apr 2023,166.1967,1.2466
13 Apr 2023,165.6574,1.251
14 Apr 2023,166.0901,1.2444
17 Apr 2023,166.334,1.2365
18 Apr 2023,166.486,1.2428
19 Apr 2023,167.5889,1.245
20 Apr 2023,167.0119,1.2458
21 Apr 2023,166.6663,1.2398
24 Apr 2023,167.4211,1.2456
25 Apr 2023,166.0008,1.2402
26 Apr 2023,166.2892,1.2472
27 Apr 2023,167.3696,1.2494
28 Apr 2023,171.1238,1.2566
02 May 2023,170.2179,1.2472
03 May 2023,169.3835,1.2533
04 May 2023,168.3391,1.2572
05 May 2023,170.313,1.2627
09 May 2023,170.3377,1.2612
10 May 2023,169.6742,1.2618
11 May 2023,168.3467,1.2523
12 May 2023,168.8762,1.2477
15 May 2023,170.3111,1.251
16 May 2023,170.5681,1.2494
17 May 2023,171.3078,1.2466
18 May 2023,172.0011,1.2409
19 May 2023,172.2262,1.2436
22 May 2023,172.1331,1.2423
23 May 2023,172.1164,1.242
24 May 2023,171.926,1.2367
25 May 2023,172.4852,1.2357
26 May 2023,173.2646,1.2332
30 May 2023,173.5058,1.2411
31 May 2023,173.1814,1.2394
01 Jun 2023,173.8707,1.2524
02 Jun 2023,174.353,1.2485
05 Jun 2023,173.3801,1.241
06 Jun 2023,173.4142,1.2408
07 Jun 2023,174.1315,1.2462
08 Jun 2023,174.224,1.2535
09 Jun 2023,175.34,1.258
12 Jun 2023,174.6646,1.251
13 Jun 2023,176.2291,1.2604
14 Jun 2023,177.0203,1.2696
15 Jun 2023,179.0009,1.2743
16 Jun 2023,181.2898,1.2812
19 Jun 2023,181.4985,1.2796
20 Jun 2023,180.0092,1.2735
21 Jun 2023,180.8566,1.2731
22 Jun 2023,181.9241,1.2738
23 Jun 2023,182.7206,1.2711
26 Jun 2023,182.4631,1.2709
27 Jun 2023,183.5806,1.2746
28 Jun 2023,182.3101,1.2614
29 Jun 2023,182.4806,1.2618
30 Jun 2023,183.73,1.2714
03 Jul 2023,183.2917,1.2689
04 Jul 2023,183.738,1.2726
05 Jul 2023,183.6953,1.2716
06 Jul 2023,183.1707,1.2696
07 Jul 2023,182.4228,1.2825
10 Jul 2023,181.5501,1.2815
11 Jul 2023,181.3447,1.2897
12 Jul 2023,179.9305,1.2997
13 Jul 2023,181.2224,1.3114
14 Jul 2023,181.6369,1.3116
17 Jul 2023,181.9837,1.3082
18 Jul 2023,181.3419,1.3081
19 Jul 2023,179.9004,1.2885
20 Jul 2023,180.2995,1.2851
21 Jul 2023,182.0779,1.2845
24 Jul 2023,180.9632,1.2817
25 Jul 2023,181.4496,1.2856
26 Jul 2023,181.4002,1.2923
27 Jul 2023,181.505,1.2849
28 Jul 2023,180.5334,1.2864
31 Jul 2023,182.7446,1.2863
01 Aug 2023,182.8412,1.2762
02 Aug 2023,181.9603,1.2689
03 Aug 2023,180.691,1.2697
04 Aug 2023,180.9453,1.2757
07 Aug 2023,181.7966,1.2772
08 Aug 2023,182.1019,1.2722
09 Aug 2023,182.9716,1.2732
10 Aug 2023,183.9189,1.2735
11 Aug 2023,184.008,1.2713
14 Aug 2023,184.1542,1.2661
15 Aug 2023,185.0064,1.2745
16 Aug 2023,185.9515,1.2753
17 Aug 2023,186.2905,1.2757
18 Aug 2023,184.7126,1.2716
21 Aug 2023,186.2596,1.2727
22 Aug 2023,185.709,1.2732
23 Aug 2023,183.6245,1.2683
24 Aug 2023,184.1296,1.2648
25 Aug 2023,183.9914,1.2554
29 Aug 2023,184.2148,1.2589
30 Aug 2023,185.6233,1.2727
31 Aug 2023,184.5316,1.2673
01 Sep 2023,184.2626,1.2619
04 Sep 2023,184.8032,1.2618
05 Sep 2023,185.4226,1.2554
06 Sep 2023,184.3796,1.2491
07 Sep 2023,183.5594,1.2476
08 Sep 2023,184.3285,1.2485
11 Sep 2023,183.4496,1.2529
12 Sep 2023,183.512,1.2466
13 Sep 2023,184.265,1.249
14 Sep 2023,182.6743,1.2415
15 Sep 2023,183.2849,1.2395
18 Sep 2023,182.8402,1.238
19 Sep 2023,183.1899,1.2402
20 Sep 2023,183.1309,1.2398
21 Sep 2023,181.1497,1.2288
22 Sep 2023,181.6079,1.2265
25 Sep 2023,181.677,1.2198
26 Sep 2023,181.1085,1.2168
27 Sep 2023,181.3192,1.213
28 Sep 2023,182.2259,1.2198
29 Sep 2023,182.1651,1.2207
02 Oct 2023,181.6482,1.2122
03 Oct 2023,180.0645,1.208
04 Oct 2023,180.4893,1.2115
05 Oct 2023,180.7098,1.216
06 Oct 2023,182.0643,1.2188
09 Oct 2023,181.3796,1.221
10 Oct 2023,182.4454,1.2257
11 Oct 2023,183.6212,1.2312
12 Oct 2023,182.8924,1.2214
13 Oct 2023,181.7143,1.2141
16 Oct 2023,182.3962,1.2189
17 Oct 2023,182.3645,1.2182
18 Oct 2023,181.9349,1.2146
19 Oct 2023,182.06,1.2143
20 Oct 2023,182.1042,1.215
23 Oct 2023,182.9613,1.2208
24 Oct 2023,182.536,1.2178
25 Oct 2023,182.075,1.2144
26 Oct 2023,182.2877,1.2121
27 Oct 2023,181.5808,1.2141
30 Oct 2023,181.1366,1.2156
31 Oct 2023,183.7937,1.2134
01 Nov 2023,183.0662,1.2126
02 Nov 2023,183.1915,1.2173
03 Nov 2023,184.7908,1.2373
06 Nov 2023,185.5831,1.2397
07 Nov 2023,185.1779,1.2305
08 Nov 2023,185.436,1.2296
09 Nov 2023,185.4723,1.2287
10 Nov 2023,184.7753,1.2198
13 Nov 2023,185.878,1.2253
14 Nov 2023,187.8463,1.2455
15 Nov 2023,187.7924,1.2444
16 Nov 2023,187.0955,1.2444
17 Nov 2023,185.9355,1.2433
20 Nov 2023,185.3337,1.2493
21 Nov 2023,185.3881,1.2533
22 Nov 2023,186.4639,1.246
23 Nov 2023,187.4888,1.2531
24 Nov 2023,188.6031,1.2608
27 Nov 2023,187.7687,1.2607
28 Nov 2023,187.5562,1.2683
29 Nov 2023,187.1284,1.2697
30 Nov 2023,187.119,1.2656
01 Dec 2023,186.4863,1.2635
04 Dec 2023,185.5341,1.2612
05 Dec 2023,185.5362,1.2613
06 Dec 2023,185.4004,1.2593
07 Dec 2023,181.1096,1.2574
08 Dec 2023,181.3157,1.2547
11 Dec 2023,183.7655,1.2551
12 Dec 2023,182.9447,1.2561
13 Dec 2023,181.8139,1.2526
14 Dec 2023,180.822,1.276
15 Dec 2023,180.002,1.2699
18 Dec 2023,180.9563,1.2645
19 Dec 2023,183.1932,1.2739
20 Dec 2023,182.0202,1.2668
21 Dec 2023,179.9169,1.2656
22 Dec 2023,181.0313,1.2716
27 Dec 2023,181.866,1.2789
28 Dec 2023,179.9038,1.277
29 Dec 2023,179.7391,1.2747
02 Jan 2024,179.1929,1.2625
03 Jan 2024,181.3444,1.2628
04 Jan 2024,183.7101,1.2699
05 Jan 2024,183.801,1.2752
08 Jan 2024,183.5354,1.275
09 Jan 2024,183.3378,1.2704
10 Jan 2024,185.4553,1.2736
11 Jan 2024,185.5672,1.2714
12 Jan 2024,184.6708,1.2761
15 Jan 2024,185.6116,1.2731
16 Jan 2024,185.8092,1.2665
17 Jan 2024,187.889,1.2658
18 Jan 2024,187.76,1.2672
19 Jan 2024,187.8045,1.268
22 Jan 2024,188.0863,1.2721
23 Jan 2024,188.0711,1.2666
24 Jan 2024,187.399,1.2753
25 Jan 2024,187.4203,1.27
26 Jan 2024,188.4011,1.2723
29 Jan 2024,187.2097,1.2678
30 Jan 2024,187.2605,1.2666
31 Jan 2024,186.1301,1.2733
01 Feb 2024,185.5567,1.2682
02 Feb 2024,187.6769,1.2657
05 Feb 2024,186.3989,1.2521
06 Feb 2024,186.2591,1.2577
07 Feb 2024,186.8841,1.2632
08 Feb 2024,188.3806,1.2605
09 Feb 2024,188.6348,1.2632
12 Feb 2024,188.5576,1.2615
13 Feb 2024,189.7648,1.2601
14 Feb 2024,189.0193,1.2549
15 Feb 2024,188.8442,1.2585
16 Feb 2024,189.0557,1.2584
19 Feb 2024,189.0127,1.2587
20 Feb 2024,189.6578,1.2662
21 Feb 2024,189.5016,1.2612
22 Feb 2024,189.9599,1.2621
23 Feb 2024,190.8205,1.2677
26 Feb 2024,191.2176,1.2684
27 Feb 2024,190.7892,1.2683
28 Feb 2024,190.8262,1.2653
29 Feb 2024,189.3009,1.265
01 Mar 2024,189.9457,1.2652
04 Mar 2024,191.0859,1.2698
05 Mar 2024,190.9609,1.2732
06 Mar 2024,190.3358,1.2743
07 Mar 2024,189.4626,1.2789
08 Mar 2024,189.3958,1.2881
11 Mar 2024,188.0606,1.2805
12 Mar 2024,188.8133,1.2784
13 Mar 2024,189.0565,1.2797
14 Mar 2024,188.9042,1.2747
15 Mar 2024,189.998,1.274
18 Mar 2024,189.8936,1.2733
19 Mar 2024,191.5993,1.2711
20 Mar 2024,192.7687,1.2711
21 Mar 2024,192.0405,1.2668
22 Mar 2024,190.735,1.2601
25 Mar 2024,191.4769,1.2645
26 Mar 2024,191.4215,1.2628
27 Mar 2024,191.1336,1.2629
28 Mar 2024,191.179,1.2632
02 Apr 2024,190.4969,1.2567
03 Apr 2024,191.5375,1.2619
04 Apr 2024,192.1292,1.2668
05 Apr 2024,191.1488,1.2615
08 Apr 2024,192.0004,1.2647
09 Apr 2024,192.2151,1.2675
10 Apr 2024,191.9694,1.2566
11 Apr 2024,191.8926,1.252
12 Apr 2024,190.1622,1.2435
15 Apr 2024,192.1625,1.2451
16 Apr 2024,192.3595,1.2442
17 Apr 2024,192.5455,1.245
18 Apr 2024,192.4278,1.2444
19 Apr 2024,192.2234,1.2434
22 Apr 2024,190.8037,1.2331
23 Apr 2024,192.4566,1.2433
24 Apr 2024,192.7177,1.2433
25 Apr 2024,194.2976,1.2489
26 Apr 2024,195.9836,1.2462
29 Apr 2024,196.6209,1.2548
30 Apr 2024,196.9881,1.252
01 May 2024,196.9551,1.2492
02 May 2024,192.4126,1.2485
03 May 2024,191.8221,1.2546
07 May 2024,193.8574,1.2554
08 May 2024,194.3801,1.2493
09 May 2024,194.6429,1.2512
10 May 2024,194.9685,1.2508
13 May 2024,195.8682,1.2563
14 May 2024,196.8778,1.2589
15 May 2024,196.4579,1.2649
16 May 2024,196.7404,1.2668
17 May 2024,197.346,1.2698
20 May 2024,198.3274,1.2708
21 May 2024,198.4088,1.2723
22 May 2024,199.1702,1.2724
23 May 2024,199.5642,1.2712
24 May 2024,199.9675,1.2738
28 May 2024,200.4264,1.2777
29 May 2024,200.2549,1.2715
30 May 2024,199.4785,1.2739
31 May 2024,200.074,1.2731
03 Jun 2024,199.505,1.2772
04 Jun 2024,197.9481,1.278
05 Jun 2024,199.4501,1.276
06 Jun 2024,199.2907,1.2773
07 Jun 2024,199.5999,1.2724
10 Jun 2024,199.5361,1.2717
11 Jun 2024,199.9788,1.2712
12 Jun 2024,200.0669,1.2843
13 Jun 2024,200.3717,1.2767
14 Jun 2024,199.3596,1.2667
17 Jun 2024,200.1601,1.268
18 Jun 2024,200.4624,1.269
19 Jun 2024,201.0495,1.2732
20 Jun 2024,201.3506,1.2686
21 Jun 2024,201.4794,1.2626
24 Jun 2024,202.6511,1.2688
25 Jun 2024,202.3575,1.2672
26 Jun 2024,202.7569,1.2623
27 Jun 2024,203.1607,1.2651
28 Jun 2024,203.3356,1.2642
01 Jul 2024,204.437,1.2647
02 Jul 2024,204.6477,1.2676
03 Jul 2024,205.8957,1.2762
04 Jul 2024,205.5512,1.2762
05 Jul 2024,206.003,1.2798
08 Jul 2024,206.1172,1.2833
09 Jul 2024,206.4988,1.2797
10 Jul 2024,207.4162,1.283
11 Jul 2024,204.9165,1.2924
12 Jul 2024,204.856,1.2989
15 Jul 2024,204.964,1.2984
16 Jul 2024,205.3409,1.2948
17 Jul 2024,203.6678,1.3014
18 Jul 2024,203.4366,1.2978
19 Jul 2024,203.2425,1.2917
22 Jul 2024,202.5727,1.2913
23 Jul 2024,201.3454,1.2908
24 Jul 2024,198.0006,1.2918
25 Jul 2024,197.841,1.2877
26 Jul 2024,197.3,1.2853
29 Jul 2024,197.8939,1.2847
30 Jul 2024,198.3196,1.2828
31 Jul 2024,193.2176,1.2844
01 Aug 2024,191.9579,1.2793
02 Aug 2024,187.8521,1.2807
05 Aug 2024,182.0135,1.2759
06 Aug 2024,183.6008,1.2706
07 Aug 2024,187.3612,1.2721
08 Aug 2024,187.2782,1.2715
09 Aug 2024,187.0427,1.2764
12 Aug 2024,189.0508,1.2785
13 Aug 2024,188.5137,1.2824
14 Aug 2024,188.6737,1.2856
15 Aug 2024,191.5472,1.2853
16 Aug 2024,190.7784,1.289
19 Aug 2024,190.0769,1.2986
20 Aug 2024,189.7306,1.3031
21 Aug 2024,190.2262,1.3061
22 Aug 2024,191.6044,1.3103
23 Aug 2024,191.5432,1.3189
27 Aug 2024,190.9143,1.3235
28 Aug 2024,190.9153,1.3213
29 Aug 2024,191.2086,1.3155
30 Aug 2024,191.3628,1.3144
02 Sep 2024,193.281,1.3152
03 Sep 2024,190.6101,1.3095
04 Sep 2024,189.6757,1.3161
05 Sep 2024,189.3562,1.3158
06 Sep 2024,187.4505,1.316
09 Sep 2024,186.676,1.3079
10 Sep 2024,186.3358,1.3057
11 Sep 2024,184.0777,1.3015
12 Sep 2024,186.3621,1.3079
13 Sep 2024,185.0115,1.3155
16 Sep 2024,185.3804,1.32
17 Sep 2024,186.8603,1.3188
18 Sep 2024,187.6099,1.3212
19 Sep 2024,189.3685,1.325
20 Sep 2024,191.7903,1.3281
23 Sep 2024,191.9468,1.335
24 Sep 2024,192.3736,1.339
25 Sep 2024,193.081,1.3375
26 Sep 2024,194.0137,1.3396
27 Sep 2024,191.5462,1.3408
30 Sep 2024,191.8457,1.3413
01 Oct 2024,190.8295,1.3289
02 Oct 2024,193.7157,1.3251
03 Oct 2024,192.3853,1.3108
04 Oct 2024,194.7272,1.3113
07 Oct 2024,193.8561,1.3079
08 Oct 2024,194.2019,1.3093
09 Oct 2024,194.9754,1.3072
10 Oct 2024,194.0508,1.3049
11 Oct 2024,195.1565,1.3075
14 Oct 2024,195.6601,1.3057
15 Oct 2024,195.4008,1.3094
16 Oct 2024,194.6862,1.3009
17 Oct 2024,195.008,1.2997
18 Oct 2024,195.0176,1.3036
21 Oct 2024,195.328,1.3002
22 Oct 2024,195.8825,1.2975
23 Oct 2024,198.1291,1.2948
24 Oct 2024,196.9154,1.2961
25 Oct 2024,197.5011,1.2991
28 Oct 2024,198.8807,1.2981
29 Oct 2024,199.6126,1.3005
30 Oct 2024,199.2776,1.3012
31 Oct 2024,195.8728,1.2856
01 Nov 2024,198.2091,1.296
04 Nov 2024,197.2971,1.2981
05 Nov 2024,197.6889,1.3002
06 Nov 2024,198.9559,1.289
07 Nov 2024,198.801,1.2996
08 Nov 2024,197.2151,1.2939
11 Nov 2024,198.0166,1.287
12 Nov 2024,197.228,1.2764
13 Nov 2024,197.2107,1.2724
14 Nov 2024,198.1798,1.2708
15 Nov 2024,195.6786,1.2629
18 Nov 2024,195.9137,1.264
19 Nov 2024,194.9903,1.2665
20 Nov 2024,196.8189,1.2653
21 Nov 2024,194.7196,1.2618
22 Nov 2024,194.0432,1.2527
25 Nov 2024,193.7561,1.2551
26 Nov 2024,192.8044,1.2563
27 Nov 2024,191.5621,1.2677
28 Nov 2024,192.1894,1.2682
29 Nov 2024,190.8563,1.2708
02 Dec 2024,189.2633,1.2629
03 Dec 2024,188.8537,1.2662
04 Dec 2024,191.122,1.2708
05 Dec 2024,191.6803,1.2757
06 Dec 2024,190.9805,1.2743
09 Dec 2024,193.244,1.2796
10 Dec 2024,193.7832,1.2738
11 Dec 2024,194.295,1.2744
12 Dec 2024,193.2484,1.269
13 Dec 2024,193.8407,1.2614
16 Dec 2024,195.746,1.2691
17 Dec 2024,195.1252,1.2711
18 Dec 2024,195.4962,1.2693
19 Dec 2024,197.9402,1.2551
20 Dec 2024,196.2651,1.2541
23 Dec 2024,196.7032,1.2519
24 Dec 2024,197.2949,1.2539
27 Dec 2024,198.1742,1.2577
30 Dec 2024,196.6558,1.2511
31 Dec 2024,196.9167,1.2529
02 Jan 2025,194.4917,1.2375
03 Jan 2025,195.2468,1.2404
06 Jan 2025,197.0385,1.2508
07 Jan 2025,197.3918,1.2498
08 Jan 2025,195.4894,1.2342
09 Jan 2025,194.3566,1.2303
10 Jan 2025,192.6898,1.223
13 Jan 2025,191.4104,1.2152
14 Jan 2025,192.7191,1.2201
15 Jan 2025,191.5864,1.2258
16 Jan 2025,190.1547,1.2235
17 Jan 2025,190.423,1.2198
20 Jan 2025,191.3819,1.2293
21 Jan 2025,191.0465,1.2299
22 Jan 2025,192.6597,1.2318
23 Jan 2025,192.4746,1.2324
24 Jan 2025,194.4133,1.2484
27 Jan 2025,192.5145,1.2473
28 Jan 2025,193.5849,1.2432
29 Jan 2025,192.7457,1.2434
30 Jan 2025,192.1601,1.2467
31 Jan 2025,192.3778,1.2426
03 Feb 2025,192.0369,1.2412
04 Feb 2025,192.9865,1.2477
05 Feb 2025,190.4426,1.2518
06 Feb 2025,188.3218,1.2414
07 Feb 2025,188.0869,1.2424
10 Feb 2025,187.8372,1.239
11 Feb 2025,189.1777,1.2406
12 Feb 2025,192.0369,1.2434
13 Feb 2025,191.771,1.2523
14 Feb 2025,191.9703,1.2618
17 Feb 2025,190.8183,1.2607
18 Feb 2025,191.3128,1.2615
19 Feb 2025,190.6441,1.259
20 Feb 2025,188.9956,1.2641
21 Feb 2025,189.0151,1.2638
24 Feb 2025,188.4178,1.2621
25 Feb 2025,188.647,1.2655
26 Feb 2025,189.7776,1.2695
27 Feb 2025,189.343,1.2628
28 Feb 2025,189.7375,1.2592
03 Mar 2025,190.7834,1.2699
04 Mar 2025,188.6726,1.2716
05 Mar 2025,191.6164,1.2868
06 Mar 2025,191.0962,1.2891
07 Mar 2025,190.6475,1.2924
10 Mar 2025,189.8815,1.2904
11 Mar 2025,190.947,1.2946
12 Mar 2025,192.3414,1.2968
13 Mar 2025,191.1811,1.2943
14 Mar 2025,191.8136,1.2915
17 Mar 2025,192.8987,1.2985
18 Mar 2025,194.1193,1.2985
19 Mar 2025,194.5374,1.2967
20 Mar 2025,193.0808,1.2972
21 Mar 2025,192.1003,1.2893
24 Mar 2025,194.5946,1.2911
25 Mar 2025,193.9082,1.2948
