"Title","CPI WEIGHTS 09.1.1.1 Equipment for the reception, recording and reproduction of sound"
"CDID","L8CA"
"Source dataset ID","MM23"
"PreUnit",""
"Unit",""
"Release date","22-07-2026"
"Next release","19 August 2026"
"Important notes",
"2015","1.2000"
"2016","1.2000"
"2017","0.9600"
"2018","1.2000"
"2019","1.2500"
"2020","1.0400"
"2021","1.8900"
"2022","1.6800"
"2023","1.5500"
"2024","0.9828"
"2025","1.1030"
"2026","0.7851"
