"Title","CPI WEIGHTS 08.2.0.2 Mobile telephone equipment"
"CDID","L8C3"
"Source dataset ID","MM23"
"PreUnit",""
"Unit",""
"Release date","19-08-2026"
"Next release","16 September 2026"
"Important notes",
"2015","0.9600"
"2016","1.0000"
"2017","0.9600"
"2018","1.1500"
"2019","1.1500"
"2020","1.2000"
"2021","1.1500"
"2022","2.5300"
"2023","4.6200"
"2024","3.3527"
"2025","3.5427"
"2026","4.2349"
