"Title","CPI WEIGHTS 09.3.1.1 Games and hobbies"
"CDID","L8CT"
"Source dataset ID","MM23"
"PreUnit",""
"Unit",""
"Release date","22-07-2026"
"Next release","19 August 2026"
"Important notes",
"2015","8.3600"
"2016","8.8000"
"2017","9.2400"
"2018","9.2400"
"2019","9.9000"
"2020","9.2000"
"2021","12.9600"
"2022","5.7600"
"2023","4.7000"
"2024","4.7695"
"2025","4.8894"
"2026","4.5684"
