"Title","CPI WEIGHTS 09.1.4.9 Other recording media"
"CDID","L8CM"
"Source dataset ID","MM23"
"PreUnit",""
"Unit",""
"Release date","19-08-2026"
"Next release","16 September 2026"
"Important notes",
"2015","0.2100"
"2016","0.2100"
"2017","0.2800"
"2018","0.2800"
"2019","0.2800"
"2020","0.3600"
"2021","0.4000"
"2022","0.4500"
"2023","0.1500"
"2024","0.2144"
"2025","0.2257"
"2026","0.2240"
