"Title","CPI WEIGHTS 09.1.3.2 Accessories for information processing equipment"
"CDID","L8CI"
"Source dataset ID","MM23"
"PreUnit",""
"Unit",""
"Release date","22-07-2026"
"Next release","19 August 2026"
"Important notes",
"2015","2.5600"
"2016","2.2400"
"2017","2.2400"
"2018","1.9200"
"2019","2.6400"
"2020","3.2400"
"2021","3.2400"
"2022","1.6500"
"2023","1.2800"
"2024","1.8230"
"2025","1.9285"
"2026","2.0320"
