"Title","CPI WEIGHTS 12.1.2.1 Electric appliances for personal care"
"CDID","L8UI"
"Source dataset ID","MM23"
"PreUnit",""
"Unit",""
"Release date","19-08-2026"
"Next release","16 September 2026"
"Important notes",
"2015","2.0700"
"2016","1.9200"
"2017","1.2000"
"2018","1.1500"
"2019","1.2000"
"2020","1.3200"
"2021","2.7500"
"2022","1.1500"
"2023","1.1400"
"2024","0.7654"
"2025","1.0244"
"2026","1.0811"
