series_group,file,retrieved_at_utc,source_url,sha256,bytes
WTO monthly manufactures EPI: China,wto_china_manufactures_export.json,2026-07-29T22:09:05.632429+00:00,https://api.db.nomics.world/v22/series/WTO/ITS_MTP_MXPM/156.MA.M?observations=1,5b507a93c58f5576542ef6a7b1c87e920afd703074e31a6e036635cdb39f04d7,10044
WTO monthly manufactures EPI: Chinese Taipei,wto_taiwan_manufactures_export.json,2026-07-29T22:09:05.879892+00:00,https://api.db.nomics.world/v22/series/WTO/ITS_MTP_MXPM/158.MA.M?observations=1,1a7a101d253f27ae4d9352d13f6556c005c8380875438d5598f1b518df82f51b,9868
WTO monthly manufactures EPI: Japan,wto_japan_manufactures_export.json,2026-07-29T22:09:06.100464+00:00,https://api.db.nomics.world/v22/series/WTO/ITS_MTP_MXPM/392.MA.M?observations=1,077550c6993aa21c71be7574cd8698ad2280b216ef24a93e3539960603e1efdf,9848
WTO monthly manufactures EPI: South Korea,wto_korea_manufactures_export.json,2026-07-29T22:09:06.350767+00:00,https://api.db.nomics.world/v22/series/WTO/ITS_MTP_MXPM/410.MA.M?observations=1,ee244b853389b91eb13124024fd68da960f72de3872d25de88791673960f2ca2,9811
WTO monthly manufactures EPI: Singapore,wto_singapore_manufactures_export.json,2026-07-29T22:09:06.568283+00:00,https://api.db.nomics.world/v22/series/WTO/ITS_MTP_MXPM/702.MA.M?observations=1,4d8e38631fb3b92017fb9fa032ba4f543b21f1eebb7b29dd89bfdede392b4c92,7933
