target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts,mae,rmse,bias,benchmark_mae,benchmark_rmse,mae_ratio,rmse_ratio,direction_accuracy,dm_loss_gain_z,dm_two_sided_p,clark_west_z,clark_west_one_sided_p,clark_west_fdr_q
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar1,post_2022,m2_tech,m0_ar,42,3.723893593657606,4.761628422443016,0.4972242417768373,3.711391618427947,4.620326646544135,1.0033685411066793,1.0305826377025897,0.6666666666666666,-0.9659244140589462,0.3340820047944444,-0.6214981309898886,0.732864038076583,0.9771520507687773
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar1,ex_pandemic,m1_controls,m0_ar,42,3.639662589991643,4.723639179825561,0.5604415943583405,3.711391618427947,4.620326646544135,0.980673279510534,1.0223604392470174,0.7380952380952381,-0.7256181052317151,0.468072918776528,-0.33018850737180444,0.6293712349377254,0.8391616465836339
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar1,ex_pandemic,m2_tech,m1_controls,42,3.723893593657606,4.761628422443016,0.4972242417768373,3.639662589991643,4.723639179825561,1.0231425308207365,1.0080423675838122,0.6666666666666666,-1.5832545131080875,0.11336346601198931,-1.24071809183173,0.8926450457567171,0.9485609663623095
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar1,ex_pandemic,m2_tech,m0_ar,42,3.723893593657606,4.761628422443016,0.4972242417768373,3.711391618427947,4.620326646544135,1.0033685411066793,1.0305826377025897,0.6666666666666666,-0.9659244140589462,0.3340820047944444,-0.6214981309898886,0.732864038076583,0.9771520507687773
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,full,m1_controls,m0_ar,61,5.789287098928693,7.514811532813533,-2.8340964426222737,3.7582796130830483,4.691521360764616,1.540408829288659,1.601785637311642,0.6721311475409836,-2.8130435153743067,0.004907500949808254,-2.23248690636504,0.987208600168312,0.987208600168312
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,full,m2_tech,m1_controls,61,6.7132892571039084,8.90284685776079,-3.7841176084880246,5.789287098928693,7.514811532813533,1.1596055166008614,1.1847066049343196,0.6721311475409836,-2.4821960973662196,0.013057539523208877,-2.4917011159048377,0.9936433515458234,0.9936433515458234
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,full,m2_tech,m0_ar,61,6.7132892571039084,8.90284685776079,-3.7841176084880246,3.7582796130830483,4.691521360764616,1.7862665762638035,1.8976460242120308,0.6721311475409836,-2.7469648356167067,0.00601495831394923,-2.2752611938795204,0.9885548670597767,0.9885548670597767
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,pandemic_2020_2022,m1_controls,m0_ar,19,10.35152624254081,11.127659028069885,-10.35152624254081,3.8884754760753184,4.511950426839484,2.6621040318322184,2.4662635834553153,0.5789473684210527,-5.507119558872642,3.6475255048858064e-08,-3.1365179384924486,0.9991451651118817,0.9991451651118817
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,pandemic_2020_2022,m2_tech,m1_controls,19,13.202516905111104,13.977132451048343,-13.202516905111104,10.35152624254081,11.127659028069885,1.2754174211387121,1.2560712379657364,0.5263157894736842,-4.069946836493064,4.702386720885928e-05,-4.1238526518775735,0.9999813706352216,0.9999813706352216
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,pandemic_2020_2022,m2_tech,m0_ar,19,13.202516905111104,13.977132451048343,-13.202516905111104,3.8884754760753184,4.511950426839484,3.3952938590824164,3.0978027524205305,0.5263157894736842,-5.23946303198045,1.610445020419511e-07,-3.1107425337392343,0.999066912129124,0.9993151195390666
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,post_2022,m1_controls,m0_ar,42,3.725417010151782,5.099357619070933,0.566645609721827,3.699381484586545,4.770535801389579,1.0070378050151665,1.0689276490883002,0.7142857142857143,-1.0169823486336724,0.30916182651114943,-0.5325968993460476,0.7028436755170314,0.9371249006893753
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,post_2022,m2_tech,m1_controls,42,3.777686273481604,5.1710209294278275,0.4765868352224164,3.725417010151782,5.099357619070933,1.0140304463063834,1.0140533996064296,0.7380952380952381,-1.070145919361509,0.2845536326352539,-1.0028842355562113,0.8420416401823425,0.97572453332906
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,post_2022,m2_tech,m0_ar,42,3.777686273481604,5.1710209294278275,0.4765868352224164,3.699381484586545,4.770535801389579,1.02116699486693,1.0839497164912992,0.7380952380952381,-1.079899038529151,0.2801871414781184,-0.6758914285524087,0.750445209910438,0.9834534843897588
