date,year,component_id,component_label,country,value,net_mass
2015-01-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1314416.0,162520.0
2015-02-01,2015,L7GQ,Portable sound and vision devices,China,21122697.0,2475359.0
2015-02-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,8135038.0,477788.0
2015-02-01,2015,L7GQ,Portable sound and vision devices,Japan,1786523.0,29304.0
2015-02-01,2015,L7GQ,Portable sound and vision devices,South Korea,1642614.0,145328.0
2015-02-01,2015,L7GQ,Portable sound and vision devices,Taiwan,960392.0,66348.0
2015-03-01,2015,L7GQ,Portable sound and vision devices,China,20000033.0,2256267.0
2015-03-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,8952194.0,519808.0
2015-03-01,2015,L7GQ,Portable sound and vision devices,Japan,1848638.0,27332.0
2015-03-01,2015,L7GQ,Portable sound and vision devices,South Korea,1527028.0,114968.0
2015-03-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1072140.0,113789.0
2015-04-01,2015,L7GQ,Portable sound and vision devices,China,15240190.0,1347285.0
2015-04-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,9053922.0,512657.0
2015-04-01,2015,L7GQ,Portable sound and vision devices,Japan,2143897.0,38447.0
2015-04-01,2015,L7GQ,Portable sound and vision devices,South Korea,2230006.0,151899.0
2015-04-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1175049.0,141443.0
2015-05-01,2015,L7GQ,Portable sound and vision devices,China,25350646.0,2576841.0
2015-05-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,8402973.0,573189.0
2015-05-01,2015,L7GQ,Portable sound and vision devices,Japan,2637875.0,43360.0
2015-05-01,2015,L7GQ,Portable sound and vision devices,South Korea,1370689.0,112159.0
2015-05-01,2015,L7GQ,Portable sound and vision devices,Taiwan,999833.0,83598.0
2015-06-01,2015,L7GQ,Portable sound and vision devices,China,21910081.0,2245571.0
2015-06-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,8370159.0,463415.0
2015-06-01,2015,L7GQ,Portable sound and vision devices,Japan,1714799.0,39208.0
2015-06-01,2015,L7GQ,Portable sound and vision devices,South Korea,1762177.0,125998.0
2015-06-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1192150.0,97661.0
2015-07-01,2015,L7GQ,Portable sound and vision devices,China,27587118.0,2627369.0
2015-07-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,13251132.0,660322.0
2015-07-01,2015,L7GQ,Portable sound and vision devices,Japan,1273211.0,26407.0
2015-07-01,2015,L7GQ,Portable sound and vision devices,South Korea,792977.0,59168.0
2015-07-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1583496.0,117363.0
2015-08-01,2015,L7GQ,Portable sound and vision devices,China,24397510.0,2432447.0
2015-08-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,9222428.0,507941.0
2015-08-01,2015,L7GQ,Portable sound and vision devices,Japan,1674583.0,40090.0
2015-08-01,2015,L7GQ,Portable sound and vision devices,South Korea,725766.0,50011.0
2015-08-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1900508.0,140683.0
2015-09-01,2015,L7GQ,Portable sound and vision devices,China,29421501.0,2712218.0
2015-09-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,12116766.0,653524.0
2015-09-01,2015,L7GQ,Portable sound and vision devices,Japan,902940.0,15045.0
2015-09-01,2015,L7GQ,Portable sound and vision devices,South Korea,1298156.0,90162.0
2015-09-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1481614.0,97585.0
2015-10-01,2015,L7GQ,Portable sound and vision devices,China,42454476.0,3757804.0
2015-10-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,15582073.0,816971.0
2015-10-01,2015,L7GQ,Portable sound and vision devices,Japan,1085176.0,29050.0
2015-10-01,2015,L7GQ,Portable sound and vision devices,South Korea,2541523.0,192121.0
2015-10-01,2015,L7GQ,Portable sound and vision devices,Taiwan,986902.0,50439.0
2015-11-01,2015,L7GQ,Portable sound and vision devices,China,44860315.0,3858577.0
2015-11-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,14781337.0,697857.0
2015-11-01,2015,L7GQ,Portable sound and vision devices,Japan,1329615.0,17048.0
2015-11-01,2015,L7GQ,Portable sound and vision devices,South Korea,3138603.0,276756.0
2015-11-01,2015,L7GQ,Portable sound and vision devices,Taiwan,1330550.0,77410.0
2015-12-01,2015,L7GQ,Portable sound and vision devices,China,32753624.0,2946616.0
2015-12-01,2015,L7GQ,Portable sound and vision devices,Hong Kong,12211029.0,542898.0
2015-12-01,2015,L7GQ,Portable sound and vision devices,Japan,1109755.0,17094.0
2015-12-01,2015,L7GQ,Portable sound and vision devices,South Korea,2937877.0,297395.0
2015-12-01,2015,L7GQ,Portable sound and vision devices,Taiwan,783802.0,41127.0
2016-01-01,2016,L7GQ,Portable sound and vision devices,China,24149893.0,2517877.0
2016-01-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,10488408.0,607321.0
2016-01-01,2016,L7GQ,Portable sound and vision devices,Japan,1150710.0,18009.0
2016-01-01,2016,L7GQ,Portable sound and vision devices,South Korea,1692654.0,137723.0
2016-01-01,2016,L7GQ,Portable sound and vision devices,Taiwan,2325960.0,204871.0
2016-02-01,2016,L7GQ,Portable sound and vision devices,China,23033063.0,1939781.0
2016-02-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,7093388.0,410755.0
2016-02-01,2016,L7GQ,Portable sound and vision devices,Japan,1730361.0,13354.0
2016-02-01,2016,L7GQ,Portable sound and vision devices,South Korea,1517381.0,95175.0
2016-02-01,2016,L7GQ,Portable sound and vision devices,Taiwan,2001405.0,132709.0
2016-03-01,2016,L7GQ,Portable sound and vision devices,China,20239160.0,1745142.0
2016-03-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,8270670.0,431619.0
2016-03-01,2016,L7GQ,Portable sound and vision devices,Japan,1715515.0,20764.0
2016-03-01,2016,L7GQ,Portable sound and vision devices,South Korea,1566589.0,105016.0
2016-03-01,2016,L7GQ,Portable sound and vision devices,Taiwan,1467155.0,52231.0
2016-04-01,2016,L7GQ,Portable sound and vision devices,China,25386450.0,2027168.0
2016-04-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,8629792.0,641379.0
2016-04-01,2016,L7GQ,Portable sound and vision devices,Japan,1871804.0,19191.0
2016-04-01,2016,L7GQ,Portable sound and vision devices,South Korea,1555960.0,120705.0
2016-04-01,2016,L7GQ,Portable sound and vision devices,Taiwan,2027081.0,114788.0
2016-05-01,2016,L7GQ,Portable sound and vision devices,China,25892669.0,2162191.0
2016-05-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,10235133.0,420932.0
2016-05-01,2016,L7GQ,Portable sound and vision devices,Japan,1390919.0,25684.0
2016-05-01,2016,L7GQ,Portable sound and vision devices,South Korea,2258615.0,182385.0
2016-05-01,2016,L7GQ,Portable sound and vision devices,Taiwan,2004368.0,140575.0
2016-06-01,2016,L7GQ,Portable sound and vision devices,China,27081304.0,2349027.0
2016-06-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,8625079.0,476430.0
2016-06-01,2016,L7GQ,Portable sound and vision devices,Japan,1698132.0,30764.0
2016-06-01,2016,L7GQ,Portable sound and vision devices,South Korea,938059.0,85861.0
2016-06-01,2016,L7GQ,Portable sound and vision devices,Taiwan,2336701.0,153796.0
2016-07-01,2016,L7GQ,Portable sound and vision devices,China,24329863.0,2195911.0
2016-07-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,10098882.0,495409.0
2016-07-01,2016,L7GQ,Portable sound and vision devices,Japan,1651204.0,31934.0
2016-07-01,2016,L7GQ,Portable sound and vision devices,South Korea,593938.0,38599.0
2016-07-01,2016,L7GQ,Portable sound and vision devices,Taiwan,1703018.0,131878.0
2016-08-01,2016,L7GQ,Portable sound and vision devices,China,27097846.0,2109563.0
2016-08-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,12153894.0,504817.0
2016-08-01,2016,L7GQ,Portable sound and vision devices,Japan,2111926.0,33681.0
2016-08-01,2016,L7GQ,Portable sound and vision devices,South Korea,790191.0,65752.0
2016-08-01,2016,L7GQ,Portable sound and vision devices,Taiwan,852655.0,35712.0
2016-09-01,2016,L7GQ,Portable sound and vision devices,China,31811196.0,2606097.0
2016-09-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,14733870.0,637804.0
2016-09-01,2016,L7GQ,Portable sound and vision devices,Japan,2127963.0,53532.0
2016-09-01,2016,L7GQ,Portable sound and vision devices,South Korea,593410.0,65417.0
2016-09-01,2016,L7GQ,Portable sound and vision devices,Taiwan,1874824.0,117934.0
2016-10-01,2016,L7GQ,Portable sound and vision devices,China,40603136.0,3361387.0
2016-10-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,13068463.0,620077.0
2016-10-01,2016,L7GQ,Portable sound and vision devices,Japan,1809523.0,44308.0
2016-10-01,2016,L7GQ,Portable sound and vision devices,South Korea,1501716.0,154651.0
2016-10-01,2016,L7GQ,Portable sound and vision devices,Taiwan,3115357.0,160935.0
2016-11-01,2016,L7GQ,Portable sound and vision devices,China,48688828.0,3753729.0
2016-11-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,23421227.0,794105.0
2016-11-01,2016,L7GQ,Portable sound and vision devices,Japan,1087490.0,15528.0
2016-11-01,2016,L7GQ,Portable sound and vision devices,South Korea,916506.0,71905.0
2016-11-01,2016,L7GQ,Portable sound and vision devices,Taiwan,1582765.0,160865.0
2016-12-01,2016,L7GQ,Portable sound and vision devices,China,43962752.0,3605263.0
2016-12-01,2016,L7GQ,Portable sound and vision devices,Hong Kong,20796023.0,754577.0
2016-12-01,2016,L7GQ,Portable sound and vision devices,Japan,1212425.0,16578.0
2016-12-01,2016,L7GQ,Portable sound and vision devices,South Korea,1568338.0,123809.0
2016-12-01,2016,L7GQ,Portable sound and vision devices,Taiwan,1149103.0,43211.0
2017-01-01,2017,L7GQ,Portable sound and vision devices,China,28176705.0,2251296.0
2017-01-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,13780260.0,637473.0
2017-01-01,2017,L7GQ,Portable sound and vision devices,Japan,1151719.0,12591.0
2017-01-01,2017,L7GQ,Portable sound and vision devices,South Korea,1783036.0,194136.0
2017-01-01,2017,L7GQ,Portable sound and vision devices,Taiwan,2558063.0,164571.0
2017-02-01,2017,L7GQ,Portable sound and vision devices,China,20513315.0,1745331.0
2017-02-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,9041673.0,386577.0
2017-02-01,2017,L7GQ,Portable sound and vision devices,Japan,1390390.0,48003.0
2017-02-01,2017,L7GQ,Portable sound and vision devices,South Korea,1298836.0,133728.0
2017-02-01,2017,L7GQ,Portable sound and vision devices,Taiwan,1576480.0,88612.0
2017-03-01,2017,L7GQ,Portable sound and vision devices,China,18614257.0,1382725.0
2017-03-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,9852249.0,415962.0
2017-03-01,2017,L7GQ,Portable sound and vision devices,Japan,1471291.0,17925.0
2017-03-01,2017,L7GQ,Portable sound and vision devices,South Korea,1544097.0,229065.0
2017-03-01,2017,L7GQ,Portable sound and vision devices,Taiwan,957282.0,56058.0
2017-04-01,2017,L7GQ,Portable sound and vision devices,China,22644589.0,1698350.0
2017-04-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,8493652.0,300684.0
2017-04-01,2017,L7GQ,Portable sound and vision devices,Japan,1396185.0,12195.0
2017-04-01,2017,L7GQ,Portable sound and vision devices,South Korea,1058155.0,59731.0
2017-04-01,2017,L7GQ,Portable sound and vision devices,Taiwan,2111439.0,113962.0
2017-05-01,2017,L7GQ,Portable sound and vision devices,China,31242087.0,2465821.0
2017-05-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,10972258.0,370321.0
2017-05-01,2017,L7GQ,Portable sound and vision devices,Japan,1796961.0,27887.0
2017-05-01,2017,L7GQ,Portable sound and vision devices,South Korea,1081477.0,70977.0
2017-05-01,2017,L7GQ,Portable sound and vision devices,Taiwan,2461115.0,123419.0
2017-06-01,2017,L7GQ,Portable sound and vision devices,China,28029614.0,2232780.0
2017-06-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,8921677.0,389102.0
2017-06-01,2017,L7GQ,Portable sound and vision devices,Japan,1862288.0,95518.0
2017-06-01,2017,L7GQ,Portable sound and vision devices,South Korea,1250960.0,95687.0
2017-06-01,2017,L7GQ,Portable sound and vision devices,Taiwan,2243075.0,88842.0
2017-07-01,2017,L7GQ,Portable sound and vision devices,China,22510687.0,1890726.0
2017-07-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,7086202.0,330222.0
2017-07-01,2017,L7GQ,Portable sound and vision devices,Japan,1775694.0,76330.0
2017-07-01,2017,L7GQ,Portable sound and vision devices,South Korea,636817.0,44665.0
2017-07-01,2017,L7GQ,Portable sound and vision devices,Taiwan,1938557.0,125544.0
2017-08-01,2017,L7GQ,Portable sound and vision devices,China,31658353.0,2553903.0
2017-08-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,8347396.0,324448.0
2017-08-01,2017,L7GQ,Portable sound and vision devices,Japan,1636290.0,55816.0
2017-08-01,2017,L7GQ,Portable sound and vision devices,South Korea,266539.0,4256.0
2017-08-01,2017,L7GQ,Portable sound and vision devices,Taiwan,1719216.0,100642.0
2017-09-01,2017,L7GQ,Portable sound and vision devices,China,30271110.0,2330444.0
2017-09-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,9053037.0,377814.0
2017-09-01,2017,L7GQ,Portable sound and vision devices,Japan,935341.0,7971.0
2017-09-01,2017,L7GQ,Portable sound and vision devices,South Korea,251013.0,5749.0
2017-09-01,2017,L7GQ,Portable sound and vision devices,Taiwan,1041822.0,50438.0
2017-10-01,2017,L7GQ,Portable sound and vision devices,China,43429292.0,3495456.0
2017-10-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,11350313.0,606995.0
2017-10-01,2017,L7GQ,Portable sound and vision devices,Japan,1521258.0,27594.0
2017-10-01,2017,L7GQ,Portable sound and vision devices,South Korea,341936.0,8677.0
2017-10-01,2017,L7GQ,Portable sound and vision devices,Taiwan,2053426.0,86767.0
2017-11-01,2017,L7GQ,Portable sound and vision devices,China,50195548.0,4072226.0
2017-11-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,21870077.0,858980.0
2017-11-01,2017,L7GQ,Portable sound and vision devices,Japan,725892.0,15344.0
2017-11-01,2017,L7GQ,Portable sound and vision devices,South Korea,540788.0,18658.0
2017-11-01,2017,L7GQ,Portable sound and vision devices,Taiwan,1264266.0,49253.0
2017-12-01,2017,L7GQ,Portable sound and vision devices,China,32933906.0,2997236.0
2017-12-01,2017,L7GQ,Portable sound and vision devices,Hong Kong,14101209.0,667940.0
2017-12-01,2017,L7GQ,Portable sound and vision devices,Japan,1136673.0,28835.0
2017-12-01,2017,L7GQ,Portable sound and vision devices,South Korea,368225.0,3894.0
2017-12-01,2017,L7GQ,Portable sound and vision devices,Taiwan,1249212.0,55149.0
2018-01-01,2018,L7GQ,Portable sound and vision devices,China,29479823.0,2298359.0
2018-01-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,9843272.0,446270.0
2018-01-01,2018,L7GQ,Portable sound and vision devices,Japan,1801813.0,32848.0
2018-01-01,2018,L7GQ,Portable sound and vision devices,South Korea,313532.0,6056.0
2018-01-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1568395.0,68238.0
2018-02-01,2018,L7GQ,Portable sound and vision devices,China,20998739.0,2733457.0
2018-02-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,6429154.0,349156.0
2018-02-01,2018,L7GQ,Portable sound and vision devices,Japan,1385224.0,24439.0
2018-02-01,2018,L7GQ,Portable sound and vision devices,South Korea,102101.0,3149.0
2018-02-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1290660.0,57722.0
2018-03-01,2018,L7GQ,Portable sound and vision devices,China,23808383.0,1896762.0
2018-03-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,5867944.0,334727.0
2018-03-01,2018,L7GQ,Portable sound and vision devices,Japan,1000807.0,8580.0
2018-03-01,2018,L7GQ,Portable sound and vision devices,South Korea,151834.0,9758.0
2018-03-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1162586.0,44697.0
2018-04-01,2018,L7GQ,Portable sound and vision devices,China,21861904.0,1673290.0
2018-04-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,6080143.0,242809.0
2018-04-01,2018,L7GQ,Portable sound and vision devices,Japan,524662.0,7731.0
2018-04-01,2018,L7GQ,Portable sound and vision devices,South Korea,209489.0,7308.0
2018-04-01,2018,L7GQ,Portable sound and vision devices,Taiwan,993578.0,30945.0
2018-05-01,2018,L7GQ,Portable sound and vision devices,China,23427561.0,2037956.0
2018-05-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,8987261.0,380849.0
2018-05-01,2018,L7GQ,Portable sound and vision devices,Japan,479262.0,6165.0
2018-05-01,2018,L7GQ,Portable sound and vision devices,South Korea,301003.0,6764.0
2018-05-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1611902.0,72955.0
2018-06-01,2018,L7GQ,Portable sound and vision devices,China,24826646.0,1876230.0
2018-06-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,8867242.0,388053.0
2018-06-01,2018,L7GQ,Portable sound and vision devices,Japan,671641.0,6875.0
2018-06-01,2018,L7GQ,Portable sound and vision devices,South Korea,303807.0,6491.0
2018-06-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1178575.0,51595.0
2018-07-01,2018,L7GQ,Portable sound and vision devices,China,26187301.0,2009088.0
2018-07-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,11500045.0,562358.0
2018-07-01,2018,L7GQ,Portable sound and vision devices,Japan,589781.0,12510.0
2018-07-01,2018,L7GQ,Portable sound and vision devices,South Korea,414628.0,16847.0
2018-07-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1228020.0,62015.0
2018-08-01,2018,L7GQ,Portable sound and vision devices,China,29971824.0,2135469.0
2018-08-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,7825659.0,348965.0
2018-08-01,2018,L7GQ,Portable sound and vision devices,Japan,452415.0,6720.0
2018-08-01,2018,L7GQ,Portable sound and vision devices,South Korea,359637.0,7832.0
2018-08-01,2018,L7GQ,Portable sound and vision devices,Taiwan,923389.0,38215.0
2018-09-01,2018,L7GQ,Portable sound and vision devices,China,31400233.0,2245299.0
2018-09-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,8004936.0,353875.0
2018-09-01,2018,L7GQ,Portable sound and vision devices,Japan,681732.0,11883.0
2018-09-01,2018,L7GQ,Portable sound and vision devices,South Korea,291303.0,6007.0
2018-09-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1650720.0,64050.0
2018-10-01,2018,L7GQ,Portable sound and vision devices,China,49781196.0,4299967.0
2018-10-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,12816834.0,546169.0
2018-10-01,2018,L7GQ,Portable sound and vision devices,Japan,517503.0,10433.0
2018-10-01,2018,L7GQ,Portable sound and vision devices,South Korea,366474.0,5162.0
2018-10-01,2018,L7GQ,Portable sound and vision devices,Taiwan,2139123.0,108657.0
2018-11-01,2018,L7GQ,Portable sound and vision devices,China,51170753.0,3645357.0
2018-11-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,15673644.0,521937.0
2018-11-01,2018,L7GQ,Portable sound and vision devices,Japan,455378.0,4731.0
2018-11-01,2018,L7GQ,Portable sound and vision devices,South Korea,868013.0,48305.0
2018-11-01,2018,L7GQ,Portable sound and vision devices,Taiwan,1049927.0,29100.0
2018-12-01,2018,L7GQ,Portable sound and vision devices,China,31096139.0,2304077.0
2018-12-01,2018,L7GQ,Portable sound and vision devices,Hong Kong,9944238.0,415182.0
2018-12-01,2018,L7GQ,Portable sound and vision devices,Japan,471805.0,12461.0
2018-12-01,2018,L7GQ,Portable sound and vision devices,South Korea,357429.0,21283.0
2018-12-01,2018,L7GQ,Portable sound and vision devices,Taiwan,629499.0,26651.0
2019-01-01,2019,L7GQ,Portable sound and vision devices,China,30753879.0,2523777.0
2019-01-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,11767333.0,815058.0
2019-01-01,2019,L7GQ,Portable sound and vision devices,Japan,532040.0,8725.0
2019-01-01,2019,L7GQ,Portable sound and vision devices,South Korea,305443.0,8130.0
2019-01-01,2019,L7GQ,Portable sound and vision devices,Taiwan,2291121.0,129835.0
2019-02-01,2019,L7GQ,Portable sound and vision devices,China,23931546.0,1871742.0
2019-02-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,6232923.0,265440.0
2019-02-01,2019,L7GQ,Portable sound and vision devices,Japan,380995.0,5503.0
2019-02-01,2019,L7GQ,Portable sound and vision devices,South Korea,357008.0,7745.0
2019-02-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1159494.0,53923.0
2019-03-01,2019,L7GQ,Portable sound and vision devices,China,20704303.0,1526416.0
2019-03-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,10401216.0,308711.0
2019-03-01,2019,L7GQ,Portable sound and vision devices,Japan,453296.0,6287.0
2019-03-01,2019,L7GQ,Portable sound and vision devices,South Korea,195590.0,4491.0
2019-03-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1404154.0,60685.0
2019-04-01,2019,L7GQ,Portable sound and vision devices,China,18287883.0,1386417.0
2019-04-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,8588649.0,350017.0
2019-04-01,2019,L7GQ,Portable sound and vision devices,Japan,1529106.0,88854.0
2019-04-01,2019,L7GQ,Portable sound and vision devices,South Korea,593521.0,26364.0
2019-04-01,2019,L7GQ,Portable sound and vision devices,Taiwan,994935.0,57497.0
2019-05-01,2019,L7GQ,Portable sound and vision devices,China,24083767.0,1786991.0
2019-05-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,8127095.0,361598.0
2019-05-01,2019,L7GQ,Portable sound and vision devices,Japan,1129500.0,40761.0
2019-05-01,2019,L7GQ,Portable sound and vision devices,South Korea,223132.0,9148.0
2019-05-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1685747.0,55108.0
2019-06-01,2019,L7GQ,Portable sound and vision devices,China,25562037.0,1577069.0
2019-06-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,8261052.0,304999.0
2019-06-01,2019,L7GQ,Portable sound and vision devices,Japan,1053986.0,46279.0
2019-06-01,2019,L7GQ,Portable sound and vision devices,South Korea,193790.0,4539.0
2019-06-01,2019,L7GQ,Portable sound and vision devices,Taiwan,929872.0,31287.0
2019-07-01,2019,L7GQ,Portable sound and vision devices,China,33135106.0,2012170.0
2019-07-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,8850310.0,407773.0
2019-07-01,2019,L7GQ,Portable sound and vision devices,Japan,771260.0,123473.0
2019-07-01,2019,L7GQ,Portable sound and vision devices,South Korea,225119.0,6004.0
2019-07-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1244662.0,46678.0
2019-08-01,2019,L7GQ,Portable sound and vision devices,China,31781586.0,2033776.0
2019-08-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,6752737.0,296374.0
2019-08-01,2019,L7GQ,Portable sound and vision devices,Japan,430821.0,8895.0
2019-08-01,2019,L7GQ,Portable sound and vision devices,South Korea,298122.0,4624.0
2019-08-01,2019,L7GQ,Portable sound and vision devices,Taiwan,758181.0,27657.0
2019-09-01,2019,L7GQ,Portable sound and vision devices,China,38070538.0,2550215.0
2019-09-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,8250702.0,338703.0
2019-09-01,2019,L7GQ,Portable sound and vision devices,Japan,385720.0,8926.0
2019-09-01,2019,L7GQ,Portable sound and vision devices,South Korea,600806.0,22069.0
2019-09-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1038554.0,29100.0
2019-10-01,2019,L7GQ,Portable sound and vision devices,China,51233746.0,3052663.0
2019-10-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,10287603.0,357868.0
2019-10-01,2019,L7GQ,Portable sound and vision devices,Japan,617245.0,11228.0
2019-10-01,2019,L7GQ,Portable sound and vision devices,South Korea,467519.0,18235.0
2019-10-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1524256.0,70356.0
2019-11-01,2019,L7GQ,Portable sound and vision devices,China,38411275.0,2894334.0
2019-11-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,10582996.0,436544.0
2019-11-01,2019,L7GQ,Portable sound and vision devices,Japan,467132.0,3774.0
2019-11-01,2019,L7GQ,Portable sound and vision devices,South Korea,536746.0,17076.0
2019-11-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1631298.0,69326.0
2019-12-01,2019,L7GQ,Portable sound and vision devices,China,24771884.0,1780052.0
2019-12-01,2019,L7GQ,Portable sound and vision devices,Hong Kong,8292407.0,323817.0
2019-12-01,2019,L7GQ,Portable sound and vision devices,Japan,544764.0,5154.0
2019-12-01,2019,L7GQ,Portable sound and vision devices,South Korea,230598.0,22774.0
2019-12-01,2019,L7GQ,Portable sound and vision devices,Taiwan,1141302.0,32269.0
2020-01-01,2020,L7GQ,Portable sound and vision devices,China,24468205.0,1904169.0
2020-01-01,2020,L7GQ,Portable sound and vision devices,Hong Kong,8983829.0,367067.0
2020-01-01,2020,L7GQ,Portable sound and vision devices,Japan,333278.0,17382.0
2020-01-01,2020,L7GQ,Portable sound and vision devices,South Korea,477448.0,20934.0
2020-01-01,2020,L7GQ,Portable sound and vision devices,Taiwan,1461605.0,47319.0
2020-02-01,2020,L7GQ,Portable sound and vision devices,China,19369913.0,1485460.0
2020-02-01,2020,L7GQ,Portable sound and vision devices,Hong Kong,4685720.0,192629.0
2020-02-01,2020,L7GQ,Portable sound and vision devices,Japan,332830.0,5918.0
2020-02-01,2020,L7GQ,Portable sound and vision devices,South Korea,247164.0,2353.0
2020-02-01,2020,L7GQ,Portable sound and vision devices,Taiwan,1321360.0,39434.0
2020-03-01,2020,L7GQ,Portable sound and vision devices,China,12000957.0,804802.0
2020-03-01,2020,L7GQ,Portable sound and vision devices,Hong Kong,4660583.0,199293.0
2020-03-01,2020,L7GQ,Portable sound and vision devices,Japan,481568.0,8348.0
2020-03-01,2020,L7GQ,Portable sound and vision devices,South Korea,551608.0,12718.0
2020-03-01,2020,L7GQ,Portable sound and vision devices,Taiwan,523879.0,7641.0
2020-04-01,2020,L7GQ,Portable sound and vision devices,China,14581610.0,849495.0
2020-04-01,2020,L7GQ,Portable sound and vision devices,Hong Kong,4960518.0,207517.0
2020-04-01,2020,L7GQ,Portable sound and vision devices,Japan,326124.0,7892.0
2020-04-01,2020,L7GQ,Portable sound and vision devices,South Korea,245384.0,12794.0
2020-04-01,2020,L7GQ,Portable sound and vision devices,Taiwan,1181014.0,52563.0
2020-05-01,2020,L7GQ,Portable sound and vision devices,China,16490623.0,1057694.0
2020-05-01,2020,L7GQ,Portable sound and vision devices,Hong Kong,5263673.0,224827.0
2020-05-01,2020,L7GQ,Portable sound and vision devices,Japan,461760.0,5488.0
2020-05-01,2020,L7GQ,Portable sound and vision devices,South Korea,512471.0,15385.0
2020-05-01,2020,L7GQ,Portable sound and vision devices,Taiwan,586011.0,12180.0
2020-06-01,2020,L7GQ,Portable sound and vision devices,China,24084978.0,1525399.0
2020-06-01,2020,L7GQ,Portable sound and vision devices,Hong Kong,8876431.0,376622.0
2020-06-01,2020,L7GQ,Portable sound and vision devices,Japan,403404.0,4187.0
2020-06-01,2020,L7GQ,Portable sound and vision devices,South Korea,1376095.0,20311.0
2020-06-01,2020,L7GQ,Portable sound and vision devices,Taiwan,1294501.0,41989.0
2020-07-01,2020,L7GQ,Portable sound and vision devices,China,29424757.0,2043019.0
