date,year,component_id,component_label,country,value,net_mass
2020-08-01,2020,L7GM,Sound equipment,South Korea,757770.0,11793.0
2020-08-01,2020,L7GM,Sound equipment,Taiwan,1044778.0,45993.0
2020-09-01,2020,L7GM,Sound equipment,China,35763498.0,2753014.0
2020-09-01,2020,L7GM,Sound equipment,Hong Kong,8580125.0,359070.0
2020-09-01,2020,L7GM,Sound equipment,Japan,578022.0,7841.0
2020-09-01,2020,L7GM,Sound equipment,South Korea,1060376.0,12201.0
2020-09-01,2020,L7GM,Sound equipment,Taiwan,986049.0,27327.0
2020-10-01,2020,L7GM,Sound equipment,China,34788095.0,2560542.0
2020-10-01,2020,L7GM,Sound equipment,Hong Kong,9964404.0,452262.0
2020-10-01,2020,L7GM,Sound equipment,Japan,597590.0,15992.0
2020-10-01,2020,L7GM,Sound equipment,South Korea,609502.0,9690.0
2020-10-01,2020,L7GM,Sound equipment,Taiwan,1238239.0,50355.0
2020-11-01,2020,L7GM,Sound equipment,China,35367419.0,2842158.0
2020-11-01,2020,L7GM,Sound equipment,Hong Kong,12304246.0,625688.0
2020-11-01,2020,L7GM,Sound equipment,Japan,582261.0,16226.0
2020-11-01,2020,L7GM,Sound equipment,South Korea,772996.0,12013.0
2020-11-01,2020,L7GM,Sound equipment,Taiwan,1522376.0,48839.0
2020-12-01,2020,L7GM,Sound equipment,China,35490413.0,2781010.0
2020-12-01,2020,L7GM,Sound equipment,Hong Kong,8870264.0,410424.0
2020-12-01,2020,L7GM,Sound equipment,Japan,544310.0,8075.0
2020-12-01,2020,L7GM,Sound equipment,South Korea,602892.0,10341.0
2020-12-01,2020,L7GM,Sound equipment,Taiwan,1161136.0,22588.0
2021-01-01,2021,L7GM,Sound equipment,China,25332643.0,2061857.0
2021-01-01,2021,L7GM,Sound equipment,Hong Kong,6964649.0,327843.0
2021-01-01,2021,L7GM,Sound equipment,Japan,334368.0,5270.0
2021-01-01,2021,L7GM,Sound equipment,South Korea,443117.0,8966.0
2021-01-01,2021,L7GM,Sound equipment,Taiwan,635886.0,21682.0
2021-02-01,2021,L7GM,Sound equipment,China,23268349.0,1767134.0
2021-02-01,2021,L7GM,Sound equipment,Hong Kong,7041869.0,273214.0
2021-02-01,2021,L7GM,Sound equipment,Japan,446737.0,9391.0
2021-02-01,2021,L7GM,Sound equipment,South Korea,373823.0,6204.0
2021-02-01,2021,L7GM,Sound equipment,Taiwan,750800.0,28136.0
2021-03-01,2021,L7GM,Sound equipment,China,23355253.0,1803524.0
2021-03-01,2021,L7GM,Sound equipment,Hong Kong,7466611.0,373260.0
2021-03-01,2021,L7GM,Sound equipment,Japan,470182.0,7333.0
2021-03-01,2021,L7GM,Sound equipment,South Korea,802526.0,23616.0
2021-03-01,2021,L7GM,Sound equipment,Taiwan,1055011.0,37255.0
2021-04-01,2021,L7GM,Sound equipment,China,22519868.0,1560019.0
2021-04-01,2021,L7GM,Sound equipment,Hong Kong,9293011.0,448656.0
2021-04-01,2021,L7GM,Sound equipment,Japan,596523.0,10254.0
2021-04-01,2021,L7GM,Sound equipment,South Korea,404970.0,10727.0
2021-04-01,2021,L7GM,Sound equipment,Taiwan,1086981.0,48395.0
2021-05-01,2021,L7GM,Sound equipment,China,21698517.0,1658776.0
2021-05-01,2021,L7GM,Sound equipment,Hong Kong,6261029.0,271157.0
2021-05-01,2021,L7GM,Sound equipment,Japan,449890.0,6433.0
2021-05-01,2021,L7GM,Sound equipment,South Korea,404826.0,11644.0
2021-05-01,2021,L7GM,Sound equipment,Taiwan,794645.0,38594.0
2021-06-01,2021,L7GM,Sound equipment,China,21357394.0,1630573.0
2021-06-01,2021,L7GM,Sound equipment,Hong Kong,8781018.0,381169.0
2021-06-01,2021,L7GM,Sound equipment,Japan,948322.0,28197.0
2021-06-01,2021,L7GM,Sound equipment,South Korea,425858.0,36311.0
2021-06-01,2021,L7GM,Sound equipment,Taiwan,616737.0,19665.0
2021-07-01,2021,L7GM,Sound equipment,China,19207414.0,1441789.0
2021-07-01,2021,L7GM,Sound equipment,Hong Kong,8580217.0,343989.0
2021-07-01,2021,L7GM,Sound equipment,Japan,878822.0,10736.0
2021-07-01,2021,L7GM,Sound equipment,South Korea,366275.0,10563.0
2021-07-01,2021,L7GM,Sound equipment,Taiwan,993053.0,45362.0
2021-08-01,2021,L7GM,Sound equipment,China,22800140.0,1702579.0
2021-08-01,2021,L7GM,Sound equipment,Hong Kong,6775585.0,267831.0
2021-08-01,2021,L7GM,Sound equipment,Japan,457670.0,7062.0
2021-08-01,2021,L7GM,Sound equipment,South Korea,679492.0,9297.0
2021-08-01,2021,L7GM,Sound equipment,Taiwan,882901.0,55355.0
2021-09-01,2021,L7GM,Sound equipment,China,28906233.0,2092952.0
2021-09-01,2021,L7GM,Sound equipment,Hong Kong,8792480.0,659625.0
2021-09-01,2021,L7GM,Sound equipment,Japan,779709.0,7725.0
2021-09-01,2021,L7GM,Sound equipment,South Korea,646812.0,23826.0
2021-09-01,2021,L7GM,Sound equipment,Taiwan,887768.0,50355.0
2021-10-01,2021,L7GM,Sound equipment,China,30196275.0,2115435.0
2021-10-01,2021,L7GM,Sound equipment,Hong Kong,8506588.0,417382.0
2021-10-01,2021,L7GM,Sound equipment,Japan,702641.0,6011.0
2021-10-01,2021,L7GM,Sound equipment,South Korea,1079492.0,60335.0
2021-10-01,2021,L7GM,Sound equipment,Taiwan,788414.0,20378.0
2021-11-01,2021,L7GM,Sound equipment,China,34021280.0,2608585.0
2021-11-01,2021,L7GM,Sound equipment,Hong Kong,13670377.0,591078.0
2021-11-01,2021,L7GM,Sound equipment,Japan,863427.0,8302.0
2021-11-01,2021,L7GM,Sound equipment,South Korea,730720.0,35570.0
2021-11-01,2021,L7GM,Sound equipment,Taiwan,1224664.0,49153.0
2021-12-01,2021,L7GM,Sound equipment,China,29058022.0,1939405.0
2021-12-01,2021,L7GM,Sound equipment,Hong Kong,14799929.0,617584.0
2021-12-01,2021,L7GM,Sound equipment,Japan,477192.0,4229.0
2021-12-01,2021,L7GM,Sound equipment,South Korea,282878.0,8939.0
2021-12-01,2021,L7GM,Sound equipment,Taiwan,1889832.0,85201.0
2022-01-01,2022,L7GM,Sound equipment,China,31002317.0,2255260.0
2022-01-01,2022,L7GM,Sound equipment,Hong Kong,8726533.0,296434.0
2022-01-01,2022,L7GM,Sound equipment,Japan,609247.0,5336.0
2022-01-01,2022,L7GM,Sound equipment,South Korea,376499.0,9782.0
2022-01-01,2022,L7GM,Sound equipment,Taiwan,1223649.0,62864.0
2022-02-01,2022,L7GM,Sound equipment,China,21287281.0,1457366.0
2022-02-01,2022,L7GM,Sound equipment,Hong Kong,5505964.0,221162.0
2022-02-01,2022,L7GM,Sound equipment,Japan,500096.0,3650.0
2022-02-01,2022,L7GM,Sound equipment,South Korea,555736.0,16996.0
2022-02-01,2022,L7GM,Sound equipment,Taiwan,960059.0,31793.0
2022-03-01,2022,L7GM,Sound equipment,China,29291971.0,1821632.0
2022-03-01,2022,L7GM,Sound equipment,Hong Kong,6470124.0,323158.0
2022-03-01,2022,L7GM,Sound equipment,Japan,609574.0,6511.0
2022-03-01,2022,L7GM,Sound equipment,South Korea,529367.0,13089.0
2022-03-01,2022,L7GM,Sound equipment,Taiwan,984697.0,50970.0
2022-04-01,2022,L7GM,Sound equipment,China,21258873.0,1081490.0
2022-04-01,2022,L7GM,Sound equipment,Hong Kong,5618507.0,161947.0
2022-04-01,2022,L7GM,Sound equipment,Japan,387857.0,5364.0
2022-04-01,2022,L7GM,Sound equipment,South Korea,524245.0,12122.0
2022-04-01,2022,L7GM,Sound equipment,Taiwan,610512.0,25096.0
2022-05-01,2022,L7GM,Sound equipment,China,25003185.0,1534133.0
2022-05-01,2022,L7GM,Sound equipment,Hong Kong,6430959.0,281530.0
2022-05-01,2022,L7GM,Sound equipment,Japan,686335.0,5898.0
2022-05-01,2022,L7GM,Sound equipment,South Korea,414044.0,5375.0
2022-05-01,2022,L7GM,Sound equipment,Taiwan,1096031.0,41236.0
2022-06-01,2022,L7GM,Sound equipment,China,26405598.0,1462246.0
2022-06-01,2022,L7GM,Sound equipment,Hong Kong,6729926.0,188896.0
2022-06-01,2022,L7GM,Sound equipment,Japan,682417.0,9419.0
2022-06-01,2022,L7GM,Sound equipment,South Korea,670400.0,13573.0
2022-06-01,2022,L7GM,Sound equipment,Taiwan,1031978.0,46957.0
2022-07-01,2022,L7GM,Sound equipment,China,20761198.0,1154128.0
2022-07-01,2022,L7GM,Sound equipment,Hong Kong,3723245.0,112683.0
2022-07-01,2022,L7GM,Sound equipment,Japan,456693.0,5613.0
2022-07-01,2022,L7GM,Sound equipment,South Korea,480997.0,8432.0
2022-07-01,2022,L7GM,Sound equipment,Taiwan,1345938.0,52133.0
2022-08-01,2022,L7GM,Sound equipment,China,29570589.0,2926375.0
2022-08-01,2022,L7GM,Sound equipment,Hong Kong,5943292.0,156600.0
2022-08-01,2022,L7GM,Sound equipment,Japan,582897.0,10602.0
2022-08-01,2022,L7GM,Sound equipment,South Korea,382139.0,10635.0
2022-08-01,2022,L7GM,Sound equipment,Taiwan,1236996.0,59087.0
2022-09-01,2022,L7GM,Sound equipment,China,36085027.0,2120649.0
2022-09-01,2022,L7GM,Sound equipment,Hong Kong,6195446.0,151599.0
2022-09-01,2022,L7GM,Sound equipment,Japan,675241.0,17684.0
2022-09-01,2022,L7GM,Sound equipment,South Korea,851188.0,14347.0
2022-09-01,2022,L7GM,Sound equipment,Taiwan,1055651.0,55010.0
2022-10-01,2022,L7GM,Sound equipment,China,39843463.0,2074691.0
2022-10-01,2022,L7GM,Sound equipment,Hong Kong,5780587.0,137291.0
2022-10-01,2022,L7GM,Sound equipment,Japan,586342.0,6572.0
2022-10-01,2022,L7GM,Sound equipment,South Korea,547925.0,15037.0
2022-10-01,2022,L7GM,Sound equipment,Taiwan,1073085.0,45865.0
2022-11-01,2022,L7GM,Sound equipment,China,44036551.0,2296209.0
2022-11-01,2022,L7GM,Sound equipment,Hong Kong,4332988.0,81552.0
2022-11-01,2022,L7GM,Sound equipment,Japan,582030.0,8846.0
2022-11-01,2022,L7GM,Sound equipment,South Korea,889137.0,15075.0
2022-11-01,2022,L7GM,Sound equipment,Taiwan,636538.0,21482.0
2022-12-01,2022,L7GM,Sound equipment,China,28640717.0,1656067.0
2022-12-01,2022,L7GM,Sound equipment,Hong Kong,2689455.0,83837.0
2022-12-01,2022,L7GM,Sound equipment,Japan,870364.0,13029.0
2022-12-01,2022,L7GM,Sound equipment,South Korea,189791.0,3507.0
2022-12-01,2022,L7GM,Sound equipment,Taiwan,811497.0,26301.0
2023-01-01,2023,L7GM,Sound equipment,China,21195781.0,1251779.0
2023-01-01,2023,L7GM,Sound equipment,Hong Kong,2080009.0,55997.0
2023-01-01,2023,L7GM,Sound equipment,Japan,422797.0,6425.0
2023-01-01,2023,L7GM,Sound equipment,South Korea,398071.0,6200.0
2023-01-01,2023,L7GM,Sound equipment,Taiwan,761625.0,23371.0
2023-02-01,2023,L7GM,Sound equipment,China,25364718.0,1458762.0
2023-02-01,2023,L7GM,Sound equipment,Hong Kong,3462956.0,77464.0
2023-02-01,2023,L7GM,Sound equipment,Japan,674219.0,10625.0
2023-02-01,2023,L7GM,Sound equipment,South Korea,271844.0,4466.0
2023-02-01,2023,L7GM,Sound equipment,Taiwan,749556.0,35513.0
2023-03-01,2023,L7GM,Sound equipment,China,20829410.0,1060645.0
2023-03-01,2023,L7GM,Sound equipment,Hong Kong,2408069.0,36300.0
2023-03-01,2023,L7GM,Sound equipment,Japan,668410.0,9639.0
2023-03-01,2023,L7GM,Sound equipment,South Korea,256604.0,4491.0
2023-03-01,2023,L7GM,Sound equipment,Taiwan,480610.0,11562.0
2023-04-01,2023,L7GM,Sound equipment,China,19362002.0,1025201.0
2023-04-01,2023,L7GM,Sound equipment,Hong Kong,2973081.0,59293.0
2023-04-01,2023,L7GM,Sound equipment,Japan,667925.0,6116.0
2023-04-01,2023,L7GM,Sound equipment,South Korea,373387.0,7944.0
2023-04-01,2023,L7GM,Sound equipment,Taiwan,374921.0,6796.0
2023-05-01,2023,L7GM,Sound equipment,China,29206828.0,1436984.0
2023-05-01,2023,L7GM,Sound equipment,Hong Kong,2888697.0,70203.0
2023-05-01,2023,L7GM,Sound equipment,Japan,492979.0,6254.0
2023-05-01,2023,L7GM,Sound equipment,South Korea,378761.0,6070.0
2023-05-01,2023,L7GM,Sound equipment,Taiwan,874736.0,27701.0
2023-06-01,2023,L7GM,Sound equipment,China,29730509.0,1578095.0
2023-06-01,2023,L7GM,Sound equipment,Hong Kong,3628236.0,83083.0
2023-06-01,2023,L7GM,Sound equipment,Japan,444103.0,10129.0
2023-06-01,2023,L7GM,Sound equipment,South Korea,368734.0,6993.0
2023-06-01,2023,L7GM,Sound equipment,Taiwan,555546.0,17139.0
2023-07-01,2023,L7GM,Sound equipment,China,28666390.0,1574493.0
2023-07-01,2023,L7GM,Sound equipment,Hong Kong,2990941.0,66167.0
2023-07-01,2023,L7GM,Sound equipment,Japan,1028893.0,13305.0
2023-07-01,2023,L7GM,Sound equipment,South Korea,165298.0,3635.0
2023-07-01,2023,L7GM,Sound equipment,Taiwan,993767.0,45582.0
2023-08-01,2023,L7GM,Sound equipment,China,30592083.0,1598541.0
2023-08-01,2023,L7GM,Sound equipment,Hong Kong,3650682.0,99804.0
2023-08-01,2023,L7GM,Sound equipment,Japan,1109991.0,25204.0
2023-08-01,2023,L7GM,Sound equipment,South Korea,703680.0,15029.0
2023-08-01,2023,L7GM,Sound equipment,Taiwan,740747.0,32490.0
2023-09-01,2023,L7GM,Sound equipment,China,37964821.0,2001435.0
2023-09-01,2023,L7GM,Sound equipment,Hong Kong,2924018.0,74167.0
2023-09-01,2023,L7GM,Sound equipment,Japan,575324.0,9607.0
2023-09-01,2023,L7GM,Sound equipment,South Korea,809480.0,13185.0
2023-09-01,2023,L7GM,Sound equipment,Taiwan,514691.0,25667.0
2023-10-01,2023,L7GM,Sound equipment,China,44515744.0,2406663.0
2023-10-01,2023,L7GM,Sound equipment,Hong Kong,5775535.0,97237.0
2023-10-01,2023,L7GM,Sound equipment,Japan,2482898.0,49978.0
2023-10-01,2023,L7GM,Sound equipment,South Korea,823384.0,18109.0
2023-10-01,2023,L7GM,Sound equipment,Taiwan,467730.0,16845.0
2023-11-01,2023,L7GM,Sound equipment,China,32963636.0,2060912.0
2023-11-01,2023,L7GM,Sound equipment,Hong Kong,3617067.0,87580.0
2023-11-01,2023,L7GM,Sound equipment,Japan,1241560.0,23219.0
2023-11-01,2023,L7GM,Sound equipment,South Korea,562278.0,10482.0
2023-11-01,2023,L7GM,Sound equipment,Taiwan,1066131.0,33220.0
2023-12-01,2023,L7GM,Sound equipment,China,24902898.0,1472887.0
2023-12-01,2023,L7GM,Sound equipment,Hong Kong,2923619.0,66028.0
2023-12-01,2023,L7GM,Sound equipment,Japan,712841.0,13352.0
2023-12-01,2023,L7GM,Sound equipment,South Korea,315122.0,9683.0
2023-12-01,2023,L7GM,Sound equipment,Taiwan,390623.0,27434.0
2024-01-01,2024,L7GM,Sound equipment,China,23719625.0,1287861.0
2024-01-01,2024,L7GM,Sound equipment,Hong Kong,4380901.0,91715.0
2024-01-01,2024,L7GM,Sound equipment,Japan,1012309.0,15278.0
2024-01-01,2024,L7GM,Sound equipment,South Korea,316168.0,8605.0
2024-01-01,2024,L7GM,Sound equipment,Taiwan,482259.0,7243.0
2024-02-01,2024,L7GM,Sound equipment,China,20398708.0,1394555.0
2024-02-01,2024,L7GM,Sound equipment,Hong Kong,2328008.0,40753.0
2024-02-01,2024,L7GM,Sound equipment,Japan,361484.0,3718.0
2024-02-01,2024,L7GM,Sound equipment,South Korea,263840.0,5972.0
2024-02-01,2024,L7GM,Sound equipment,Taiwan,419973.0,19337.0
2024-03-01,2024,L7GM,Sound equipment,China,29040193.0,1741569.0
2024-03-01,2024,L7GM,Sound equipment,Hong Kong,3351048.0,84708.0
2024-03-01,2024,L7GM,Sound equipment,Japan,622452.0,10732.0
2024-03-01,2024,L7GM,Sound equipment,South Korea,607141.0,15128.0
2024-03-01,2024,L7GM,Sound equipment,Taiwan,857545.0,29937.0
2024-04-01,2024,L7GM,Sound equipment,China,22852183.0,1222228.0
2024-04-01,2024,L7GM,Sound equipment,Hong Kong,2764014.0,36822.0
2024-04-01,2024,L7GM,Sound equipment,Japan,488513.0,7428.0
2024-04-01,2024,L7GM,Sound equipment,South Korea,962184.0,19409.0
2024-04-01,2024,L7GM,Sound equipment,Taiwan,682216.0,20935.0
2024-05-01,2024,L7GM,Sound equipment,China,28030575.0,1657993.0
2024-05-01,2024,L7GM,Sound equipment,Hong Kong,3465078.0,82898.0
2024-05-01,2024,L7GM,Sound equipment,Japan,662765.0,5993.0
2024-05-01,2024,L7GM,Sound equipment,South Korea,867640.0,18351.0
2024-05-01,2024,L7GM,Sound equipment,Taiwan,412169.0,25288.0
2024-06-01,2024,L7GM,Sound equipment,China,30253015.0,1764871.0
2024-06-01,2024,L7GM,Sound equipment,Hong Kong,3677058.0,74856.0
2024-06-01,2024,L7GM,Sound equipment,Japan,532422.0,5707.0
2024-06-01,2024,L7GM,Sound equipment,South Korea,650720.0,14194.0
2024-06-01,2024,L7GM,Sound equipment,Taiwan,733465.0,31452.0
2024-07-01,2024,L7GM,Sound equipment,China,56632466.0,1780671.0
2024-07-01,2024,L7GM,Sound equipment,Hong Kong,2788515.0,67303.0
2024-07-01,2024,L7GM,Sound equipment,Japan,644934.0,7504.0
2024-07-01,2024,L7GM,Sound equipment,South Korea,507181.0,9621.0
2024-07-01,2024,L7GM,Sound equipment,Taiwan,1068776.0,38203.0
2024-08-01,2024,L7GM,Sound equipment,China,60925227.0,2118349.0
2024-08-01,2024,L7GM,Sound equipment,Hong Kong,4060839.0,119034.0
2024-08-01,2024,L7GM,Sound equipment,Japan,645827.0,5950.0
2024-08-01,2024,L7GM,Sound equipment,South Korea,879297.0,17068.0
2024-08-01,2024,L7GM,Sound equipment,Taiwan,1364312.0,52165.0
2024-09-01,2024,L7GM,Sound equipment,China,36971742.0,2076122.0
2024-09-01,2024,L7GM,Sound equipment,Hong Kong,3993944.0,87728.0
2024-09-01,2024,L7GM,Sound equipment,Japan,494894.0,9902.0
2024-09-01,2024,L7GM,Sound equipment,South Korea,493091.0,14370.0
2024-09-01,2024,L7GM,Sound equipment,Taiwan,1082503.0,35666.0
2024-10-01,2024,L7GM,Sound equipment,China,77203739.0,2980289.0
2024-10-01,2024,L7GM,Sound equipment,Hong Kong,4923061.0,81284.0
2024-10-01,2024,L7GM,Sound equipment,Japan,4213951.0,50958.0
2024-10-01,2024,L7GM,Sound equipment,South Korea,1701331.0,35903.0
2024-10-01,2024,L7GM,Sound equipment,Taiwan,1226819.0,61873.0
2024-11-01,2024,L7GM,Sound equipment,China,134568798.0,3395806.0
2024-11-01,2024,L7GM,Sound equipment,Hong Kong,5033185.0,60321.0
2024-11-01,2024,L7GM,Sound equipment,Japan,3083039.0,34901.0
2024-11-01,2024,L7GM,Sound equipment,South Korea,708779.0,13868.0
2024-11-01,2024,L7GM,Sound equipment,Taiwan,766148.0,43203.0
2024-12-01,2024,L7GM,Sound equipment,China,54351964.0,2060193.0
2024-12-01,2024,L7GM,Sound equipment,Hong Kong,5375318.0,78513.0
2024-12-01,2024,L7GM,Sound equipment,Japan,5818007.0,68975.0
2024-12-01,2024,L7GM,Sound equipment,South Korea,534120.0,15465.0
2024-12-01,2024,L7GM,Sound equipment,Taiwan,389479.0,6990.0
2025-01-01,2025,L7GM,Sound equipment,China,50007921.0,2161159.0
2025-01-01,2025,L7GM,Sound equipment,Hong Kong,5150644.0,89770.0
2025-01-01,2025,L7GM,Sound equipment,Japan,4037619.0,47423.0
2025-01-01,2025,L7GM,Sound equipment,South Korea,630566.0,16911.0
2025-01-01,2025,L7GM,Sound equipment,Taiwan,1006637.0,35772.0
2025-02-01,2025,L7GM,Sound equipment,China,40823780.0,2005156.0
2025-02-01,2025,L7GM,Sound equipment,Hong Kong,2762287.0,51975.0
2025-02-01,2025,L7GM,Sound equipment,Japan,279441.0,3007.0
2025-02-01,2025,L7GM,Sound equipment,South Korea,487894.0,11667.0
2025-02-01,2025,L7GM,Sound equipment,Taiwan,485480.0,12077.0
2025-03-01,2025,L7GM,Sound equipment,China,38132595.0,1811084.0
2025-03-01,2025,L7GM,Sound equipment,Hong Kong,4591583.0,79130.0
2025-03-01,2025,L7GM,Sound equipment,Japan,286883.0,3143.0
2025-03-01,2025,L7GM,Sound equipment,South Korea,428764.0,8839.0
2025-03-01,2025,L7GM,Sound equipment,Taiwan,516409.0,23721.0
2025-04-01,2025,L7GM,Sound equipment,China,41534537.0,1474983.0
2025-04-01,2025,L7GM,Sound equipment,Hong Kong,3773533.0,40300.0
2025-04-01,2025,L7GM,Sound equipment,Japan,1094689.0,11885.0
2025-04-01,2025,L7GM,Sound equipment,South Korea,782654.0,15394.0
2025-04-01,2025,L7GM,Sound equipment,Taiwan,1097488.0,22773.0
2025-05-01,2025,L7GM,Sound equipment,China,50073083.0,1668372.0
2025-05-01,2025,L7GM,Sound equipment,Hong Kong,3307029.0,65342.0
2025-05-01,2025,L7GM,Sound equipment,Japan,521318.0,4238.0
2025-05-01,2025,L7GM,Sound equipment,South Korea,287500.0,5739.0
2025-05-01,2025,L7GM,Sound equipment,Taiwan,1320718.0,37401.0
2025-06-01,2025,L7GM,Sound equipment,China,46056404.0,1827760.0
2025-06-01,2025,L7GM,Sound equipment,Hong Kong,3977191.0,70237.0
2025-06-01,2025,L7GM,Sound equipment,Japan,370799.0,5594.0
2025-06-01,2025,L7GM,Sound equipment,South Korea,456190.0,10171.0
2025-06-01,2025,L7GM,Sound equipment,Taiwan,1282190.0,32347.0
2025-07-01,2025,L7GM,Sound equipment,China,41720097.0,1904669.0
2025-07-01,2025,L7GM,Sound equipment,Hong Kong,4298831.0,74445.0
2025-07-01,2025,L7GM,Sound equipment,Japan,362718.0,2555.0
2025-07-01,2025,L7GM,Sound equipment,South Korea,491854.0,9547.0
2025-07-01,2025,L7GM,Sound equipment,Taiwan,633993.0,37915.0
2025-08-01,2025,L7GM,Sound equipment,China,37921724.0,1990009.0
2025-08-01,2025,L7GM,Sound equipment,Hong Kong,4251994.0,78434.0
2025-08-01,2025,L7GM,Sound equipment,Japan,326725.0,3974.0
2025-08-01,2025,L7GM,Sound equipment,South Korea,726011.0,16972.0
2025-08-01,2025,L7GM,Sound equipment,Taiwan,1138582.0,48595.0
2025-09-01,2025,L7GM,Sound equipment,China,53727056.0,2430568.0
2025-09-01,2025,L7GM,Sound equipment,Hong Kong,3461703.0,75716.0
2025-09-01,2025,L7GM,Sound equipment,Japan,372226.0,3477.0
2025-09-01,2025,L7GM,Sound equipment,South Korea,1403176.0,25307.0
2025-09-01,2025,L7GM,Sound equipment,Taiwan,848504.0,29949.0
2025-10-01,2025,L7GM,Sound equipment,China,88593115.0,2888228.0
2025-10-01,2025,L7GM,Sound equipment,Hong Kong,5522659.0,117799.0
2025-10-01,2025,L7GM,Sound equipment,Japan,429472.0,3700.0
2025-10-01,2025,L7GM,Sound equipment,South Korea,1019061.0,22473.0
2025-10-01,2025,L7GM,Sound equipment,Taiwan,1914107.0,62336.0
2025-11-01,2025,L7GM,Sound equipment,China,82419337.0,2677193.0
2025-11-01,2025,L7GM,Sound equipment,Hong Kong,5299572.0,72724.0
2025-11-01,2025,L7GM,Sound equipment,Japan,506399.0,6811.0
2025-11-01,2025,L7GM,Sound equipment,South Korea,1123205.0,19980.0
2025-11-01,2025,L7GM,Sound equipment,Taiwan,1169352.0,43190.0
2025-12-01,2025,L7GM,Sound equipment,China,66678039.0,2300675.0
2025-12-01,2025,L7GM,Sound equipment,Hong Kong,5080948.0,65178.0
2025-12-01,2025,L7GM,Sound equipment,Japan,392711.0,3619.0
2025-12-01,2025,L7GM,Sound equipment,South Korea,1253060.0,26022.0
2025-12-01,2025,L7GM,Sound equipment,Taiwan,377906.0,22748.0
2026-01-01,2026,L7GM,Sound equipment,China,55455575.0,1718013.0
2026-01-01,2026,L7GM,Sound equipment,Hong Kong,2964956.0,51802.0
2026-01-01,2026,L7GM,Sound equipment,Japan,627126.0,7277.0
2026-01-01,2026,L7GM,Sound equipment,South Korea,414620.0,10972.0
2026-01-01,2026,L7GM,Sound equipment,Taiwan,1121640.0,53593.0
2026-02-01,2026,L7GM,Sound equipment,China,42096299.0,1905689.0
2026-02-01,2026,L7GM,Sound equipment,Hong Kong,4066048.0,90128.0
2026-02-01,2026,L7GM,Sound equipment,Japan,2701445.0,29997.0
2026-02-01,2026,L7GM,Sound equipment,South Korea,781986.0,24309.0
2026-02-01,2026,L7GM,Sound equipment,Taiwan,1081106.0,37747.0
2026-03-01,2026,L7GM,Sound equipment,China,46910587.0,2174794.0
2026-03-01,2026,L7GM,Sound equipment,Hong Kong,2388931.0,35610.0
2026-03-01,2026,L7GM,Sound equipment,Japan,3216437.0,37217.0
2026-03-01,2026,L7GM,Sound equipment,South Korea,376265.0,10313.0
2026-03-01,2026,L7GM,Sound equipment,Taiwan,1738961.0,63910.0
2026-04-01,2026,L7GM,Sound equipment,China,47845726.0,1412238.0
2026-04-01,2026,L7GM,Sound equipment,Hong Kong,4198437.0,66986.0
2026-04-01,2026,L7GM,Sound equipment,Japan,2496388.0,28856.0
2026-04-01,2026,L7GM,Sound equipment,South Korea,901832.0,19289.0
2026-04-01,2026,L7GM,Sound equipment,Taiwan,1153456.0,36174.0
2026-05-01,2026,L7GM,Sound equipment,China,41722638.0,1711934.0
2026-05-01,2026,L7GM,Sound equipment,Hong Kong,4331236.0,70604.0
2026-05-01,2026,L7GM,Sound equipment,Japan,5554743.0,62150.0
2026-05-01,2026,L7GM,Sound equipment,South Korea,1093429.0,22070.0
2026-05-01,2026,L7GM,Sound equipment,Taiwan,889718.0,34128.0
2015-01-01,2015,L7GP,Sound and vision equipment,China,71851016.0,5705404.0
2015-01-01,2015,L7GP,Sound and vision equipment,Hong Kong,13468088.0,686241.0
2015-01-01,2015,L7GP,Sound and vision equipment,Japan,12476742.0,101309.0
2015-01-01,2015,L7GP,Sound and vision equipment,South Korea,3602456.0,260762.0
2015-01-01,2015,L7GP,Sound and vision equipment,Taiwan,2950385.0,216839.0
2015-02-01,2015,L7GP,Sound and vision equipment,China,61699692.0,4959246.0
2015-02-01,2015,L7GP,Sound and vision equipment,Hong Kong,14066387.0,576548.0
2015-02-01,2015,L7GP,Sound and vision equipment,Japan,5994436.0,64935.0
2015-02-01,2015,L7GP,Sound and vision equipment,South Korea,3973609.0,283930.0
2015-02-01,2015,L7GP,Sound and vision equipment,Taiwan,1924261.0,90031.0
2015-03-01,2015,L7GP,Sound and vision equipment,China,64658883.0,4756995.0
2015-03-01,2015,L7GP,Sound and vision equipment,Hong Kong,12854144.0,634625.0
2015-03-01,2015,L7GP,Sound and vision equipment,Japan,8757731.0,87591.0
2015-03-01,2015,L7GP,Sound and vision equipment,South Korea,4726160.0,253179.0
2015-03-01,2015,L7GP,Sound and vision equipment,Taiwan,4329105.0,160468.0
2015-04-01,2015,L7GP,Sound and vision equipment,China,60988125.0,4115603.0
2015-04-01,2015,L7GP,Sound and vision equipment,Hong Kong,12979629.0,624171.0
2015-04-01,2015,L7GP,Sound and vision equipment,Japan,10134535.0,89140.0
2015-04-01,2015,L7GP,Sound and vision equipment,South Korea,5181833.0,320757.0
2015-04-01,2015,L7GP,Sound and vision equipment,Taiwan,6178427.0,264276.0
2015-05-01,2015,L7GP,Sound and vision equipment,China,73277619.0,5092184.0
2015-05-01,2015,L7GP,Sound and vision equipment,Hong Kong,12802377.0,709188.0
2015-05-01,2015,L7GP,Sound and vision equipment,Japan,10676572.0,99036.0
