date,headline_index,headline_1m_pct,headline_3m_annualised_pct,headline_12m_pct,ex_games_index,ex_games_1m_pct,ex_games_3m_annualised_pct,ex_games_12m_pct,telecom_computing_index,telecom_computing_1m_pct,telecom_computing_3m_annualised_pct,telecom_computing_12m_pct,audio_visual_optical_index,audio_visual_optical_1m_pct,audio_visual_optical_3m_annualised_pct,audio_visual_optical_12m_pct,media_games_index,media_games_1m_pct,media_games_3m_annualised_pct,media_games_12m_pct
2015-01-01,103.71306940196541,,,,104.81416852960545,,,,108.85721459580236,,,,101.60758043570723,,,,101.81988022251292,,,
2015-02-01,102.78219005313176,-0.8975525979525334,,,104.20783438040824,-0.5784849106788004,,,106.30299863608474,-2.3463910676032596,,,102.47432970456762,0.8530360285557981,,,100.42639423977482,-1.3685794755334935,,
2015-03-01,104.02078979525915,1.2050723393684404,,,103.47212490399562,-0.7060020782381216,,,105.92896837805593,-0.3518529701210582,,,101.45511645319701,-0.9946034819734773,,,104.98796742239693,4.542205480096251,,
2015-04-01,101.51763815191617,-2.4063955371516066,-8.202242756977828,,102.79225847227752,-0.6570527399035186,-7.495755920902325,,104.71924955541594,-1.1420094438402861,-14.359890280085551,,101.25531949275586,-0.19693137953601392,-1.3795557530469682,,99.35892649566027,-5.3616057772500785,-9.322980814685911,
2015-05-01,101.10989830075835,-0.4016443433678685,-6.350982552606743,,101.18219809336028,-1.5663245489945798,-11.117766989876953,,98.93639807408945,-5.52224305070701,-24.968726292403588,,103.02817674674077,1.750878139406531,2.1794857015934976,,100.94754976194108,1.5988732188548571,2.091985190088841,
2015-06-01,100.13761061924309,-0.9616147359016392,-14.116781700967751,,102.05094635937478,0.8585979375669517,-5.381801617885451,,101.48583503989866,2.576844331749406,-15.751389497692847,,102.52632772077229,-0.487098812980169,4.290750733371818,,96.89072687461804,-4.018743294800132,-27.46113688189259,
2015-07-01,98.41835361187844,-1.7168943783788082,-11.66387140301044,,98.03889030992272,-3.931424638947989,-17.253065239931864,,97.87020969093788,-3.562689657664353,-23.70501533001065,,98.16217786536163,-4.256613840004397,-11.670586314890352,,99.06959258765339,2.248786631413058,-1.1597248732100107,
2015-08-01,97.53743300828548,-0.8950775655798493,-13.401455580605049,,97.91030571407956,-0.1311567230480537,-12.320677151497128,,97.24238587618518,-0.6414861240568448,-6.674990512645119,,98.48524767183837,0.3291184176046569,-16.50496169028721,,96.87236120935663,-2.2178665732906166,-15.195985030273606,
2015-09-01,96.34449410722289,-1.2230575116337628,-14.31225682876459,,97.63394160333331,-0.28226253480740926,-16.221005283538304,,96.06279825317452,-1.213038545262124,-19.721506325833893,,98.89838754760957,0.41949417353126517,-13.420467803006986,,94.16700751845354,-2.7926992354985303,-10.779177666249973,
2015-10-01,100.00131581121991,3.795568950652539,6.5904940347664365,,97.90104605685502,0.273577455888141,-0.5612214017965633,,96.59934912796705,0.5585417919832469,-5.093769230079603,,98.96384237017828,0.06618391279351599,3.3069297017833232,,103.52635123431459,9.939090093764458,19.24553395393378,
2015-11-01,98.26075627153466,-1.7405366375088827,2.999501553315609,,95.68085513393643,-2.267790807494785,-8.801737137007192,,93.32252340123013,-3.39218199327207,-15.17507776052126,,97.59390514534888,-1.3842805534016067,-3.571356019230265,,102.59268160291914,-0.9018666457994318,25.79575459512644,
2015-12-01,96.15645086758498,-2.1415522165681544,-0.7784292350679678,,94.31543044285088,-1.4270615466115966,-12.918136542907277,,92.67206937115822,-0.6969957587573572,-13.38870925049519,,95.54958884592247,-2.094717181756145,-12.871859174560774,,99.34056083039884,-3.169934464826163,23.854375036085074,
2016-01-01,95.28458550639685,-0.9067154136010669,-17.573333094361466,-8.126732671368453,93.39710384376461,-0.9736758818512881,-17.17063942199183,-10.892673047934364,92.47957355362061,-0.2077171890557894,-15.99860992913782,-15.04506715792201,94.00393775228171,-1.6176428515387808,-18.58995599412395,-7.483341942422072,98.51222782905248,-0.8338316136150659,-18.01074655917113,-3.248532984159913
2016-02-01,92.58059389207166,-2.837805926272996,-21.193971751393047,-9.925451243825933,93.3002356736937,-0.10371646023730197,-9.587022735855022,-10.467158032376533,91.07252990007785,-1.5214642536461764,-9.300746984324304,-14.327412143985253,95.11258225469597,1.1793596405883955,-9.788665889216908,-7.183991806626588,91.75262906340997,-6.861685005614115,-36.02525810907,-8.636937771215457
2016-03-01,95.05521078040954,2.672932613958734,-4.502936758218434,-8.619026093241821,93.02451225347409,-0.2955227478566358,-5.363514883664777,-10.097031118492183,90.61723291011498,-0.49992790412478616,-8.578626472149676,-14.454719707355235,95.09357075743009,-0.019988414587435166,-1.8954090502736665,-6.270305449505454,98.40174759546395,7.246788021146289,-3.726931118188892,-6.273309207363475
2016-04-01,94.81529316640169,-0.25239817158692057,-1.955559521743433,-6.602148264604768,91.88776192910817,-1.2219900936094041,-6.309176241544002,-10.608285784585847,90.08081860528691,-0.5919561738992329,-9.978546081677564,-13.978739355253477,93.43653350775394,-1.7425334189027475,-2.3926131300554765,-7.721852070755952,99.53190569685073,1.148514258133848,4.205037704684433,0.17409527990221996
2016-05-01,93.40029893188103,-1.492369202547672,3.58889854387594,-7.624969956892436,91.02108778855477,-0.9431877786097775,-9.418997546200302,-10.042389369155547,88.29907520559382,-1.9779387302198748,-11.636071368158497,-10.751677921941095,93.39344090514831,-0.04611965040639543,-7.036254076052706,-9.351554250325256,97.2658968058582,-2.276665834063518,26.289810744720587,-3.6470949168802114
2016-06-01,94.35950570854101,1.0269846966544982,-2.8955993508160582,-5.770164551531376,92.3301925330532,1.4382433525069738,-2.9522751730274854,-9.52539312285231,90.57395260704081,2.5763320806590606,-0.19090984998882954,-10.752123612687326,93.86054523434161,0.5001468247301188,-5.086569838905975,-8.452250928202265,97.66583303366878,0.41117826591250406,-2.9580781456300165,0.7999797132844044
2016-07-01,93.40249531740794,-1.0142172576540376,-5.828313820588882,-5.0964663707452225,92.082952420316,-0.26777818387920815,0.8524021557696493,-6.075076809599411,89.10069181311653,-1.626583307362206,-4.281693174573908,-8.960354642658286,94.79220314280282,0.9925980145705893,5.93112819978503,-3.433068413764251,95.54695388399571,-2.1695193537566104,-15.078412109954298,-3.555721399117462
2016-08-01,92.0513643464235,-1.4465683881280889,-5.653052314807317,-5.624577654607698,91.81803850804549,-0.2876905065568591,3.5485346362228,-6.222294130941519,89.69590723714616,0.6680255920773925,6.479471661721448,-7.760482809057823,93.74506629832912,-1.104665584041975,1.5145225533905293,-4.8130877319859655,92.52430393313405,-3.1635230930872837,-18.119417310526977,-4.48843944954096
2016-09-01,92.62033081978264,0.6180967304492135,-7.1712114908345725,-3.8654656106197227,92.11972838318351,0.32857364417733237,-0.9086762028699291,-5.647844519637357,89.19481343283285,-0.5586584937353645,-5.9529617047893835,-7.149474037015901,94.7903413981089,1.115018785578914,4.021726799834546,-4.153804982435205,93.48811833953377,1.0416878219329906,-16.043361833813886,-0.7209416512324984
2016-10-01,93.93674911456334,1.421305973676712,2.3076690812179113,-6.064486899457522,92.8885305503246,0.8345684259327912,3.545547455051823,-5.1199815614017545,89.55912654049676,0.40844651571390056,2.0739903563168127,-7.288064206461642,95.86391944644134,1.1325816876463612,4.59965613000668,-3.13237931096243,95.69977631353416,2.3657102242319317,0.64131596801702,-7.55998335444692
2016-11-01,95.59310392957,1.7632660600023664,16.301504967612445,-2.7148705578785126,93.08896898860094,0.21578384014562246,5.652757877277503,-2.708886894569773,91.78414953202531,2.484417923082849,9.64283204514813,-1.6484486414825583,94.27961315341528,-1.652661712742931,2.30043614084936,-3.3960030464992186,99.58145312542602,4.056098103275185,34.18084768959122,-2.935129904438949
2016-12-01,93.23650919262943,-2.4652350850296156,2.6877666696121905,-3.0366570818805894,92.1868445126675,-0.9690992238230778,0.29174864058205685,-2.256879834178527,89.55501304339266,-2.428672597608872,1.6251501328944373,-3.3635337474568705,94.51961479304906,0.2545636661058781,-1.1375378207231668,-1.0779471322836187,95.01429838011633,-4.586350773127624,6.691590161654126,-4.3549809001668605
