date,historical_targeted_hardware_index,historical_targeted_hardware_1m_pct,historical_targeted_hardware_3m_annualised_pct,historical_targeted_hardware_12m_pct,historical_ex_games_index,historical_ex_games_1m_pct,historical_ex_games_3m_annualised_pct,historical_ex_games_12m_pct
2014-08-01,111.71687008614232,-1.6853650944108067,-13.719807956757258,-5.902092236037637,111.15918448902309,-1.1022355286369745,-12.63903007148529,-3.055914077380295
2014-09-01,109.61388400368074,-1.8824248126894538,-18.70928674593495,-8.941851346085283,109.8893494284157,-1.1423573017781408,-16.64302995461363,-5.765547568044016
2014-10-01,109.20601572048696,-0.37209545752441286,-14.693152252177754,-8.867469299404151,110.48701504341815,0.5438794734077268,-6.629549587436245,-6.27384366777064
2014-11-01,106.03675281048369,-2.9020955385049563,-18.838392556404727,-11.393890786624494,107.38185485105188,-2.810429977808737,-12.9152322447996,-8.557014125198592
2014-12-01,105.4971373991772,-0.5088946964180607,-14.197402483081511,-10.286327902149573,107.36163302019285,-0.018831701954746816,-8.888326062834206,-8.134209461683362
2015-01-01,104.8357304328172,-0.6269430457220726,-15.071969753573056,-9.777561880711371,104.81416852960545,-2.3727885082637235,-19.009326341746334,-7.177787063353613
2015-02-01,104.17917678060955,-0.6262689728941173,-6.825299313907873,-10.95923393379743,104.20783438040824,-0.5784849106788004,-11.309342066982397,-9.187576426054367
2015-03-01,103.44725354030682,-0.7025619350439771,-7.548671181057864,-11.545677676789445,103.47212490399562,-0.7060020782381216,-13.722602460190792,-9.970004051594128
2015-04-01,102.7977539901152,-0.6278557699345266,-7.5520677316449625,-11.453789315141217,102.79225847227752,-0.6570527399035186,-7.495755920902325,-10.276571113710109
2015-05-01,101.20617097119408,-1.5482663357354598,-10.935570364982471,-12.689593528555932,101.18219809336028,-1.5663245489945798,-11.117766989876953,-11.99889617416543
2015-06-01,102.06301241815416,0.8466296459372469,-5.2459742961481375,-11.587626553603403,102.05094635937478,0.8585979375669517,-5.381801617885451,-11.264599418179056
2015-07-01,98.03216895172426,-3.949367523971814,-17.29344296363906,-13.728366252472279,98.03889030992272,-3.931424638947989,-17.253065239931864,-12.775294929750148
2015-08-01,97.93182053145517,-0.10236274617009267,-12.326703610363154,-12.339272971090054,97.91030571407956,-0.1311567230480537,-12.320677151497128,-11.918834089909913
2015-09-01,97.63574347888935,-0.3023297748975473,-16.25443427227501,-10.927576039901265,97.63394160333331,-0.28226253480740926,-16.221005283538304,-11.152498298359504
2015-10-01,97.91097008939128,0.28189124258723997,-0.49361057069994274,-10.342878601125205,97.90104605685502,0.273577455888141,-0.5612214017965633,-11.391355791101077
2015-11-01,95.69192489911376,-2.266390771382998,-8.839677915958877,-9.755889007520757,95.68085513393643,-2.267790807494785,-8.801737137007192,-10.89662656074043
2015-12-01,94.26827391622922,-1.4877441167428396,-13.098580694308415,-10.643761299854537,94.31543044285088,-1.4270615466115966,-12.918136542907277,-12.151643199100937
2016-01-01,93.36656052730656,-0.9565396198130904,-17.31246840122568,-10.94013449246727,93.39710384376461,-0.9736758818512881,-17.17063942199183,-10.892673047934364
2016-02-01,93.2852982114621,-0.08703578174616977,-9.686711988100448,-10.456867586973562,93.3002356736937,-0.10371646023730197,-9.587022735855022,-10.467158032376533
2016-03-01,93.05973671265983,-0.2417974784096888,-5.030301857955644,-10.041365499954658,93.02451225347409,-0.2955227478566358,-5.363514883664777,-10.097031118492183
2016-04-01,91.93170564278904,-1.2121580285078593,-6.0069310977761585,-10.570316884910746,91.88776192910817,-1.2219900936094041,-6.309176241544002,-10.608285784585847
2016-05-01,91.0655154182827,-0.9422105447189466,-9.183871678945133,-10.019799638302374,91.02108778855477,-0.9431877786097775,-9.418997546200302,-10.042389369155547
2016-06-01,92.3888191017759,1.4531336888777169,-2.852777951364771,-9.478647638522474,92.3301925330532,1.4382433525069738,-2.9522751730274854,-9.52539312285231
2016-07-01,92.18284868162672,-0.22293868690136387,1.0972233697638556,-5.966735544714941,92.082952420316,-0.26777818387920815,0.8524021557696493,-6.075076809599411
2016-08-01,91.91224574921871,-0.2935501953759245,3.771408274711874,-6.146699560540703,91.81803850804549,-0.2876905065568591,3.5485346362228,-6.222294130941519
2016-09-01,92.22642278396314,0.34182282478623094,-0.7012478049539528,-5.540307782974796,92.11972838318351,0.32857364417733237,-0.9086762028699291,-5.647844519637357
2016-10-01,92.96520434455087,0.8010519526690185,3.438261771160933,-5.051288676156518,92.8885305503246,0.8345684259327912,3.545547455051823,-5.1199815614017545
2016-11-01,93.18277471710103,0.2340342003055218,5.645023227810553,-2.6221127693460855,93.08896898860094,0.21578384014562246,5.652757877277503,-2.708886894569773
2016-12-01,92.25412740584619,-0.9965868842972014,0.12021330617022485,-2.136611212562234,92.1868445126675,-0.9690992238230778,0.29174864058205685,-2.256879834178527
2017-01-01,92.65751067280922,0.4372522707720927,-1.3173507129501383,-0.7594259127602365,92.6304602985625,0.4812137656301285,-1.1066888629812421,-0.8208429529940942
2017-02-01,95.66206476623356,3.242644953018403,11.075032326845724,2.5478468744171368,95.62038654257606,3.22780026610745,11.32920270067499,2.4867577794731366
2017-03-01,95.57359417834313,-0.09248241516280897,15.188322245073271,2.7013373930396156,95.60607372657786,-0.014968372870804991,15.682092207696652,2.775141100519307
2017-04-01,94.53710407399059,-1.0844942196255758,8.364408557230174,2.8340586231752507,94.66862282428205,-0.9805348821004922,9.096030461364846,3.0263669903281887
2017-05-01,97.4222176016666,3.0518319298398877,7.565510496134631,6.980361505874377,97.50447485045972,2.9955564384214206,8.117553627257678,7.122950537534867
2017-06-01,96.82587674767333,-0.6121199749645867,5.345036609014997,4.8025915787597295,96.8794359004302,-0.6410361688405808,5.434919866945753,4.927145977463887
2017-07-01,95.69660386562659,-1.1662924416265485,4.9970081084756535,3.811723367473019,95.84026272786254,-1.0726457714263393,5.043151987953465,4.080353864411457
2017-08-01,96.52148971532635,0.8619802755571504,-3.647270845293382,5.014831188744862,96.72393148103357,0.9220224653183617,-3.163837044683049,5.343060092226004
2017-09-01,96.03863233949268,-0.5002589343137798,-3.2127580512029574,4.133532929559114,96.3325182454939,-0.4046705190187905,-2.239087165578346,4.573167915548737
2017-10-01,95.96648259678543,-0.07512574986721088,1.1328407307905852,3.228388807828697,96.28819958979489,-0.04600591420861333,1.882661782508821,3.659944903131418
