target,candidate,horizon,window,model,origin,target_date,prediction,train_n
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar1,m0_ar,2026-06-01,2026-09-01,-0.6914459508277795,123
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar1,m1_controls,2026-06-01,2026-09-01,-1.963518328935977,123
ex_games_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar1,m2_tech,2026-06-01,2026-09-01,-1.9230460777522098,123
ex_games_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar1,m0_ar,2026-06-01,2026-07-01,-0.4116733246736154,125
ex_games_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar1,m1_controls,2026-06-01,2026-07-01,1.2752608150233942,125
ex_games_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar1,m2_tech,2026-06-01,2026-07-01,-0.43749482701475156,125
ex_games_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar1,m0_ar,2026-06-01,2026-08-01,-0.5012099701370947,124
ex_games_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar1,m1_controls,2026-06-01,2026-08-01,2.317043004572058,124
ex_games_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar1,m2_tech,2026-06-01,2026-08-01,-0.25407059664889287,124
ex_games_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar1,m0_ar,2026-06-01,2026-09-01,-0.6914459508277795,123
ex_games_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar1,m1_controls,2026-06-01,2026-09-01,3.374282442906405,123
ex_games_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar1,m2_tech,2026-06-01,2026-09-01,0.5582016216697697,123
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar1,m0_ar,2026-06-01,2026-07-01,-0.4116733246736154,125
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar1,m1_controls,2026-06-01,2026-07-01,1.2752608150233942,125
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar1,m2_tech,2026-06-01,2026-07-01,0.9056284547004348,125
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar1,m0_ar,2026-06-01,2026-08-01,-0.5012099701370947,124
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar1,m1_controls,2026-06-01,2026-08-01,2.317043004572058,124
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar1,m2_tech,2026-06-01,2026-08-01,1.6009798363108305,124
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar1,m0_ar,2026-06-01,2026-09-01,-0.6914459508277795,123
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar1,m1_controls,2026-06-01,2026-09-01,3.374282442906405,123
ex_games_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar1,m2_tech,2026-06-01,2026-09-01,2.228977932835972,123
headline_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.3045051757899198,124
headline_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.5142522607045846,124
headline_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.3217348170588586,123
headline_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.20509047423511295,123
headline_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.18110518181244506,122
headline_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-0.3330275574077363,122
headline_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.3045051757899198,124
headline_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.2416624542703627,124
headline_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.3217348170588586,123
headline_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.0228866822733063,123
headline_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.18110518181244506,122
headline_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,0.9885560913929488,122
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.3045051757899198,124
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.9631067071768497,124
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.3217348170588586,123
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.8281438710393453,123
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.18110518181244506,122
headline_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-0.7525611821419235,122
headline_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.3045051757899198,124
headline_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.31248556686825824,124
headline_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.3217348170588586,123
headline_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.32559849737942204,123
headline_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.18110518181244506,122
headline_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-0.17460205699779952,122
headline_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.3045051757899198,124
headline_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.13568640598863713,124
headline_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.3217348170588586,123
headline_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.020234738498846383,123
headline_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.18110518181244506,122
headline_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,0.8550253601638836,122
headline_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3572191339501069,84
headline_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.1698272051077723,84
headline_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.34346480628898957,84
headline_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.07794134620635665,83
headline_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.6997933032225925,83
headline_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.213406675696417,83
headline_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.124400926202897,82
headline_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-2.6766842228761707,82
headline_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,0.9297272318143919,82
headline_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3572191339501069,84
headline_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.1698272051077723,84
headline_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.2427557742054096,84
headline_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.07794134620635665,83
headline_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.6997933032225925,83
headline_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,0.986188291652883,83
headline_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.124400926202897,82
headline_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-2.6766842228761707,82
headline_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,0.6681075875360349,82
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.6549407663876099,124
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.6664209239674725,124
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.1959964175157518,123
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-1.1558569016700357,123
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-1.3386875242295435,122
headline_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-1.292395389461079,122
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.6549407663876099,124
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.4787252910820219,124
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.1959964175157518,123
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.8318107674671991,123
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-1.3386875242295435,122
headline_12m_pct,tw_epi_integrated_circuits_usd_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-0.8139058156284737,122
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.6549407663876099,124
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.6786306410031129,124
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.1959964175157518,123
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-1.2052692871767818,123
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-1.3386875242295435,122
headline_12m_pct,tw_epi_integrated_circuits_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-1.3416258275531814,122
headline_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,0.24391945795904513,124
headline_12m_pct,hk_ppi_tech_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-1.2106228005260764,124
headline_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.07220087616270732,123
headline_12m_pct,hk_ppi_tech_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-2.798584410198499,123
headline_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,0.38152653974966133,122
headline_12m_pct,hk_ppi_tech_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-3.1044965649508747,122
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.3574733678093865,124
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,0.24391945795904513,124
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.13617597678468168,124
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.3528529859718943,123
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-0.07220087616270732,123
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,-0.7126633668921074,123
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.2897779943955386,122
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,0.38152653974966133,122
headline_12m_pct,hk_ppi_tech_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-0.712029577158269,122
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.5095215743017889,124
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.1574150466187022,124
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,0.1801513537660825,123
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.3998645692661245,123
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.067448115653431,122
ex_games_12m_pct,jp_epi_electronics_yen_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,1.813144321972283,122
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.5095215743017889,124
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.06044128104327895,124
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,0.1801513537660825,123
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.270442268803252,123
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.067448115653431,122
ex_games_12m_pct,jp_epi_electronics_contract_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,1.718838845378008,122
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.5095215743017889,124
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.025472556654020595,124
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,0.1801513537660825,123
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.269795909170192,123
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.067448115653431,122
ex_games_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,1.8249401839912578,122
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.5095215743017889,124
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.5041447493598672,124
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,0.1801513537660825,123
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,0.18964302750829287,123
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.067448115653431,122
ex_games_12m_pct,jp_ppi_electronic_components_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,-0.04089773792200124,122
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-0.5095215743017889,124
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,0.4992762056063714,124
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,0.1801513537660825,123
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,1.3900851808036063,123
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-0.5649634489705277,122
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-0.067448115653431,122
ex_games_12m_pct,jp_ppi_information_communications_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,2.791590831919749,122
ex_games_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-1.1614848073074637,84
ex_games_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.5331031442800904,84
ex_games_12m_pct,kr_epi_tech_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.19879734936960514,84
ex_games_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.5873533952334126,83
ex_games_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.719267251709039,83
ex_games_12m_pct,kr_epi_tech_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,0.9582907783176198,83
ex_games_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-1.179946570965728,82
ex_games_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-3.6421966274482624,82
ex_games_12m_pct,kr_epi_tech_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,1.2317980761701781,82
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-1.1614848073074637,84
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.5331031442800904,84
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-0.3144588217680653,84
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.5873533952334126,83
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.719267251709039,83
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,2,expanding_ar2,m2_tech,2026-06-01,2026-08-01,0.7224891479168063,83
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar2,m0_ar,2026-06-01,2026-09-01,-1.179946570965728,82
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar2,m1_controls,2026-06-01,2026-09-01,-3.6421966274482624,82
ex_games_12m_pct,kr_epi_tech_gbp_12m_pct,3,expanding_ar2,m2_tech,2026-06-01,2026-09-01,0.8581423669574506,82
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar2,m0_ar,2026-06-01,2026-07-01,-0.8572784041033522,124
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar2,m1_controls,2026-06-01,2026-07-01,-1.340287981294524,124
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,1,expanding_ar2,m2_tech,2026-06-01,2026-07-01,-1.3157467120692754,124
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar2,m0_ar,2026-06-01,2026-08-01,-0.36113362427392437,123
ex_games_12m_pct,tw_epi_integrated_circuits_twd_12m_pct,2,expanding_ar2,m1_controls,2026-06-01,2026-08-01,-1.4369775942750933,123
