target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts,mae,rmse,bias,benchmark_mae,benchmark_rmse,mae_ratio,rmse_ratio,direction_accuracy,dm_loss_gain_z,dm_two_sided_p,clark_west_z,clark_west_one_sided_p,clark_west_fdr_q
headline_12m_pct,four_country_ridge,1,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,25,1.7137423791514461,2.3478391749594625,-0.7829928591151237,1.6167309626237167,2.104678340561386,1.0600046753420829,1.1155334901832161,0.72,-1.6692492799416432,0.09506798740781604,-1.0556918697849542,0.8544454935997323,0.8544454935997323
headline_12m_pct,four_country_ridge,1,expanding_ar2_ridge_tscv,post_2022,m3_ridge_all,m0_ar,25,1.7137423791514461,2.3478391749594625,-0.7829928591151237,1.6167309626237167,2.104678340561386,1.0600046753420829,1.1155334901832161,0.72,-1.6692492799416432,0.09506798740781604,-1.0556918697849542,0.8544454935997323,0.8544454935997323
headline_12m_pct,four_country_ridge,1,expanding_ar2_ridge_tscv,ex_pandemic,m3_ridge_all,m0_ar,25,1.7137423791514461,2.3478391749594625,-0.7829928591151237,1.6167309626237167,2.104678340561386,1.0600046753420829,1.1155334901832161,0.72,-1.6692492799416432,0.09506798740781604,-1.0556918697849542,0.8544454935997323,0.8544454935997323
headline_12m_pct,four_country_ridge,2,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,24,1.9614833698511032,2.4151761179191475,-1.1437967207997521,1.6660464472464682,2.1321851309959428,1.1773281429775944,1.1327234595201496,0.5833333333333334,-1.9594408018367169,0.05006118626186824,-0.5969959631750746,0.724744962107863,0.724744962107863
headline_12m_pct,four_country_ridge,2,expanding_ar2_ridge_tscv,post_2022,m3_ridge_all,m0_ar,24,1.9614833698511032,2.4151761179191475,-1.1437967207997521,1.6660464472464682,2.1321851309959428,1.1773281429775944,1.1327234595201496,0.5833333333333334,-1.9594408018367169,0.05006118626186824,-0.5969959631750746,0.724744962107863,0.724744962107863
headline_12m_pct,four_country_ridge,2,expanding_ar2_ridge_tscv,ex_pandemic,m3_ridge_all,m0_ar,24,1.9614833698511032,2.4151761179191475,-1.1437967207997521,1.6660464472464682,2.1321851309959428,1.1773281429775944,1.1327234595201496,0.5833333333333334,-1.9594408018367169,0.05006118626186824,-0.5969959631750746,0.724744962107863,0.724744962107863
headline_12m_pct,four_country_ridge,3,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,22,2.1604148390642197,2.7123256995981326,-1.776780959541741,1.8129403814206626,2.421546417033648,1.191663477301591,1.120079995377782,0.6363636363636364,-1.6505105883368305,0.09883854949382613,0.05126248859500113,0.4795581792743924,0.4795581792743924
headline_12m_pct,four_country_ridge,3,expanding_ar2_ridge_tscv,post_2022,m3_ridge_all,m0_ar,22,2.1604148390642197,2.7123256995981326,-1.776780959541741,1.8129403814206626,2.421546417033648,1.191663477301591,1.120079995377782,0.6363636363636364,-1.6505105883368305,0.09883854949382613,0.05126248859500113,0.4795581792743924,0.4795581792743924
headline_12m_pct,four_country_ridge,3,expanding_ar2_ridge_tscv,ex_pandemic,m3_ridge_all,m0_ar,22,2.1604148390642197,2.7123256995981326,-1.776780959541741,1.8129403814206626,2.421546417033648,1.191663477301591,1.120079995377782,0.6363636363636364,-1.6505105883368305,0.09883854949382613,0.05126248859500113,0.4795581792743924,0.4795581792743924
headline_12m_pct,four_country_ridge,4,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,20,2.1846817982154025,2.6339015248283166,-1.824580738207489,1.9874915025638373,2.4758598982901523,1.0992156672857178,1.0638330249006855,0.6,-1.2082559261276715,0.22694883576588853,0.17076018429839046,0.43220616874701095,0.43220616874701095
headline_12m_pct,four_country_ridge,4,expanding_ar2_ridge_tscv,post_2022,m3_ridge_all,m0_ar,20,2.1846817982154025,2.6339015248283166,-1.824580738207489,1.9874915025638373,2.4758598982901523,1.0992156672857178,1.0638330249006855,0.6,-1.2082559261276715,0.22694883576588853,0.17076018429839046,0.43220616874701095,0.43220616874701095
headline_12m_pct,four_country_ridge,4,expanding_ar2_ridge_tscv,ex_pandemic,m3_ridge_all,m0_ar,20,2.1846817982154025,2.6339015248283166,-1.824580738207489,1.9874915025638373,2.4758598982901523,1.0992156672857178,1.0638330249006855,0.6,-1.2082559261276715,0.22694883576588853,0.17076018429839046,0.43220616874701095,0.43220616874701095
headline_12m_pct,four_country_ridge,5,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,18,2.303556656982705,2.80558353193469,-2.0026732227949293,2.0371036818280452,2.5192036885611078,1.130799908483574,1.1136787170779168,0.5555555555555556,-1.9827539076485878,0.04739492483765368,-1.0856126097727794,0.861174790721277,0.861174790721277
headline_12m_pct,four_country_ridge,5,expanding_ar2_ridge_tscv,post_2022,m3_ridge_all,m0_ar,18,2.303556656982705,2.80558353193469,-2.0026732227949293,2.0371036818280452,2.5192036885611078,1.130799908483574,1.1136787170779168,0.5555555555555556,-1.9827539076485878,0.04739492483765368,-1.0856126097727794,0.861174790721277,0.861174790721277
headline_12m_pct,four_country_ridge,5,expanding_ar2_ridge_tscv,ex_pandemic,m3_ridge_all,m0_ar,18,2.303556656982705,2.80558353193469,-2.0026732227949293,2.0371036818280452,2.5192036885611078,1.130799908483574,1.1136787170779168,0.5555555555555556,-1.9827539076485878,0.04739492483765368,-1.0856126097727794,0.861174790721277,0.861174790721277
headline_12m_pct,four_country_ridge,6,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,17,2.459695293236067,2.95966339959677,-2.302554112110594,2.271518113043461,2.821479250936544,1.082842033753576,1.0489757805641695,0.47058823529411764,-2.649026906567521,0.008072390451158403,-1.8722770854410264,0.969415860375832,0.969415860375832
headline_12m_pct,four_country_ridge,6,expanding_ar2_ridge_tscv,post_2022,m3_ridge_all,m0_ar,17,2.459695293236067,2.95966339959677,-2.302554112110594,2.271518113043461,2.821479250936544,1.082842033753576,1.0489757805641695,0.47058823529411764,-2.649026906567521,0.008072390451158403,-1.8722770854410264,0.969415860375832,0.969415860375832
headline_12m_pct,four_country_ridge,6,expanding_ar2_ridge_tscv,ex_pandemic,m3_ridge_all,m0_ar,17,2.459695293236067,2.95966339959677,-2.302554112110594,2.271518113043461,2.821479250936544,1.082842033753576,1.0489757805641695,0.47058823529411764,-2.649026906567521,0.008072390451158403,-1.8722770854410264,0.969415860375832,0.969415860375832
headline_12m_pct,four_country_ridge,7,expanding_ar2_ridge_tscv,full,m3_ridge_all,m0_ar,15,2.5065526779908733,2.975115006869105,-2.3395715376936357,2.55145852084314,3.06829010528527,0.9823999322405494,0.9696328915392757,0.7333333333333333,1.7526254796200464,0.07966631473304091,2.092617808709765,0.01819164276573191,0.01819164276573191
