target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts_baseline,rmse_baseline,benchmark_rmse_baseline,rmse_ratio_baseline,clark_west_one_sided_p_baseline,clark_west_fdr_q_baseline,n_forecasts_covid_dummy,rmse_covid_dummy,benchmark_rmse_covid_dummy,rmse_ratio_covid_dummy,clark_west_one_sided_p_covid_dummy,clark_west_fdr_q_covid_dummy,delta_n_forecasts,delta_rmse,delta_benchmark_rmse,delta_rmse_ratio,delta_clark_west_one_sided_p,delta_clark_west_fdr_q
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pre_2020,m1_oecd_weighted,m0_controls,40,3.3296628049078714,3.4954307828843545,0.9525758087420358,0.0429904829829281,0.0429904829829281,40,3.3296628049078687,3.495430782884355,0.952575808742035,0.042990482982928,0.042990482982928,0,-2.6645352591003757e-15,4.440892098500626e-16,-8.881784197001252e-16,-9.71445146547012e-17,-9.71445146547012e-17
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pre_2020,m2_asia_factor,m0_controls,40,3.177780727238724,3.4954307828843545,0.9091242037459222,0.0640664132604029,0.0640664132604029,40,3.1777807272387237,3.495430782884355,0.909124203745922,0.06406641326040284,0.06406641326040284,0,-4.440892098500626e-16,4.440892098500626e-16,-2.220446049250313e-16,-5.551115123125783e-17,-5.551115123125783e-17
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pre_2020,m3_asia_ridge,m0_controls,40,3.373457299367925,3.4954307828843545,0.9651048780271428,0.0034778998737159,0.0034778998737159,40,3.373457299367939,3.495430782884355,0.9651048780271466,0.003477899873715795,0.003477899873715795,0,1.4210854715202004e-14,4.440892098500626e-16,3.774758283725532e-15,-1.0495077029659683e-16,-1.0495077029659683e-16
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pre_2020,m3_asia_ridge,m0_ridge_controls,40,3.373457299367925,3.443293671546682,0.9797181481336188,0.0130933652684054,0.0130933652684054,40,3.373457299367939,3.4432936715466815,0.9797181481336232,0.0130933652684054,0.0130933652684054,0,1.4210854715202004e-14,-4.440892098500626e-16,4.440892098500626e-15,0.0,0.0
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pre_2020,m2_asia_factor,m1_oecd_weighted,40,3.177780727238724,3.3296628049078714,0.9543851475154556,0.1956236160306991,0.1956236160306991,40,3.1777807272387237,3.3296628049078687,0.9543851475154561,0.19562361603069958,0.19562361603069958,0,-4.440892098500626e-16,-2.6645352591003757e-15,5.551115123125783e-16,4.718447854656915e-16,4.718447854656915e-16
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pandemic_2020_2022,m0_ridge_controls,m0_controls,36,3.698988786789597,3.757991820082727,0.9842993183279916,0.0713941034255402,0.0713941034255402,36,3.985864335722461,4.039103991305624,0.9868189440782499,0.07876493279337164,0.07876493279337164,0,0.2868755489328638,0.281112171222897,0.0025196257502583252,0.007370829367831441,0.007370829367831441
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pandemic_2020_2022,m4_asia_ols,m0_controls,36,4.068920799199615,3.757991820082727,1.0827380670323128,0.4780778609763895,0.4780778609763895,36,4.1828774186902535,4.039103991305624,1.035595376522642,0.2535633347462115,0.2535633347462115,0,0.11395661949063829,0.281112171222897,-0.04714269050967079,-0.22451452623017798,-0.22451452623017798
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pandemic_2020_2022,m1_oecd_weighted,m0_controls,36,4.0026078882105365,3.757991820082727,1.06509223006303,0.9311471085310046,0.9311471085310046,36,4.197114265123666,4.039103991305624,1.0391201301472226,0.822312710144113,0.822312710144113,0,0.19450637691312966,0.281112171222897,-0.02597209991580751,-0.10883439838689157,-0.10883439838689157
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pandemic_2020_2022,m2_asia_factor,m0_controls,36,4.159819826634932,3.757991820082727,1.1069262589675777,0.8945337236762441,0.8945337236762441,36,4.315464369786389,4.039103991305624,1.0684212090294392,0.8912894713463179,0.8912894713463179,0,0.15564454315145682,0.281112171222897,-0.038505049938138525,-0.0032442523299262005,-0.0032442523299262005
uk_ipi_c26_12m_pct,asia_to_import,2,expanding_ar2_min36,pandemic_2020_2022,m3_asia_ridge,m0_controls,36,3.931472845247211,3.757991820082727,1.0461632258583962,0.4318573476773496,0.4318573476773496,36,4.177777086428056,4.039103991305624,1.0343326379862792,0.3221723945610673,0.3221723945610673,0,0.24630424118084449,0.281112171222897,-0.011830587872116993,-0.10968495311628235,-0.10968495311628235
