origin,scenario,scenario_label,target,target_label,target_group,horizon,baseline_forecast,scenario_forecast,incremental_annual_inflation_pp,approx_standard_error,approx_lower_90,approx_upper_90,model,model_n
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,1,-0.6415491680306197,-1.057223665541389,-0.41567449751076924,0.20321007544025646,-0.7275513307277138,-0.06853188325990252,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,2,0.4075717349508323,-0.5318778241210402,-0.9394495590718726,0.39860655201547757,-1.566114781825292,-0.24575458228708652,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,3,1.1070755921169124,-0.5010642941764065,-1.608139886293319,0.6455360073978526,-2.628138798407994,-0.5358849719987303,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,4,1.7135108763968863,-0.6479841111522451,-2.3614949875491313,0.9297207948774728,-3.8710831617562995,-0.8562764228988895,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,5,2.1450793513269937,-1.070069964295039,-3.2151493156220328,1.2608980768348206,-5.307587440160207,-1.2133186519754966,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,6,2.445269020156591,-1.7308076023334527,-4.176076622490044,1.6438613911334945,-6.934724570589608,-1.6199700591942818,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,7,2.621394951592395,-2.6307695644437534,-5.2521645160361485,2.0831093597726085,-8.767856361762528,-2.029181665374996,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,8,2.692400590001953,-3.764228002593102,-6.456628592595055,2.5859675650464724,-10.881058587923928,-2.494802303956024,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,9,2.671806271911243,-5.127744508728103,-7.799550780639346,3.158554616836012,-13.25363628192414,-2.9990423080209276,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,10,2.572783980809705,-6.71784726842329,-9.290631249232995,3.8071234208527605,-15.939062072136172,-3.52854513849392,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,11,2.406516855797333,-8.531144043561282,-10.937660899358615,4.537589847510198,-18.850519367114245,-4.114835350266494,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,12,2.182890355396259,-10.564284585686199,-12.747174941082458,5.355834700321855,-22.15537056707382,-4.763194743346688,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,0,-0.2218421542170778,-0.2218421542170778,0.0,0.0,0.0,0.0,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,1,0.4363893810161057,0.6007569318130799,0.16436755079697418,0.05396132552795301,0.08231645788591045,0.25682812370893787,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,2,1.6311506668426,2.3636090616743557,0.7324583948317558,0.22171125488088278,0.36204439090291113,1.0995552804111517,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,3,2.4614374748296775,4.194088735813129,1.732651260983452,0.5128267340152642,0.8253353649033633,2.573910005290488,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,4,3.1757833955588985,6.370595178818114,3.1948117832592153,0.9446887989936047,1.57520770358829,4.774257332011367,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,5,3.6977693112061725,8.801814540480864,5.104045229274691,1.5160936090465509,2.515426946231445,7.65856272786236,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,6,4.07097680367887,11.515198905589735,7.4442221019108645,2.231824026543805,3.749642702432492,11.239388400598628,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,7,4.304595792167829,14.144110649895271,9.839514857727442,2.9911331216592543,4.937791741070745,15.159916926790991,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,8,4.418589193022095,16.810055636358033,12.391466443335938,3.839811711269426,6.254705831409584,19.437884207363194,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,9,4.427618448329199,19.446076276386314,15.018457828057116,4.759514252007469,7.431102267846823,23.65127306742085,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,10,4.345784779882321,22.073772736955306,17.727987957072983,5.76441698759495,8.737315097739888,28.451686232563112,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,11,4.185126840718189,24.68629890561172,20.50117206489353,6.853317224368837,9.95554430439055,33.44253402093229,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,12,3.9562810565835056,27.28594547992521,23.329664423341704,8.032888455612394,11.361310538361103,38.96795993543799,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,0,-0.2218421542170778,-0.2218421542170778,0.0,0.0,0.0,0.0,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,1,0.4363893810161057,0.2448066026839254,-0.1915827783321803,0.06289599508544083,-0.29935255015617723,-0.09594604061312684,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,2,1.6311506668426,1.4156908093681526,-0.2154598574744473,0.07355255559269556,-0.33978445627202003,-0.09238342420100569,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,3,2.4614374748296775,2.3535828919771196,-0.10785458285255789,0.03944726722732906,-0.17009996456265325,-0.04446287820261812,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,4,3.1757833955588985,3.3595663273923853,0.1837829318334867,0.06025927427333077,0.08340555921438259,0.2770976822220028,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,5,3.6977693112061725,4.336964182771894,0.6391948715657212,0.18642803267846583,0.33044979515606293,0.9419083843894122,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,6,4.07097680367887,5.316864719530968,1.245887915852098,0.36116632961610856,0.6268415863812596,1.8473596011407427,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,7,4.304595792167829,6.2893163226990705,1.9847205305312414,0.579176431356275,0.993924934707413,2.9612424826943773,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,8,4.418589193022095,7.257549697310058,2.8389605042879626,0.8393591758016562,1.4264253039543877,4.24280698166879,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,9,4.427618448329199,8.220561055221616,3.7929426068924164,1.1404737894189505,1.9267177361137786,5.792492140473402,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,10,4.345784779882321,9.178706603463786,4.832921823581465,1.4821871102221351,2.447814104800213,7.538885214515728,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,11,4.185126840718189,10.131905528968534,5.946778688250346,1.8645148795107624,2.961979475710571,9.338500096847001,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,sustained,Sustained pressure,historical_ex_games_12m_pct,Technology CPI ex-games,basket,12,3.9562810565835056,11.08021722212889,7.123936165545385,2.2880384036510444,3.5200105342310244,11.442036300754419,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,0,-0.2218421542170778,-0.2218421542170778,0.0,0.0,0.0,0.0,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,1,0.4363893810161057,-0.12268474356547865,-0.5590741245815843,0.18354219360526955,-0.8735663318842162,-0.2799883639324112,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,2,1.6311506668426,0.4370380981130625,-1.1941125687295373,0.3544833916036147,-1.801404498916657,-0.6065192246819013,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,3,2.4614374748296775,0.4534021224131356,-2.0080353524165417,0.5934721726214839,-3.0107655201025123,-0.998503424736768,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,4,3.1757833955588985,0.2509105525448215,-2.924872843014077,0.8686560483290368,-4.384187397634951,-1.4675666729827557,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,5,3.6977693112061725,-0.2726505147924102,-3.9704198259985826,1.196882437324096,-6.070832370755109,-2.015691863464325,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,6,4.07097680367887,-1.082438745396972,-5.1534155490758415,1.5806810931604456,-8.03414924532398,-2.6164707902586386,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,7,4.304595792167829,-2.179137811286658,-6.483733603454487,2.027945153223521,-10.169933047618867,-3.2460194407420864,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,8,4.418589193022095,-3.5606724821117104,-7.979261675133806,2.54710655913476,-12.692879415246114,-3.9447623790208963,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,9,4.427618448329199,-5.22510678589977,-9.65272523422897,3.1465165234693124,-15.541282772446216,-4.7336138121684685,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,10,4.345784779882321,-7.171139754420597,-11.516924534302918,3.8348812050127536,-18.706018138023595,-5.561632256017323,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,11,4.185126840718189,-9.397276324052322,-13.582403164770511,4.620994356481916,-22.501513446464937,-6.568855140766089,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,12,3.9562810565835056,-11.902093601561269,-15.858374658144776,5.513938809842024,-26.454530418176347,-7.653272489073431,statsmodels_ardl_ar2_factor_lags_0_2,155
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,0,-0.0420956670550975,-0.0420956670550975,0.0,0.0,0.0,0.0,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,1,0.5997934969566077,0.7056251681656198,0.10583167120901216,0.03320486301373033,0.049485697958763564,0.15657084674666039,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,2,1.3707877774036936,1.813902399590281,0.44311462218658737,0.14631781608040606,0.19812150360579087,0.6750812974148952,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,3,2.0008200193333026,2.998686070419669,0.9978660510863664,0.3435261891114782,0.41403892493506794,1.5502326099721933,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,4,2.5074285923934805,4.308587886469517,1.8011592940760361,0.6218874133605244,0.7455460556022517,2.7872539798691647,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,5,2.8883683063258245,5.727286056802943,2.8389177504771186,0.9764094141458975,1.202140532805238,4.402394533813797,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,6,3.1582113585278884,7.251529045344906,4.093317686817018,1.4019614253058912,1.7955323461052015,6.351838376211945,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,7,3.3316827224080647,8.646626468614153,5.3149437462060884,1.8263131526567056,2.298051644129577,8.252675589653302,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,8,3.423272992272543,10.046742792832372,6.623469800559829,2.2611733130538347,2.932977443622512,10.337298434807698,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,9,3.446023556263941,11.364854651542137,7.918831095278196,2.706504421549198,3.52745653799379,12.395658840374281,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,10,3.4114206123635262,12.621960255965444,9.210539643601917,3.160181050893523,4.153759878380059,14.43067399968374,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,11,3.32943690803662,13.817670835782035,10.488233927745416,3.621839334482099,4.670745956060343,16.585611766555804,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,intensifying,Intensifying pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,12,3.208673675174795,14.955613782638974,11.746940107464178,4.091082897676138,5.2095811953685445,18.70936385308782,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,0,-0.0420956670550975,-0.0420956670550975,0.0,0.0,0.0,0.0,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,1,0.5997934969566077,0.47643870151523426,-0.1233547954413734,0.03870277241137193,-0.18249513167351608,-0.057679313566930256,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,2,1.3707877774036936,1.2652721103196756,-0.10551566708401805,0.048754668133062486,-0.1848222292689548,-0.02511242698611818,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,3,2.0008200193333026,1.9579580522569773,-0.04286196707632528,0.022743977443654806,-0.08111429836307087,-0.006966333207445021,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,4,2.5074285923934805,2.6284911031633515,0.12106251076987107,0.04737977019088682,0.044853644833584935,0.1941369357189004,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,5,2.8883683063258245,3.2643367058885024,0.3759683995626779,0.13501044250958275,0.14980938551670983,0.5861073448993656,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,6,3.1582113585278884,3.8698438905581014,0.711632532030213,0.24893797591759995,0.2861651177408929,1.0969463113717084,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,7,3.3316827224080647,4.445957156415939,1.114274434007874,0.3843296529207666,0.46399239960370064,1.7273665291804916,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,8,3.423272992272543,4.99420205359213,1.5709290613195872,0.5375175227542653,0.682124594407455,2.4394189549348884,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,9,3.446023556263941,5.515907300991512,2.069883744727571,0.7054854496150692,0.9007028794727321,3.2069166626896948,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,10,3.4114206123635262,6.0123614390407045,2.6009408266771783,0.8857496004997777,1.1530879397361387,4.034879450106686,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,11,3.32943690803662,6.484785903823486,3.155348995786866,1.0763302299407254,1.4023210777317254,4.9453584219950635,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,sustained,Sustained pressure,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,12,3.208673675174795,6.934343940391397,3.725670265216602,1.275675350840693,1.6735961161993547,5.811659235617219,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,0,-0.0420956670550975,-0.0420956670550975,0.0,0.0,0.0,0.0,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,1,0.5997934969566077,0.2398212965600216,-0.35997220039658606,0.11294187709946973,-0.5325546840325479,-0.16831894818325513,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,2,1.3707877774036936,0.6988535201458221,-0.6719342572578715,0.24361392020492753,-1.053874867118752,-0.259685184659816,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,3,2.0008200193333026,0.8834863937820976,-1.117333625551205,0.3900761926855892,-1.744580740858306,-0.45158758786486414,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,4,2.5074285923934805,0.8939203549440169,-1.6135082374494636,0.5550834118268982,-2.511733511807852,-0.6927743951793266,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,5,2.8883683063258245,0.721530874170255,-2.1668374321555697,0.7394672342457413,-3.356762286048673,-0.9376933603652741,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,6,3.1582113585278884,0.37851398179067286,-2.7796973767372153,0.9465423606478504,-4.297681758446943,-1.219225474957942,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,7,3.3316827224080647,-0.12205000196276028,-3.453732724370825,1.177533947664107,-5.416414389643117,-1.5302523125829348,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,8,3.423272992272543,-0.7754622575920658,-4.198735249864609,1.4356823143170718,-6.568997831701129,-1.8667537993264423,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,9,3.446023556263941,-1.5722758795424083,-5.018299435806349,1.7234780582991645,-7.865467660541333,-2.2347403386973577,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,10,3.4114206123635262,-2.5059519213368726,-5.917372533700399,2.0430805224823905,-9.3539906379445,-2.635412049268938,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,11,3.32943690803662,-3.5697870325195367,-6.899223940556157,2.3963646021570346,-10.987758099739997,-3.070409169497947,statsmodels_ardl_ar2_factor_lags_0_2,124
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,12,3.208673675174795,-4.757496688818792,-7.966170363993587,2.784945040279869,-12.709728718153595,-3.5407863477125265,statsmodels_ardl_ar2_factor_lags_0_2,124
