date,oecd_chn_targeted_contribution_pct,oecd_hkg_targeted_contribution_pct,oecd_jpn_targeted_contribution_pct,oecd_kor_targeted_contribution_pct,oecd_twn_targeted_contribution_pct,oecd_asia_c26_targeted_gbp_contribution_pct,oecd_asia_c26_targeted_gbp_12m_pct,oecd_chn_bls_contribution_pct,oecd_jpn_bls_contribution_pct,oecd_nie_bls_contribution_pct,oecd_asia_c26_bls_gbp_contribution_pct,oecd_asia_c26_bls_gbp_12m_pct,ex_games_cpi_weight_per_1000,oecd_asia_ex_games_targeted_mechanical_pp,oecd_asia_ex_games_bls_mechanical_pp
1995-03-01,,,,,,,,,,,,,4.0,,
1995-04-01,,,,,,,,,,,,,4.0,,
1995-05-01,,,,,,,,,,,,,4.0,,
1995-06-01,,,,,,,,,,,,,4.0,,
1995-07-01,,,,,,,,,,,,,4.0,,
1995-08-01,,,,,,,,,,,,,4.0,,
1995-09-01,,,,,,,,,,,,,4.0,,
1995-10-01,,,,,,,,,,,,,4.0,,
1995-11-01,,,,,,,,,,,,,4.0,,
1995-12-01,,,,,,,,,,,,,4.0,,
1996-01-01,,,-0.009303313904324179,,,,,,,,,,5.0,,
1996-02-01,,,-0.08366667012548218,,,,,,,,,,5.0,,
1996-03-01,,,-0.13983448404645843,,,,,,,,,,5.0,,
1996-04-01,,,-0.2122874658057854,,,,,,,,,,5.0,,
1996-05-01,,,-0.268647470581576,,,,,,,,,,5.0,,
1996-06-01,,,-0.3982930538277204,,,,,,,,,,5.0,,
1996-07-01,,,-0.438209791491869,,,,,,,,,,5.0,,
1996-08-01,,,-0.41928728010273864,,,,,,,,,,5.0,,
1996-09-01,,,-0.44367190934285833,,,,,,,,,,5.0,,
1996-10-01,,,-0.4996106322345011,,,,,,,,,,5.0,,
1996-11-01,,,-0.6626852361975929,,,,,,,,,,5.0,,
1996-12-01,,,-0.7177636056847566,,,,,,,,,,5.0,,
1997-01-01,,,-0.7164295995333374,,,,,,,,,,4.0,,
1997-02-01,,,-0.6375419610949076,,,,,,,,,,4.0,,
1997-03-01,,,-0.5913715687862672,,,,,,,,,,4.0,,
1997-04-01,,,-0.6545965185779666,,,,,,,,,,4.0,,
1997-05-01,,,-0.5582378216177081,,,,,,,,,,4.0,,
1997-06-01,,,-0.4495283506975751,,,,,,,,,,4.0,,
1997-07-01,,,-0.466386649694226,,,,,,,,,,4.0,,
1997-08-01,,,-0.36679983605592276,,,,,,,,,,4.0,,
1997-09-01,,,-0.3352686793989926,,,,,,,,,,4.0,,
1997-10-01,,,-0.3125604987294147,,,,,,,,,,4.0,,
1997-11-01,,,-0.29730088817484557,,,,,,,,,,4.0,,
1997-12-01,,,-0.2566844855590508,,,,,,,,,,4.0,,
1998-01-01,,,-0.17681885570984643,,,,,,,,,,4.0,,
1998-02-01,,,-0.20395502486524028,,,,,,,,,,4.0,,
1998-03-01,,,-0.33477995836095714,,,,,,,,,,4.0,,
1998-04-01,,,-0.2981900589781309,,,,,,,,,,4.0,,
1998-05-01,,,-0.3099014796462573,,,,,,,,,,4.0,,
1998-06-01,,,-0.34205583080936824,,,,,,,,,,4.0,,
1998-07-01,,,-0.2837029386043174,,,,,,,,,,4.0,,
1998-08-01,,,-0.3934057455762456,,,,,,,,,,4.0,,
1998-09-01,,,-0.38621972354335515,,,,,,,,,,4.0,,
1998-10-01,,,-0.22123230825991252,,,,,,,,,,4.0,,
1998-11-01,,,-0.016379589930342664,,,,,,,,,,4.0,,
1998-12-01,,,-0.012098737961181168,,,,,,,,,,4.0,,
1999-01-01,,,0.00019591999063959623,,-0.9452833690132088,,,,,,,,4.0,,
1999-02-01,,,0.013499215626957474,,-0.9036685673652282,,,,,,,,4.0,,
1999-03-01,,,0.08730307145389629,,-0.8505253306638049,,,,,,,,4.0,,
1999-04-01,,,0.14629956003200423,,-0.8736996353634562,,,,,,,,4.0,,
1999-05-01,,,0.06886424693308935,,-1.3825516573771324,,,,,,,,4.0,,
1999-06-01,,,0.18111287742965007,,-1.5251365710389102,,,,,,,,4.0,,
1999-07-01,,,0.23721535936313537,,-1.0506740807383659,,,,,,,,4.0,,
1999-08-01,,,0.23591376191040278,,-0.7447660178359818,,,,,,,,4.0,,
1999-09-01,,,0.32262631400788216,,-0.27965000492739434,,,,,,,,4.0,,
1999-10-01,,,0.15117691059615934,,0.7512774446181181,,,,,,,,4.0,,
1999-11-01,,,0.1903626548198739,,0.6472687829416184,,,,,,,,4.0,,
1999-12-01,,,0.20895367477469828,,0.39432424770685626,,,,,,,,4.0,,
2000-01-01,,,-0.05326029476879346,,0.3380488706528218,,,,,,,,3.0,,
2000-02-01,,,-0.018186155824858816,,0.7984405319878697,,,,,,,,3.0,,
2000-03-01,,,0.08705585703418985,,1.1332671263119443,,,,,,,,3.0,,
2000-04-01,,,0.05616507372335099,,1.8034072651050566,,,,,,,,3.0,,
2000-05-01,,,0.2372401590311551,,3.6043810526281272,,,,,,,,3.0,,
2000-06-01,,,0.22206780091147788,,4.75960170820749,,,,,,,,3.0,,
2000-07-01,,,0.14618538622800464,,3.281597437716227,,,,,,,,3.0,,
2000-08-01,,,0.18833017767985652,,2.9195482341799015,,,,,,,,3.0,,
2000-09-01,,,0.2409402156385554,,2.837866891526235,,,,,,,,3.0,,
2000-10-01,,,0.21962391705239193,,1.1575926906296299,,,,,,,,3.0,,
2000-11-01,,,0.1608797396227651,,0.9127766723511351,,,,,,,,3.0,,
2000-12-01,,,-2.7818083067528347e-05,,-0.03721816585967596,,,,,,,,3.0,,
2001-01-01,,,0.09050520727062732,,0.45529146038437424,,,,,,,,4.0,,
2001-02-01,,,0.08090839574306946,,-0.4231301334468873,,,,,,,,4.0,,
2001-03-01,,,-0.03664694480331165,,-0.6392778678809726,,,,,,,,4.0,,
2001-04-01,,,-0.05084440029268166,,-0.9996579868667983,,,,,,,,4.0,,
2001-05-01,,,-0.16434807287731631,,-1.8899021342020172,,,,,,,,4.0,,
2001-06-01,,,-0.1926097428223367,,-2.123969136971928,,,,,,,,4.0,,
2001-07-01,,,-0.24198968359200557,,-2.043540843971633,,,,,,,,4.0,,
2001-08-01,,,-0.2910393738224675,,-2.1712398989593136,,,,,,,,4.0,,
2001-09-01,,,-0.45141052014081584,,-2.409070582209329,,,,,,,,4.0,,
2001-10-01,,,-0.43219804671271334,,-2.084461712955314,,,,,,,,4.0,,
2001-11-01,,,-0.45108746469313404,,-1.8552183531385524,,,,,,,,4.0,,
2001-12-01,,,-0.3948109748185974,,-1.2552855357800627,,,,,,,,4.0,,
2002-01-01,,,-0.3241001693020575,,-1.3549990971205417,,,,,,,,5.0,,
2002-02-01,,,-0.3453981855128713,,-0.5904399624500994,,,,,,,,5.0,,
2002-03-01,,,-0.2669698157994275,,-0.4654585522737425,,,,,,,,5.0,,
2002-04-01,,,-0.34084540023666876,,-0.6127452062069562,,,,,,,,5.0,,
2002-05-01,,,-0.3905387353262492,,-0.46392099481270926,,,,,,,,5.0,,
2002-06-01,,,-0.44692631992957527,,-0.6649360952426158,,,,,,,,5.0,,
2002-07-01,,,-0.4786954774532932,,-0.8023070664888422,,,,,,,,5.0,,
2002-08-01,,,-0.4632293710608466,,-0.6996845001522857,,,,,,,,5.0,,
2002-09-01,,,-0.46921160495102493,,-0.6774717018115656,,,,,,,,5.0,,
2002-10-01,,,-0.48511712707742116,,-0.586761680224429,,,,,,,,5.0,,
2002-11-01,,,-0.49964178459795433,,-0.6193993783519542,,,,,,,,5.0,,
2002-12-01,,,-0.4857228600500745,,-0.537237737856311,,,,,,,,5.0,,
2003-01-01,,,-0.5174291076859114,,-0.8716619155253279,,,,,,,,5.0,,
2003-02-01,,,-0.5240797091276291,,-1.3649647899589377,,,,,,,,5.0,,
2003-03-01,,,-0.5170929136078469,,-1.3502799065060351,,,,,,,,5.0,,
2003-04-01,,,-0.429032737328533,,-1.0459060038113872,,,,,,,,5.0,,
2003-05-01,,,-0.43882895621021933,,-0.6603034774981302,,,,,,,,5.0,,
2003-06-01,,,-0.466736520957542,,-0.6592820487791714,,,,,,,,5.0,,
2003-07-01,,,-0.35224193850195495,,-0.250722684767964,,,,,,,,5.0,,
2003-08-01,,,-0.3060938953667422,,-0.21380202019657932,,,,,,,,5.0,,
2003-09-01,,,-0.22945507264004913,,-0.1071776402947556,,,,,,,,5.0,,
2003-10-01,,,-0.23342490218339804,,-0.7936446675157972,,,,,,,,5.0,,
2003-11-01,,,-0.25574359320178536,,-0.9037253926530578,,,,,,,,5.0,,
2003-12-01,,,-0.2989393693376813,,-1.064422298691609,,,,,,,,5.0,,
2004-01-01,,,-0.35172174637347914,,-1.028962606553112,,,,,,,,4.0,,
2004-02-01,,,-0.4251409503921684,,-0.879171571942569,,,,,,,,4.0,,
2004-03-01,,,-0.429185661725562,,-0.7949186062137854,,,,,,,,4.0,,
2004-04-01,,,-0.41124754455338314,,-0.686964901756759,,,,,,,,4.0,,
2004-05-01,,,-0.36432617700408165,,-0.6732999952091104,,,,,,,,4.0,,
2004-06-01,,,-0.3181147104006125,,-0.7519873860941229,,,,,,,,4.0,,
2004-07-01,,,-0.3743432137840967,,-0.8540732105866908,,,,,,,,4.0,,
2004-08-01,,,-0.39339379145954606,,-0.9320945212796523,,,,,,,,4.0,,
2004-09-01,,,-0.3670616623940353,,-0.7893355723441252,,,,,,,,4.0,,
2004-10-01,,,-0.3286493710890355,,-0.3271783006141759,,,,,,,,4.0,,
2004-11-01,,,-0.3357985547415102,,-0.39070157458292243,,,,,,,,4.0,,
2004-12-01,,,-0.3464358454766575,,-0.3508473810338678,,,,,,,,4.0,,
2005-01-01,,,-0.10863595098596648,,-0.04370016442229692,,,,,,,,4.0,,
2005-02-01,,,-0.09647075364814978,,-0.07405247712828128,,,,,,,,4.0,,
2005-03-01,,,-0.19837728026529783,,-0.422649094835593,,,,,,,,4.0,,
2005-04-01,,,-0.2681334727900932,,-0.7565784149017385,,,,,,,,4.0,,
2005-05-01,,,-0.2286519069647587,,-0.66390184147948,,,,,,,,4.0,,
2005-06-01,,,-0.18151438949417795,,-0.32074190880361864,,,,,,,,4.0,,
2005-07-01,,,-0.07505080210609553,,-0.2997178534114491,,,,,,,,4.0,,
2005-08-01,,,-0.15672311315453358,,-0.3985530887290757,,,,,,,,4.0,,
2005-09-01,,,-0.24599309349349702,,-0.5891843756373316,,,,,,,,4.0,,
2005-10-01,,,-0.23483096493897804,,-0.41033100770148156,,,,,,,,4.0,,
2005-11-01,,,-0.18743371671866924,,-0.17476764686177748,,,,,,,,4.0,,
2005-12-01,,,-0.108784092308233,,0.03730116662862218,,,,,,,,4.0,,
2006-01-01,,,-0.2477906425178402,,0.06928092573544861,,,,,,,,5.0,,
2006-02-01,,,-0.1818808924331617,,0.1411725241184001,,,,,,,,5.0,,
2006-03-01,,,-0.13212312353207054,,0.31416901814109416,,,,,,,,5.0,,
2006-04-01,,,-0.11698858706689787,,0.38739932185708076,,,,,,,,5.0,,
2006-05-01,,,-0.27339951574905497,,0.00026839727530831377,,,,,,,,5.0,,
2006-06-01,,0.01823173579743354,-0.2884793749882759,,-0.1406934581251896,,,,,,,,5.0,,
2006-07-01,,0.01823173579743354,-0.3797209332324663,,-0.24834016613954227,,,,,,,,5.0,,
2006-08-01,,0.01823173579743354,-0.39606587915346847,,-0.18560729872652026,,,,,,,,5.0,,
2006-09-01,,0.006898239361613795,-0.34977702905168245,,0.06126843275085984,,,,,,,,5.0,,
2006-10-01,,0.006898239361613795,-0.3480219974070638,,-0.2577220380512498,,,,,,,,5.0,,
2006-11-01,,0.006898239361613795,-0.39329754104820314,,-0.491184136717103,,,,,,,,5.0,,
2006-12-01,,0.003822605896795339,-0.44431970727336567,,-0.6729298896853241,,,,,,,,5.0,,
2007-01-01,,0.003822605896795339,-0.4803326575016189,,-0.8336298484031177,,,,,,,,4.0,,
2007-02-01,,0.003822605896795339,-0.5087132898676906,,-0.9490358310702741,,,,,,,,4.0,,
2007-03-01,,-0.006778174521875185,-0.4594563032816675,,-0.9515324220434583,,,,,,,,4.0,,
2007-04-01,,-0.006778174521875185,-0.5048948175172908,,-0.9837097592100107,,,,,,,,4.0,,
2007-05-01,,-0.006778174521875185,-0.4051859573992652,,-0.8009130492394425,,,,,,,,4.0,,
2007-06-01,,-0.00547656824328152,-0.43706431746815994,,-0.9419866030180776,,,,,,,,4.0,,
2007-07-01,,-0.00547656824328152,-0.4371076784929057,,-1.1258301219287294,,,,,,,,4.0,,
2007-08-01,,-0.00547656824328152,-0.298390796944525,,-0.7688072877442808,,,,,,,,4.0,,
2007-09-01,,-0.00221873348857714,-0.3176481172210196,,-0.8991618261496247,,,,,,,,4.0,,
2007-10-01,,-0.00221873348857714,-0.3650464390492079,,-0.9250382826962533,,,,,,,,4.0,,
2007-11-01,,-0.00221873348857714,-0.31862736540998277,,-0.993409565162442,,,,,,,,4.0,,
2007-12-01,,-0.002555079998672825,-0.2000616025074797,,-0.7927886545018105,,,,,,,,4.0,,
2008-01-01,,-0.002555079998672825,-0.0362927963958999,,-0.6805936579204204,,,,,,,,4.0,,
2008-02-01,,-0.002555079998672825,-0.00616486865125545,,-0.587768794080708,,,,,,,,4.0,,
2008-03-01,,0.006544189838464734,-0.04996783957401377,,-0.8032873294181768,,,,,,,,4.0,,
2008-04-01,,0.006544189838464734,0.04088435262820217,,-0.5796096932399275,,,,,,,,4.0,,
2008-05-01,,0.006544189838464734,0.049824801392253606,,-0.542455252386878,,,,,,,,4.0,,
2008-06-01,,0.013492498278179388,0.05554421977363284,,-0.44858808830561925,,,,,,,,4.0,,
2008-07-01,,0.013492498278179388,0.03727101745917282,,-0.39953499227813394,,,,,,,,4.0,,
2008-08-01,,0.013492498278179388,0.0742588293489169,,-0.538319903872513,,,,,,,,4.0,,
2008-09-01,,0.02036665897234823,0.2760037971422817,,-0.31220701522485883,,,,,,,,4.0,,
2008-10-01,,0.02036665897234823,0.6354161773235103,,0.3165755649025328,,,,,,,,4.0,,
2008-11-01,,0.02036665897234823,1.0517575150353258,,1.0835176808288052,,,,,,,,4.0,,
2008-12-01,,0.02900993389981579,1.253762169992324,,1.2307262181319896,,,,,,,,4.0,,
2009-01-01,,0.02900993389981579,1.181164641496125,,1.2768832989810985,,,,,,,,4.0,,
2009-02-01,,0.02900993389981579,1.0807189145186948,,1.3691457917804168,,,,,,,,4.0,,
2009-03-01,,0.05107032887219822,1.0645863927694674,,1.66732334507683,,,,,,,,4.0,,
2009-04-01,,0.05107032887219822,0.892392901788741,,1.366715401132076,,,,,,,,4.0,,
