date,oecd_chn_targeted_contribution_pct,oecd_hkg_targeted_contribution_pct,oecd_jpn_targeted_contribution_pct,oecd_kor_targeted_contribution_pct,oecd_twn_targeted_contribution_pct,oecd_asia_c26_targeted_gbp_contribution_pct,oecd_asia_c26_targeted_gbp_12m_pct,oecd_chn_bls_contribution_pct,oecd_jpn_bls_contribution_pct,oecd_nie_bls_contribution_pct,oecd_asia_c26_bls_gbp_contribution_pct,oecd_asia_c26_bls_gbp_12m_pct,ex_games_cpi_weight_per_1000,oecd_asia_ex_games_targeted_mechanical_pp,oecd_asia_ex_games_bls_mechanical_pp
2018-11-01,,0.0006963997090461713,-0.04065981948221956,,-0.004126107270804684,,,-0.2653072743528907,0.09953894923044256,-0.052610404521344134,-0.2183787296437923,-0.41768766289567094,12.87,,-0.0028105342505156065
2018-12-01,,0.0007096691302791028,0.07429729645757102,,0.20729217192423113,,,1.1195826969570528,0.19934287596688613,0.23650641316671198,1.555431986090651,2.9750367726889277,12.87,,0.020018409660986676
2019-01-01,,0.0007096691302791028,0.10885652661328206,,0.18333181100106904,,,1.544436011873927,0.21313114855901036,0.2945207862920863,2.052087946725024,3.924978499151721,14.189999999999998,,0.029119127964028085
2019-02-01,,0.0007096691302791028,0.06695105743059092,,0.1564724621792661,,,1.4616832589794895,0.2291029545306863,0.27520070929864215,1.965986922808818,3.760295173485592,14.189999999999998,,0.027897354434657125
2019-03-01,,0.005546131317754688,-0.0033426516168535906,,0.07100677746464497,,,0.929951148153856,0.18579558865120083,0.13743753573674986,1.2531842725418068,2.396934952545083,14.189999999999998,,0.017782684827368236
2019-04-01,,0.005546131317754688,0.07980069403274123,-0.24462762851365796,0.19702478035974091,,,1.5602668625107747,0.2465405114184844,0.28902280554536935,2.0958301794746284,4.008643199449332,14.189999999999998,,0.029739830246744973
2019-05-01,,0.005546131317754688,0.02082669660452069,-0.5271098612642002,0.008324052784412417,,,0.5611278196085658,0.16295225330456928,-0.00533398737988576,0.7187460855332494,1.3747280844223413,14.189999999999998,,0.010199006953716807
2019-06-01,,0.005811292058614923,0.06567255656054621,-0.5082354285438373,0.004010863148474983,,,0.5091468039556375,0.1736955457224749,0.05940181067629384,0.7422441603544062,1.419672278257547,14.189999999999998,,0.010532444635429024
2019-07-01,,0.005811292058614923,0.10053508927211022,-0.5935802863804925,0.0668353465540311,,,0.9101890236658519,0.1993429723362313,0.17785483626683884,1.287386832268922,2.462353353232599,14.189999999999998,,0.018268019149896
2019-08-01,,0.005811292058614923,0.14881619277190344,-0.6555868511240592,0.10975985749088227,,,1.091503943150001,0.2070054193778775,0.2328279933763671,1.5313373559042456,2.9289515619758193,14.189999999999998,,0.021729677080281243
2019-09-01,,0.005720140315257251,0.13716471636531904,-0.6673978764228518,0.09953556464082286,,,0.9003627514724266,0.21028357759200278,0.2774707384150256,1.3881170674794552,2.6550176140635298,14.189999999999998,,0.019697381187533468
2019-10-01,,0.005720140315257251,0.05266031218971245,-0.7791553165416769,-0.04167358462123006,,,-0.1918928568708694,0.12686157970505538,0.012380076990727528,-0.052651200175086496,-0.10070466471554165,14.189999999999998,,-0.0007471205304844772
2019-11-01,,0.005720140315257251,-0.00420415406176643,-0.8772074267264746,-0.20460324693641194,,,-1.243847128300052,0.056534420602400194,-0.21014674089603663,-1.3974594485936886,-2.6728865582590102,14.189999999999998,,-0.019829949575544438
2019-12-01,,0.007879948728661813,-0.12736831892865239,-0.9891093286540994,-0.384779858360162,,,-2.5103122470036747,-0.05723768573778998,-0.47653903807126696,-3.0440889708127314,-5.822354631054158,14.189999999999998,,-0.04319562249583265
2020-01-01,,0.007879948728661813,-0.08126070292715626,-0.7746295011360413,-0.17078752683803045,,,-1.618495194780417,0.00348249297478108,-0.3904115383243117,-2.0054242401299476,-3.835725967178762,15.31,,-0.0307030451163895
2020-02-01,,0.007879948728661813,-0.03772442103367376,-0.5959623807549218,-0.011041013048732033,,,-0.991940750229063,0.049264120786677336,-0.15958042657424665,-1.1022570560166325,-2.108260151475505,15.31,,-0.016875555527614643
2020-03-01,,-0.0016339205114121792,0.20531448725951293,-0.2034732801324522,0.35882962649238037,,,1.366596192786341,0.23425669313161163,0.4630392620537363,2.063892147971689,3.947556106591384,15.31,,0.03159818878544656
2020-04-01,,-0.0016339205114121792,0.1891505050779682,-0.09487352946382088,0.27531601168938535,,,1.3494186214301687,0.21383656764145312,0.6004537234554738,2.1637089125270954,4.1384731944092366,15.31,,0.03312638345078983
2020-05-01,,-0.0016339205114121792,0.17250847551210313,-0.10934117477625938,0.2511117708846313,,,1.1493073998619525,0.1463253250067609,0.5981071550555372,1.8937398799242506,3.622110018993664,15.31,,0.028993157561640278
2020-06-01,,0.009319026803314433,0.04967128781515969,-0.18563319359128314,0.10740259979834835,,,0.004187872742206793,0.08405572285121694,0.3464892821227566,0.4347328777161803,0.8315029580644994,15.31,,0.006655760357834721
2020-07-01,,0.009319026803314433,-0.02950329319930319,-0.21564856226012807,-0.0016105092833523986,,,-1.1125122157740348,-0.021526122802965012,0.06678030145128783,-1.067258037125712,-2.041318382796682,15.31,,-0.01633972054839465
2020-08-01,,0.009319026803314433,-0.23384719400332774,-0.33369591075808586,-0.22298970432417162,,,-3.2786818840824075,-0.205083805947199,-0.4960858119981324,-3.9798515020277385,-7.61216477110799,15.31,,-0.06093152649604468
2020-09-01,,0.0040297194121400644,-0.11179020317072108,-0.157430686454635,-0.04024180921839462,,,-2.1101801432375145,-0.15004385313953927,-0.21557992965658027,-2.4758039260336338,-4.735409704689209,15.31,,-0.03790455810757493
2020-10-01,,0.0040297194121400644,-0.055564936546148205,-0.03033118983154855,0.1085767141714336,,,-1.2169336797831847,-0.08900073684990152,-0.04846216588817177,-1.354396582521258,-2.5905212660131856,15.31,,-0.020735811678400464
2020-11-01,,0.0040297194121400644,-0.053367233374446064,0.07478838495675398,0.08344387970419995,,,-1.110946444295405,-0.11416638953029427,-0.15632996338515961,-1.3814427972108587,-2.6422519003213014,15.31,,-0.02114988922529825
2020-12-01,,0.0020036775607762017,-0.05596753020772825,0.09875629226363511,0.0594374469519951,,,-1.0464778607170697,-0.11282037240328373,-0.2523381738378543,-1.4116364069582077,-2.7000024802899887,15.31,,-0.02161215339053016
2021-01-01,,0.0020036775607762017,-0.1358903581115923,0.07903423489493855,-0.001649359382164632,,,-1.4471517880385818,-0.172894447101445,-0.22729827838522917,-1.847344513525256,-3.5333707347602865,19.21,,-0.035487488104820164
2021-02-01,,0.0020036775607762017,-0.23751039006470312,-0.07711976449734176,-0.1647075361410799,,,-2.2442884522857462,-0.25586816281907115,-0.46748214080129546,-2.967638755906113,-5.676130172086458,19.21,,-0.05700834050095643
2021-03-01,-2.1906909726088144,0.002131649785450625,-0.4245278644506483,-0.2888080337285746,-0.3922865124968519,-3.2941817334994385,-6.300700950423828,-3.8810143813064624,-0.3836764990243094,-0.9384976322610268,-5.203188512591798,-9.952011594604722,19.21,-0.06328123110052422,-0.09995325132688845
2021-04-01,-1.6273690231111955,0.002131649785450625,-0.3937315997204767,-0.07424023444922141,-0.2827298487632205,-2.3759390562586633,-4.544400607192731,-3.8357400569403226,-0.3758539287910371,-1.0585650901380885,-5.270159075869448,-10.080104555415858,19.21,-0.04564178927072892,-0.1012397558474521
2021-05-01,-1.740526779751387,0.002131649785450625,-0.480178324353302,-0.12637534327815703,-0.3704688315539799,-2.715417629151375,-5.1937129827432456,-4.7376865955871015,-0.41688454180837164,-1.26313393637808,-6.417705073773553,-12.2749877599829,19.21,-0.052163172655997916,-0.12328411446718997
2021-06-01,-0.8590085910447247,-0.008167766390403043,-0.4186167304079604,0.009376794237386217,-0.22148584412985353,-1.4979021377355555,-2.865000836746916,-3.9788611026180396,-0.3869554339685314,-1.0819589602288302,-5.447775496815401,-10.419827145971361,19.21,-0.028774700065900022,-0.10465176729382386
2021-07-01,-0.11466653176678655,-0.008167766390403043,-0.3089003509787828,0.28272866327640334,-0.0412637769550629,-0.19026976281463198,-0.3639243285249891,-2.844547465086879,-0.2866945078957878,-0.8227306797199825,-3.9539726527026495,-7.562666928022918,19.21,-0.00365508214366908,-0.07595581465841791
2021-08-01,0.96722663375379,-0.008167766390403043,-0.20014443289635828,0.39052409387026116,0.10128492048389823,1.250723448821188,2.3922281951134403,-1.428456725499912,-0.173674329799185,-0.44504097170676965,-2.0471720270058666,-3.915575939562576,19.21,0.024026397451855024,-0.039326174638782706
2021-09-01,0.3563506691120134,-0.006814496275108743,-0.2265496327241623,0.22865751339286938,0.08183401503809315,0.43347806854370496,0.8291029152055349,-1.7393229335284475,-0.16900562534556032,-0.44589054926195343,-2.354219108135961,-4.5028573928678535,19.21,0.008327113696724573,-0.04522454906729182
2021-10-01,0.37771178791314985,-0.006814496275108743,-0.21821145848554,0.14389824635374798,0.12574676370688012,0.4223308432131292,0.8077818895557642,-1.5974074810564383,-0.16074744941783964,-0.3153927434232221,-2.0735476738975,-3.966023995220276,19.21,0.008112975498124213,-0.03983285081557098
2021-11-01,1.275005189768804,-0.006814496275108743,-0.12119468797514289,0.2237916664730293,0.47055792967766874,1.8413456016692504,3.5218967625600666,-0.18950977198080743,-0.043056027436331884,0.15159069616096132,-0.08097510325617799,-0.15487910240607108,19.21,0.035372249008066306,-0.0015555317335511792
2021-12-01,2.1130284054041035,-0.009333482037949876,-0.03590748596965609,0.31552292674764437,0.7413007864399409,3.1246111505840832,5.9763674377722,0.8737795723269004,0.06956677288323056,0.5090668426639768,1.4524131878741078,2.7779952332881983,19.21,0.06002378020272024,0.027900857339061613
2022-01-01,1.4762449111881528,-0.009333482037949876,-0.044235032452257336,0.09771420409855633,0.7564354457404748,2.2768260465369767,4.354829574058076,0.6433651010532523,0.08305060246702246,0.5196739413661169,1.2460896448863916,2.3833652314951483,14.679999999999998,0.03342380636316281,0.01829259598693223
2022-02-01,2.377789943091255,-0.009333482037949876,0.059338663173571456,0.15379392280774823,0.904832874130003,3.4864219211646277,6.668394062438322,1.5594672596389945,0.15589412758586563,0.6749436419278586,2.3903050291527186,4.5718780526981995,14.679999999999998,0.051180673802696725,0.03508967782796191
2022-03-01,3.5773845444845014,0.001006748933023011,0.14676769980894838,0.22954344772803428,0.9956425614258742,4.950345002380381,9.468403987623905,2.661570884291615,0.2594709313980459,0.9977610842961748,3.9188028999858355,7.495398600925008,14.679999999999998,0.07267106463494398,0.057528026571792054
2022-04-01,3.542524491920152,0.001006748933023011,0.12210137939958343,-0.04806090819203776,1.077857993572625,4.695429705633346,8.980833725134048,3.2949444034571527,0.3342136559073927,1.1806979934034532,4.809856052767999,9.199694204752745,14.679999999999998,0.06892890807869752,0.07060868685463421
2022-05-01,3.7133210387217566,0.001006748933023011,0.3289541386860993,0.13980431417430833,1.3778031158666053,5.560889356381793,10.636177262672105,5.671408898261708,0.516716764254559,1.7095256524709914,7.897651314987258,15.10564479197538,14.679999999999998,0.0816338557516847,0.11593752130401293
2022-06-01,4.0731746927242956,0.007036221017968562,0.3098326969939324,0.07018914803473106,1.3951577540969264,5.855390512867854,11.199462432310108,6.026891681244881,0.5612660100754846,1.7703219996068889,8.358479690927254,15.987059972182497,14.679999999999998,0.08595713272890007,0.12270248186281207
2022-07-01,4.2464727597532725,0.007036221017968562,0.34044265678457564,-0.20267479642527672,1.2711899832486855,5.6624668243792255,10.83046200496323,6.16218890262092,0.5544436692189705,1.896757406241445,8.613389978081335,16.474620652946257,14.679999999999998,0.08312501298188703,0.12644456487823397
2022-08-01,3.5965249555422263,0.007036221017968562,0.330821670260551,-0.21310219422062157,1.2107102399121592,4.9319908925122835,9.433298529927356,5.991669973872418,0.5254965975586477,1.738828052379524,8.25599462381059,15.791039287221604,14.679999999999998,0.07240162630208032,0.12119800107753945
2022-09-01,4.468979362988311,0.011605978217953991,0.39765441617594727,-0.025086680868786345,1.4040726142412894,6.257225690754716,11.968042763346027,8.464076777180258,0.7255305473368557,2.09610795498315,11.285715279500264,21.585911992846086,14.679999999999998,0.0918560731402792,0.16567430030306385
2022-10-01,3.4620575550305337,0.011605978217953991,0.3586602385890715,-0.20315138423404544,1.2875182696858998,4.916690657289413,9.404034143682328,9.048220728635814,0.7092090214160295,2.0840993909168324,11.841529140968674,22.649003591466702,14.679999999999998,0.07217701884900858,0.17383364778942012
2022-11-01,1.2240534056192394,0.011605978217953991,0.20371800473628215,-0.41139583083179665,0.8836502172132055,1.9116317749548843,3.6563314096589083,6.499469436418841,0.5135403897996782,1.4105318221974872,8.423541648416007,16.111502389313607,14.679999999999998,0.028062754456337696,0.12365759139874698
2022-12-01,0.4087413672103976,0.02008467091321851,0.09179844522278961,-0.5873288229408049,0.43099015625295073,0.3642858166585516,0.6967605848534001,4.196718796744385,0.3345841163721589,0.923707768566792,5.455010681683335,10.433665707368961,14.679999999999998,0.005347715788547537,0.08007955680711135
2023-01-01,1.650764534307999,0.02008467091321851,0.16298795768479218,-0.529055224414563,0.423591426242096,1.7283733647335429,3.30581752400629,4.347916818461281,0.37322127151950624,0.8566926266841264,5.577830716664914,10.668580588739955,14.69,0.025389804727935745,0.08193833322780758
2023-02-01,1.3420085559353718,0.02008467091321851,0.14451061515819705,-0.5657909152003787,0.39047354979255267,1.3312864765989612,2.5463191308157658,4.64732894847735,0.4099915971993823,0.9898410371013022,6.047161582778035,11.5662582742515,14.69,0.01955659834123874,0.08883280365100933
2023-03-01,-0.019553119526749912,0.00815640998428937,0.09097268161431969,-0.6698783045123776,0.18671241280700637,-0.4035899196335121,-0.7719365827200435,2.8756250847562113,0.24116945277450336,0.5362969554846829,3.6530914930153977,6.987178882075859,14.69,-0.005928735919416292,0.05366391403239619
2023-04-01,-1.5123601643823614,0.00815640998428937,-0.00817828192289689,-0.9524335292871289,-0.114086405416747,-2.578901971024845,-4.932602817460463,0.7927021596688333,0.07963666472911639,-0.06799611703402998,0.8043427073639197,1.538446652538087,14.69,-0.03788406995435497,0.01181579437117598
2023-05-01,-2.3551404196418786,0.00815640998428937,-0.16660122856649642,-1.011114446722464,-0.29721717523776287,-3.8219168601843125,-7.310087038769093,-0.9859275960989672,-0.05454313123932713,-0.40924565734533236,-1.4497163846836267,-2.772837123687694,14.69,-0.05614395867610755,-0.021296333691002478
2023-06-01,-4.293303238215985,0.008882120003551295,-0.23508967765917704,-1.0198204446606256,-0.44394097452641196,-5.983272215058649,-11.444058640935006,-2.1225160112560864,-0.14073311004769765,-0.613083035754601,-2.876332157058385,-5.5014902703805175,14.69,-0.08789426883921155,-0.042253319387187675
2023-07-01,-5.6385978334446385,0.008882120003551295,-0.36627576172637843,-1.0479235177937658,-0.5917299208020791,-7.635644913763311,-14.604511547133063,-3.620898388989545,-0.27222207633438766,-1.059685298345835,-4.952805763669768,-9.473110625644857,14.69,-0.11216762378318304,-0.07275671666830888
2023-08-01,-5.178960040749469,0.008882120003551295,-0.3595036801154818,-0.976938407856172,-0.5260175370177043,-7.032537545735275,-13.45096281352841,-3.1433719639463886,-0.2878346285721927,-0.8678566064156276,-4.299063198934209,-8.222713187921784,14.69,-0.1033079765468512,-0.06315323839234352
2023-09-01,-5.40092090920783,-0.0036813707082371887,-0.3709378287846498,-0.9848407828846611,-0.6162270308825616,-7.376607922467939,-14.109057820141544,-4.3464644450750685,-0.3885790403723966,-1.0093247097868419,-5.7443681952343075,-10.987112756784214,14.69,-0.10836237038105402,-0.08438476878799198
2023-10-01,-4.435546877373485,-0.0036813707082371887,-0.28842258720482034,-0.644838501039061,-0.4674898276866078,-5.839979164012211,-11.169985521733317,-4.103334328670536,-0.3150736437970833,-0.8983753775155007,-5.31678334998312,-10.169281665844663,14.69,-0.08578929391933938,-0.07810354741125203
2023-11-01,-3.69712566774852,-0.0036813707082371887,-0.26507591373142725,-0.4924104633933744,-0.4301407703515289,-4.888434185933088,-9.349988681004925,-3.6807351687713536,-0.2798972651225119,-0.7642136457642492,-4.724846079658115,-9.037097705317981,14.69,-0.07181109819135706,-0.0694079889101777
2023-12-01,-3.817464787034349,-0.004893172841275106,-0.22024523140093102,-0.39372166299164907,-0.3206955326202032,-4.757020386888408,-9.098636716989258,-2.996793118400358,-0.24712956730135027,-0.689857351310224,-3.9337800370119322,-7.524045005139845,14.69,-0.06988062948339072,-0.05778722874370529
2024-01-01,-4.561931860606286,-0.004893172841275106,-0.19509844130693865,-0.020239322896140565,-0.3229059695853156,-5.105068767235955,-9.764340353964888,-2.594950335846217,-0.2623489081294529,-0.5963316286862907,-3.4536308726619604,-6.6056754247975675,11.394799999999998,-0.05817123758890025,-0.0393534330678085
2024-02-01,-4.310113990743214,-0.004893172841275106,-0.1870500212541184,0.0823905976640825,-0.31097269439614644,-4.730639281570672,-9.048178221133258,-2.900928537719391,-0.29834824170317703,-0.7318871087716639,-3.9311638881942317,-7.519041161188398,11.394799999999998,-0.05390468848564148,-0.04479482627319562
2024-03-01,-4.3406543307466094,-0.0008935654625768176,-0.19462942424895482,0.13287496318290842,-0.26621673514697275,-4.669519092422205,-8.93127512803987,-2.717771716013835,-0.2680042355244096,-0.6802237503781496,-3.665999701916394,-7.011868097993639,11.394799999999998,-0.05320823615433254,-0.041773333403396916
2024-04-01,-2.842357153893128,-0.0008935654625768176,-0.06712224140306611,,-0.0391159661130588,,,-0.9042658526157527,-0.15040121376469806,-0.15763551516702987,-1.2123025815474806,-2.318741540602005,11.394799999999998,,-0.01381394545621723
2024-05-01,-2.559546659547604,-0.0008935654625768176,-0.036318906527727,0.6938263617555075,-0.04916645902002481,-1.9520992288024255,-3.7337325203279224,-1.0301911910025876,-0.1351376876093289,-0.2885728954542947,-1.4539017740662112,-2.7808424157432508,11.394799999999998,-0.022243780292357875,-0.01656691993512966
2024-06-01,-1.5681561443832266,-0.0023890289107797507,0.008730259010904925,0.7356961665166244,-0.043207612340849605,-0.8693263601073267,-1.6627392980951496,-0.5359992055923812,-0.12158834867011818,-0.25944829564239374,-0.9170358499048932,-1.7539920740591615,11.394799999999998,-0.009905800008150964,-0.010449440102496276
2024-07-01,-1.3706221736997586,-0.0023890289107797507,0.04595008693954602,0.8821132141917674,0.004065143501859612,-0.4408827579773654,-0.8432656838463214,-0.28341013710407814,-0.08493716176366539,-0.14336299057794213,-0.5117102894456856,-0.9787357735200172,11.394799999999998,-0.005023770850600483,-0.005830836406175698
2024-08-01,-1.0885753554834479,-0.0023890289107797507,0.08477859257276335,,-0.07004710357027398,,,-0.930934952169879,-0.03805683078891789,-0.31003006258805765,-1.2790218455468545,-2.446353847420871,11.394799999999998,,-0.014574198125637296
2024-09-01,-2.388499653079921,0.004927718688646129,-0.026124506445471624,0.5914161355636077,-0.2851701358914722,-2.103450441164611,-4.023218287880031,-2.662991953458785,-0.15191622593639628,-0.7454928560587202,-3.5604010354539017,-6.809892107604999,11.394799999999998,-0.023968397086982507,-0.04057005771879011
2024-10-01,-2.626222778573805,0.004927718688646129,-0.14458636741989775,0.31684323056664143,-0.33633455916595656,-2.7853727559043717,-5.327514445224004,-2.9348171679026596,-0.17018745169614422,-0.7576720962726525,-3.8626767158714563,-7.388047419295614,11.394799999999998,-0.03173876547897913,-0.04401442864201206
2024-11-01,-1.8731011385404,0.004927718688646129,-0.008404606100566873,0.39918118300344185,-0.142738683261312,-1.6201355262101909,-3.0987936536712923,-1.2307642750037964,-0.034875086188288995,-0.22897619593206803,-1.4946155571241533,-2.858714674277092,11.394799999999998,-0.01846112029405988,-0.017030845350318298
2024-12-01,-1.484171478136529,-4.1544243051787275e-05,0.0034754417095324954,0.37856353702563694,0.015110246413961014,-1.0870637972304504,-2.0792003764483264,-0.22614624879647183,0.04016002193017872,0.03810944109491405,-0.14787678577137905,-0.28284031666509385,11.394799999999998,-0.012386874556681535,-0.00168502639850771
2025-01-01,-0.2868716588319058,-4.1544243051787275e-05,-0.0032431929180009476,0.19004289064197244,0.17163269749614346,0.07151919214515734,0.13679301215839068,0.37955587170904437,0.14120992667227847,0.28456748471839277,0.8053332830997156,1.5403413025558828,12.235299999999999,0.0008750587716536435,0.00985349431870995
2025-02-01,-0.9021169706305658,-4.1544243051787275e-05,0.004969936053645132,0.03599613398626754,0.05523835120531576,-0.8059540936283892,-1.5415287116925032,-0.9325180908816056,0.0731084521959256,0.12769910925781788,-0.7317105294278621,-1.3995248596390286,12.235299999999999,-0.00986109012177143,-0.008952697840708719
2025-03-01,-1.783393522066499,0.008101759102027543,-0.08303191720053625,-0.1069766083293495,-0.04233885372640098,-2.007639142220758,-3.839962356315022,-2.135171489329857,0.0012469224837559952,-0.0768651635274331,-2.2107897303735338,-4.228523524885892,12.235299999999999,-0.02456406719681364,-0.027049675588039297
2025-04-01,-3.0703686514832675,0.008101759102027543,-0.11359204299175353,-0.3489283085544366,-0.2220019807364263,-3.7467892246638566,-7.166392245092977,-3.4933275204375716,-0.11861059594514206,-0.4288230077248006,-4.040761124107514,-7.72866511771161,12.235299999999999,-0.04584309020052968,-0.049439924581792666
2025-05-01,-2.9081413628032178,0.008101759102027543,-0.18038512412385058,-0.3801277089405831,-0.24870360794381444,-3.7092560447094383,-7.094603448437848,-3.875685423982067,-0.13305160136860103,-0.47998384879644934,-4.488720874147117,-8.585466791439496,12.235299999999999,-0.04538386048383339,-0.054920846511452216
2025-06-01,-2.9733314561186575,0.008781592388462583,-0.19892931726061347,-0.37865270595365275,-0.21770340333631036,-3.7598352902807712,-7.191345136184528,-4.280956045827941,-0.17620690123232938,-0.6239367576358021,-5.081099704696072,-9.718495313422645,12.235299999999999,-0.04600271272717232,-0.06216877921686785
2025-07-01,-2.303565705820571,0.008781592388462583,-0.14078187770390846,-0.3214859926090973,-0.1659480002675948,-2.9229999840127086,-5.5907506832639795,-3.7091941868062515,-0.11694913296042567,-0.45599644173222376,-4.282139761498901,-8.190344142447232,12.235299999999999,-0.035763781704390686,-0.0523932646238675
2025-08-01,-2.5661856564684125,0.008781592388462583,-0.18198187372786492,-0.27298922437163936,-0.12874702063505944,-3.141122182814514,-6.007947685883235,-3.4953543487154777,-0.13169136064556317,-0.1928185606743879,-3.8198642700354286,-7.306161099720138,12.235299999999999,-0.03843257224339042,-0.04673718530316447
2025-09-01,-2.061351094171309,-4.094801933842213e-05,-0.13571124902205095,-0.17118051793137679,-0.07455946347233433,-2.4428432726164093,-4.672366667870508,-2.849708133666691,-0.09099411568740326,-0.014182575897260824,-2.9548848252513555,-5.651736040402441,12.235299999999999,-0.02988892029344355,-0.03615390230239791
2025-10-01,-1.848626662339899,-4.094801933842213e-05,-0.03362827678493961,0.23079661497531181,-0.056588800274098454,-1.7080880724429637,-3.2670183408540288,,,,,,12.235299999999999,-0.02089896999276139,
2025-11-01,-1.4648472127884884,-4.094801933842213e-05,-0.04775739188157155,0.44326839848318106,-0.04207526456832633,-1.1114524187745434,-2.125847897251362,-3.0822661861293987,-0.14497745968978987,-0.1227746188133632,-3.350018264632552,-6.407498119869926,12.235299999999999,-0.013598953779432169,-0.040988478473258656
2025-12-01,-1.7670618304497003,0.012420145975744916,0.04296616271503493,0.46281972445139125,-0.12315073761436017,-1.3720065349218895,-2.62420339189569,-3.936080829159996,-0.23314551341388498,-0.33407993806327924,-4.50330628063716,-8.613363942224952,12.235299999999999,-0.016786911556729796,-0.05509930333547984
2026-01-01,-1.7670618304497003,0.012420145975744916,0.2319036458064606,0.9143887532807677,-0.1817909175712514,-0.7901402029579786,-1.5112818692175716,-4.671590632900555,-0.3263751735760266,-0.47114596460060154,-5.469111771077184,-10.460636516672627,12.794599999999999,-0.010109527840766151,-0.06997509746622414
2026-02-01,-1.7670618304497003,0.012420145975744916,0.3628006858865046,1.3546655487136015,0.008011633743591089,-0.029163816130258154,-0.0557809188671268,-3.7949226156858673,-0.27884631952209105,0.06818011075811356,-4.005588824449845,-7.661391919142128,12.794599999999999,-0.00037313936186020096,-0.05124990677330598
2026-03-01,-1.7670618304497003,0.011764370894927077,0.3906639667473996,2.1846825564249834,0.4078354508222769,1.2278845144398867,2.3485447230998715,-1.6488263357417696,-0.14089949491656537,0.7051833744155155,-1.0845424562428194,-2.074377869118037,12.794599999999999,0.015710291208452572,-0.013876286910644376
2026-04-01,-1.7670618304497003,0.011764370894927077,0.47831750312723736,3.2260051326259864,0.5493047910979953,2.4983299672964456,4.778494713676587,-1.2140316407282807,-0.11192949685509296,1.2489607577206605,-0.07700037986271324,-0.14727674604297172,12.794599999999999,0.0319651325995711,-0.0009851890601914708
2026-05-01,-1.7670618304497003,0.011764370894927077,0.7148475290543913,3.657767727651918,0.836742826525932,3.454060623677468,6.606497399069452,-0.4270328193060448,-0.09909306578177515,1.9254007400680693,1.3992748549802494,2.6763588417183253,12.794599999999999,0.044193324055703725,0.017903162059530298
2026-06-01,-1.7670618304497003,0.027288265375007052,0.8944096492939226,4.00591685522207,1.0020024394087688,4.162555378850068,7.961618014271254,0.7419226547373575,0.012309616400434627,2.3780345807385146,3.132266851876307,5.991010310664594,12.794599999999999,0.053258231050235076,0.04007610146301659
2026-07-01,,0.027288265375007052,,,,,,,,,,,12.794599999999999,,
2026-08-01,,0.027288265375007052,,,,,,,,,,,12.794599999999999,,
2026-09-01,,,,,,,,,,,,,12.794599999999999,,
2026-10-01,,,,,,,,,,,,,12.794599999999999,,
2026-11-01,,,,,,,,,,,,,12.794599999999999,,
2026-12-01,,,,,,,,,,,,,12.794599999999999,,
