origin,scenario,scenario_label,target,target_label,target_group,horizon,incremental_annual_inflation_pp,approx_standard_error,approx_lower_90,approx_upper_90
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,7,-0.26598602988291753,1.8545135846534373,-3.3166608766378216,2.784688816871987
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,8,-1.4722007271225281,1.8130418994162953,-4.454654651662334,1.510253197417278
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,9,-2.881482586471355,1.7662188431417156,-5.786912583439477,0.023947410496766963
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,10,-4.231528692258164,1.6703605344274122,-6.979271771391257,-1.4837856131250704
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,11,-6.2030399449988645,1.6555728673666472,-8.926457311817,-3.47962257818073
2026-06-01,retrenchment,Cyclical retrenchment,historical_targeted_hardware_12m_pct,Targeted hardware CPI,basket,12,-8.808477440852327,1.7378034838246208,-11.667164171743828,-5.949790709960826
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,0,0.7924792633883246,0.26565447169177026,0.3554776574553626,1.2294808693212866
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,1,0.6469708767049388,0.4783578583696922,-0.13992780031320484,1.4338695537230826
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,2,0.9434209158300321,0.7709141170966693,-0.3247328067939891,2.2115746384540533
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,3,0.8051323865584222,1.082754050087694,-0.9759980258358344,2.5862627989526787
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,4,0.5894768811639838,1.3452870167877606,-1.6235202614518824,2.80247402377985
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,5,0.3381304770713415,1.5990557154919216,-2.2923161749128695,2.9685771290555527
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,6,-0.4495388826315939,1.739222140737639,-3.31055930414501,2.411481538881822
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,7,-0.7776377396431181,1.810669903760237,-3.7561897313287083,2.200914252042472
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,8,-2.1681651134165256,1.8312088054293487,-5.180503598347805,0.8441733715147532
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,9,-3.5248535040746445,1.8115383279043236,-6.504834053477257,-0.5448729546720323
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,10,-4.94195261678037,1.7426307911353915,-7.808580268198089,-2.0753249653626504
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,11,-6.793735568231947,1.7022853657596217,-9.593994994906524,-3.9934761415573687
2026-06-01,retrenchment,Cyclical retrenchment,historical_ex_games_12m_pct,Technology CPI ex-games,basket,12,-9.4129094727818,1.7341684980990966,-12.265616652154815,-6.5602022934087865
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,0,0.5128866449726714,0.14951576954586548,0.26693320406972276,0.7588400858756201
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,1,0.3266122908790893,0.31374664015129744,-0.18950093216979502,0.8427255139279736
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,2,0.6552286744432063,0.4697607579138416,-0.11752777232506306,1.4279851212114756
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,3,0.4363871466992345,0.6649962647012794,-0.6575317087343701,1.5303060021328392
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,4,0.4248984829469533,0.798466652291705,-0.8885791600729014,1.738376125966808
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,5,0.057319261996713555,0.913773016349621,-1.4458373498984132,1.5604758738918403
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,6,-0.30943425311058625,0.9559155098578132,-1.881915266826689,1.2630467606055165
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,7,-0.6307921041770687,0.9847776092089428,-2.2507512713257793,0.9891670629716421
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,8,-1.5224518791024906,1.0587301699262133,-3.2640630086311115,0.21915925042613038
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,9,-1.9990967858987507,1.1302754792210001,-3.8583999492172962,-0.13979362258020545
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,10,-3.08007365899777,1.1413978359358605,-4.957673099112261,-1.2024742188832795
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,11,-4.107572415881085,1.2284343113378997,-6.1283468580319305,-2.0867979737302402
2026-06-01,retrenchment,Cyclical retrenchment,expanded_consumer_tech_12m_pct,Expanded consumer technology CPI,basket,12,-5.666785496943986,1.3361382280966798,-7.8647328821630245,-3.4688381117249483
