target,impulse,period,n,cumulative_effect,standard_error,z,p_value,r_squared
cpi_L7GU_12m_pct,uk_ipi_c26_12m_pct,from_2023,42,0.7065152114509572,0.5318163009021197,1.3284948397642113,0.18401468716340794,0.49413206659164466
cpi_L7GU_12m_pct,uk_ipi_c26_noneu_12m_pct,full,124,0.24808309735532041,0.08145978860253743,3.045466991889453,0.002323192776695905,0.7251517622835786
cpi_L7GU_12m_pct,uk_ipi_c26_noneu_12m_pct,from_2023,42,0.5107239112261877,0.4097845544034451,1.2463229903081334,0.2126458408065678,0.48478647543026687
cpi_L7GU_12m_pct,uk_ipi_c261_12m_pct,full,124,-0.18742821802449078,0.3167775050266212,-0.5916714888222248,0.5540705921755508,0.7153482452376242
cpi_L7GU_12m_pct,uk_ipi_c261_12m_pct,from_2023,42,0.3301571704521714,0.6427262656772962,0.5136823996203987,0.607474059230461,0.44763294147739663
cpi_L7GU_12m_pct,uk_ipi_c261_noneu_12m_pct,full,124,0.30007244721373694,0.21671531485789264,1.3846388632501783,0.16616292178172776,0.7203498081533952
cpi_L7GU_12m_pct,uk_ipi_c261_noneu_12m_pct,from_2023,42,-0.36270340824337,1.2144323949490325,-0.2986608474476605,0.7651988334633999,0.5507701657290635
cpi_L7GU_12m_pct,uk_ipi_c262_12m_pct,full,115,0.10941293080558748,0.19831416481427788,0.5517151581585369,0.58114352295052,0.7245653570951388
cpi_L7GU_12m_pct,uk_ipi_c262_12m_pct,from_2023,33,,,,,
cpi_L7GU_12m_pct,uk_ipi_c262_noneu_12m_pct,full,115,0.34784781247310104,0.10064388211125012,3.456224115923864,0.0005477996495479569,0.729370480504935
