target,impulse,period,n,cumulative_effect,standard_error,z,p_value,r_squared
cpi_L7GU_12m_pct,uk_ipi_c262_noneu_12m_pct,from_2023,33,,,,,
cpi_L7GY_12m_pct,uk_ipi_c26_12m_pct,full,124,0.19237180949759397,0.17153740571336007,1.1214569131297714,0.26209342208531,0.8625306435372425
cpi_L7GY_12m_pct,uk_ipi_c26_12m_pct,from_2023,42,0.1951530134950562,0.35189393455448426,0.5545790771930466,0.5791826033995128,0.9339946848839512
cpi_L7GY_12m_pct,uk_ipi_c26_noneu_12m_pct,full,124,-0.01043505491880295,0.1791542082775247,-0.0582462171507475,0.9535525072234632,0.8610726250488114
cpi_L7GY_12m_pct,uk_ipi_c26_noneu_12m_pct,from_2023,42,0.03372540780832828,0.2426353596750916,0.13899626111169178,0.889453103569548,0.9269890096661593
cpi_L7GY_12m_pct,uk_ipi_c261_12m_pct,full,124,-0.01558757348427331,0.385624273773085,-0.04042166052400942,0.9677569617587538,0.8633477010979
cpi_L7GY_12m_pct,uk_ipi_c261_12m_pct,from_2023,42,1.2084143792344448,0.7648169228108854,1.5800047608690881,0.11410577619488117,0.9136859311654788
cpi_L7GY_12m_pct,uk_ipi_c261_noneu_12m_pct,full,124,0.10392960399477902,0.12532900370898203,0.8292542102712864,0.40696057543144426,0.8632474547762552
cpi_L7GY_12m_pct,uk_ipi_c261_noneu_12m_pct,from_2023,42,2.92762601556011,0.8416428150189693,3.4784661180694876,0.0005042921849295792,0.9319458321589926
cpi_L7GY_12m_pct,uk_ipi_c262_12m_pct,full,115,0.367598316463301,0.15009258510252851,2.449143748255078,0.014319628662972454,0.8633016839630332
cpi_L7GY_12m_pct,uk_ipi_c262_12m_pct,from_2023,33,,,,,
cpi_L7GY_12m_pct,uk_ipi_c262_noneu_12m_pct,full,115,-0.06792664193655978,0.17489729040001745,-0.3883801846283664,0.6977347059917117,0.8571052999582347
cpi_L7GY_12m_pct,uk_ipi_c262_noneu_12m_pct,from_2023,33,,,,,
cpi_L7H9_12m_pct,uk_ipi_c26_12m_pct,full,124,-0.19821940721998177,0.2646976522624376,-0.7488521546215107,0.45394632067931384,0.25976359723782405
cpi_L7H9_12m_pct,uk_ipi_c26_12m_pct,from_2023,42,-0.5597094190391504,0.15909446209148287,-3.5180949209740877,0.0004346568573632881,0.5722613669296575
cpi_L7H9_12m_pct,uk_ipi_c26_noneu_12m_pct,full,124,0.03826810333935532,0.1949837980336015,0.19626299069608127,0.8444043271596723,0.25845310887783624
cpi_L7H9_12m_pct,uk_ipi_c26_noneu_12m_pct,from_2023,42,-0.16444848147128355,0.1842208373855503,-0.8926703613181076,0.37203372696457443,0.48709012200276636
cpi_L7H9_12m_pct,uk_ipi_c261_12m_pct,full,124,0.30407359453448035,0.45902034685045606,0.6624403397820278,0.5076890579541323,0.27310230629459087
cpi_L7H9_12m_pct,uk_ipi_c261_12m_pct,from_2023,42,-0.5209652321698448,0.3629370670737008,-1.4354147851865833,0.1511689352758482,0.5715219563759644
cpi_L7H9_12m_pct,uk_ipi_c261_noneu_12m_pct,full,124,0.11475436399031844,0.12629121220959985,0.9086488440689426,0.36353551513953414,0.2695513773509467
cpi_L7H9_12m_pct,uk_ipi_c261_noneu_12m_pct,from_2023,42,-0.7375179071561879,1.2486081114355942,-0.5906720454572593,0.5547401818376378,0.579611716968889
cpi_L7H9_12m_pct,uk_ipi_c262_12m_pct,full,115,-0.6144179165331418,0.20677243349665347,-2.97146919510954,0.0029637860499374573,0.3059061172625315
cpi_L7H9_12m_pct,uk_ipi_c262_12m_pct,from_2023,33,,,,,
cpi_L7H9_12m_pct,uk_ipi_c262_noneu_12m_pct,full,115,0.05429461578350664,0.22215446380964754,0.24440029181690823,0.8069208157916556,0.2888364998493046
cpi_L7H9_12m_pct,uk_ipi_c262_noneu_12m_pct,from_2023,33,,,,,
