cdid,title,dataset,release_date,retrieved_at_utc,source_url,sha256,bytes
EZSQ,PPI INDEX IMPORT - C261 Electronic components and boards 2015=100,PPI,22-07-2026,2026-07-29T22:53:32.917683+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fezsq%2Fppi,75d43f3405a531b42e9806517a46129ea915a1a901e0c8386c0521d9e925c89a,5666
EZSR,PPI INDEX IMPORT - C262 Computers and peripheral equipment 2015=100,PPI,22-10-2025,2026-07-29T22:53:37.099169+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fezsr%2Fppi,d3d8cc07a64cc11940d7941103410ed7ebad823bf99cc0c3e0ee033499f9aae0,5425
EZXC,PPI INDEX IMPORT NEU - C261 Electronic components and boards 2015=100,PPI,22-07-2026,2026-07-29T22:53:35.010676+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fezxc%2Fppi,504eb98711f47db7d835790a85959a16bd26f5d398f11f886eac3c8dc0e5b424,5621
EZXD,PPI INDEX IMPORT NEU - C262 Computers and peripheral equipment 2015=100,PPI,22-10-2025,2026-07-29T22:53:39.191459+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fezxd%2Fppi,4bf3f9358c6a9ad7841d9fcc7ebedd98d88fbc0334b948831431352d8a4dc530,5429
G68Q,"PPI INDEX IMPORT - C26 Computer, electronic and optical products 2015=100",PPI,22-07-2026,2026-07-29T22:53:28.495844+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fg68q%2Fppi,3c3b27a8cffc031936d5312e7ba2dd1fb2d7a4f39a1e01fd117b9126738349cb,5672
G6PT,"PPI INDEX IMPORT NEU - C26 Computer, electronic and optical products 2015=100",PPI,22-07-2026,2026-07-29T22:53:30.639460+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fg6pt%2Fppi,56755023b0d2dcf8de8e801db03c31b50b68688ff1aea045a824300f7af1ff22,9604
GB8U,PPI INDEX IMPORT - C Manufactured products 2015=100,PPI,22-07-2026,2026-07-29T22:53:26.407136+00:00,https://www.ons.gov.uk/generator?format=csv&uri=%2Feconomy%2Finflationandpriceindices%2Ftimeseries%2Fgb8u%2Fppi,a5e7eb46c23e021da0d98f402f374b3f4af48f0ff41f6daa3851a5f80092352a,5720
