page_url,title,release_date,date,file_url,suffix,file
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10084665&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - May 2024(preliminary),2024-06-14,2024-05-01,https://www.bok.or.kr/fileSrc/eng/88dc9d559029a9d3442eaa9a23b92e04/3/202406130610450252.xlsx,.xlsx,202405.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10085849&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - June 2024(preliminary),2024-07-16,2024-06-01,https://www.bok.or.kr/fileSrc/eng/ce84c872fb8440eabcda159ddbacf421/3/6c94bee91bd44efd94373afd8e38b685.xlsx,.xlsx,202406.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10086400&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - July 2024(preliminary),2024-08-13,2024-07-01,https://www.bok.or.kr/fileSrc/eng/627cff05e92a41bda06a90d6706bb86e/3/23f136400d6141da8bced75b2618a634.xlsx,.xlsx,202407.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10087453&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - September 2024(preliminary),2024-10-15,2024-09-01,https://www.bok.or.kr/fileSrc/eng/b2e5f3c51cd14f2094309aab8a7d14c3/3/4f01cfdba70249d7ad7a59a5b630c7c1.xlsx,.xlsx,202409.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10087977&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - October 2024(preliminary),2024-11-13,2024-10-01,https://www.bok.or.kr/fileSrc/eng/b50d85116e984c9897994242791c1c34/3/3dd81040e39c409485cc6f1dc490769d.xlsx,.xlsx,202410.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10088578&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - November 2024(preliminary),2024-12-13,2024-11-01,https://www.bok.or.kr/fileSrc/eng/e9cf64abe8284870ade09a8d583bb9db/3/3b558f9557774824b7af6f018914e387.xlsx,.xlsx,202411.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10089237&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - December 2024(preliminary),2025-01-15,2024-12-01,https://www.bok.or.kr/fileSrc/eng/ebd87fd2294f44dcb5829a84ca7ee04e/3/18d1f19119b449e89c5932ff1e437a1a.xlsx,.xlsx,202412.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10089785&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - January 2025(preliminary),2025-02-14,2025-01-01,https://www.bok.or.kr/fileSrc/eng/7946053bb03b4b4f873a80496eedeb4d/3/dcab70aa71564158a50dcd0bd5622cfe.xlsx,.xlsx,202501.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10090285&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - February 2025(preliminary),2025-03-14,2025-02-01,https://www.bok.or.kr/fileSrc/eng/94af9d36ac764a75aeb20b5ba61a060b/3/2984974088d94edf846fcb5e72301135.xlsx,.xlsx,202502.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10090915&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - March 2025(preliminary),2025-04-16,2025-03-01,https://www.bok.or.kr/fileSrc/eng/f1cc7f8ac1f147a2a390c7829e323678/3/4adb6dcf33d04394a450d7e86ccc629b.xlsx,.xlsx,202503.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10091427&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - April 2025(preliminary),2025-05-16,2025-04-01,https://www.bok.or.kr/fileSrc/eng/2c5c1d8ae1d34d6a813ef298766a034f/3/d859a50d50d5421ba74d4ff97f445a69.xlsx,.xlsx,202504.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10091944&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - May 2025(preliminary),2025-06-17,2025-05-01,https://www.bok.or.kr/fileSrc/eng/ae330ec0c40e4520bc30bab44fde8673/3/4559dc1f47b1418a8fef904213d3e099.xlsx,.xlsx,202505.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10092501&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - June 2025(preliminary),2025-07-16,2025-06-01,https://www.bok.or.kr/fileSrc/eng/f894734a9b954d82abb246a9241c6af5/3/1d796c049ba446a4acf3262b9fca324f.xlsx,.xlsx,202506.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10093032&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - July 2025(preliminary),2025-08-14,2025-07-01,https://www.bok.or.kr/fileSrc/eng/909f546b39a14f58be1d38722739f41d/3/b4f8f25bf58545bf9154ff44b697d341.xlsx,.xlsx,202507.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10093559&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - August 2025(preliminary),2025-09-16,2025-08-01,https://www.bok.or.kr/fileSrc/eng/8fc525b09c714d738d266d7e71329826/3/662992696fb04850869f0739c91ed598.xlsx,.xlsx,202508.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10094034&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - September 2025(preliminary),2025-10-17,2025-09-01,https://www.bok.or.kr/fileSrc/eng/42817482b6204fdbaba31261ac0bf85e/3/ff255b3132354d9a8b75d940a32bee56.xlsx,.xlsx,202509.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10094566&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - October 2025(preliminary),2025-11-14,2025-10-01,https://www.bok.or.kr/fileSrc/eng/8fb2d3ece40f45edb42d140102ef9afa/3/c6a4f5cb751d461594435f45bb3a4fa0.xlsx,.xlsx,202510.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10095090&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - November 2025(preliminary),2025-12-12,2025-11-01,https://www.bok.or.kr/fileSrc/eng/703f07673f914c068ea05086e0e1e7cc/3/87a12aeb8edd4d69a7ef9ef4623763b5.xlsx,.xlsx,202511.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10095678&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - December 2025(preliminary),2026-01-14,2025-12-01,https://www.bok.or.kr/fileSrc/eng/d74350dd5932404db850be2792151f6c/3/9ce88da5ecb54019ac588685e9a7930f.xlsx,.xlsx,202512.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10096481&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - January 2026(preliminary),2026-02-13,2026-01-01,https://www.bok.or.kr/fileSrc/eng/2ad526fabeb2453f99d2b88652f83147/2/2d08094314964aa185565f5f4ee521d3.xlsx,.xlsx,202601.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10096983&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - February 2026(preliminary),2026-03-17,2026-02-01,https://www.bok.or.kr/fileSrc/eng/ede4ba16f36b4a9db6d5a54fc236ffa6/2/7eaa3073c0594dd8b87170f9516f07a5.xlsx,.xlsx,202602.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10097522&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - March 2026(preliminary),2026-04-15,2026-03-01,https://www.bok.or.kr/fileSrc/eng/ecb623fc67e14eab801bf7d3dbec47ce/2/d4b09416ee114faea184a3996b57476f.xlsx,.xlsx,202603.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10097988&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - April 2026(preliminary),2026-05-15,2026-04-01,https://www.bok.or.kr/fileSrc/eng/7deeae8f1f524ae382d18bcade711ea9/2/1b1752c8a9024307b2963ca305939c21.xlsx,.xlsx,202604.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10098494&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - May 2026(preliminary),2026-06-16,2026-05-01,https://www.bok.or.kr/fileSrc/eng/160a12be0ddd40ac93daf138f7ba9a16/2/f59154b940ce4c7bb436e659c48fb671.xlsx,.xlsx,202605.xlsx
https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=11062874&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,Export/Import Price Indexes and Trade Indexes - June 2026(preliminary),2026-07-15,2026-06-01,https://www.bok.or.kr/fileSrc/eng/f0526b9abfb04e439e7b475a9f89553b/2/1de3e1bfbcac41f3834ff7265cc830ae.xlsx,.xlsx,202606.xlsx
