date,kr_epi_tech,kr_epi_tech_12m_pct,kr_epi_all,kr_epi_all_12m_pct,coverage_version,release_date,source_page,source_file,local_file
2023-11-01,70.98,-10.5,116.45,-7.2,computers_electronic_optical,2023-12-13,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10081112&pageUnit=200&searchCnd=1&searchKwd=Export+and+Import+Price+Indexes&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/1e97cb4120b968e758b58368b89ba0d6/3/202312120433147152.xlsx,202311.xlsx
2023-12-01,71.02,-5.3,115.07,-2.3,computers_electronic_optical,2024-01-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10081829&pageUnit=200&searchCnd=1&searchKwd=Export+and+Import+Price+Indexes&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/d226d8735a75c9d3a40136480ac61d84/3/202401150528101322.xlsx,202312.xlsx
2024-01-01,76.39,10.2,118.63,3.7,computers_electronic_optical,2024-02-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10082449&pageUnit=200&searchCnd=1&searchKwd=Export+and+Import+Price+Indexes&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/9a10eae7561395832bb04039470e4a10/3/202402150628487722.xlsx,202401.xlsx
2024-02-01,77.26,11.2,120.11,4.2,computers_electronic_optical,2024-03-15,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10082963&pageUnit=200&searchCnd=1&searchKwd=Export+and+Import+Price+Indexes&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/41cae5a00e4d4672eb06bb34804226dd/3/202403140318000282.xlsx,202402.xlsx
2024-03-01,78.33,10.3,120.89,2.6,computers_electronic_optical,2024-04-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10083586&pageUnit=200&searchCnd=1&searchKwd=Export+and+Import+Price+Indexes&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/10e121948076013da94c5e90c4be486c/3/202404150615473442.xlsx,202403.xlsx
2024-05-01,103.89,21.7,131.7,7.5,computers_electronic_optical,2024-06-14,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10084665&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/88dc9d559029a9d3442eaa9a23b92e04/3/202406130610450252.xlsx,202405.xlsx
2024-06-01,104.74,26.1,132.96,12.2,computers_electronic_optical,2024-07-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10085849&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/ce84c872fb8440eabcda159ddbacf421/3/6c94bee91bd44efd94373afd8e38b685.xlsx,202406.xlsx
2024-07-01,107.07,30.7,133.81,12.9,computers_electronic_optical,2024-08-13,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10086400&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/627cff05e92a41bda06a90d6706bb86e/3/23f136400d6141da8bced75b2618a634.xlsx,202407.xlsx
2024-09-01,102.84,21.7,127.09,1.2,computers_electronic_optical,2024-10-15,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10087453&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/b2e5f3c51cd14f2094309aab8a7d14c3/3/4f01cfdba70249d7ad7a59a5b630c7c1.xlsx,202409.xlsx
2024-10-01,102.38,16.4,128.92,2.0,computers_electronic_optical,2024-11-13,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10087977&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/b50d85116e984c9897994242791c1c34/3/3dd81040e39c409485cc6f1dc490769d.xlsx,202410.xlsx
2024-11-01,103.72,20.0,130.59,7.0,computers_electronic_optical,2024-12-13,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10088578&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/e9cf64abe8284870ade09a8d583bb9db/3/3b558f9557774824b7af6f018914e387.xlsx,202411.xlsx
2024-12-01,105.39,20.5,133.75,10.7,computers_electronic_optical,2025-01-15,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10089237&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/ebd87fd2294f44dcb5829a84ca7ee04e/3/18d1f19119b449e89c5932ff1e437a1a.xlsx,202412.xlsx
2025-01-01,104.25,11.4,135.12,8.5,computers_electronic_optical,2025-02-14,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10089785&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/7946053bb03b4b4f873a80496eedeb4d/3/dcab70aa71564158a50dcd0bd5622cfe.xlsx,202501.xlsx
2025-02-01,103.83,8.8,134.56,6.3,computers_electronic_optical,2025-03-14,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10090285&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/94af9d36ac764a75aeb20b5ba61a060b/3/2984974088d94edf846fcb5e72301135.xlsx,202502.xlsx
2025-03-01,104.37,8.3,135.0,6.3,computers_electronic_optical,2025-04-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10090915&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/f1cc7f8ac1f147a2a390c7829e323678/3/4adb6dcf33d04394a450d7e86ccc629b.xlsx,202503.xlsx
2025-04-01,105.02,1.1,133.43,0.7,computers_electronic_optical,2025-05-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10091427&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/2c5c1d8ae1d34d6a813ef298766a034f/3/d859a50d50d5421ba74d4ff97f445a69.xlsx,202504.xlsx
2025-05-01,101.7,-2.1,128.56,-2.4,computers_electronic_optical,2025-06-17,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10091944&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/ae330ec0c40e4520bc30bab44fde8673/3/4559dc1f47b1418a8fef904213d3e099.xlsx,202505.xlsx
2025-06-01,100.58,-4.1,126.95,-4.5,computers_electronic_optical,2025-07-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10092501&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/f894734a9b954d82abb246a9241c6af5/3/1d796c049ba446a4acf3262b9fca324f.xlsx,202506.xlsx
2025-07-01,103.29,-3.5,128.19,-4.3,computers_electronic_optical,2025-08-14,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10093032&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/909f546b39a14f58be1d38722739f41d/3/b4f8f25bf58545bf9154ff44b697d341.xlsx,202507.xlsx
2025-08-01,104.5,-0.2,128.73,-1.0,computers_electronic_optical,2025-09-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10093559&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/8fc525b09c714d738d266d7e71329826/3/662992696fb04850869f0739c91ed598.xlsx,202508.xlsx
2025-09-01,104.94,2.5,129.5,2.2,computers_electronic_optical,2025-10-17,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10094034&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/42817482b6204fdbaba31261ac0bf85e/3/ff255b3132354d9a8b75d940a32bee56.xlsx,202509.xlsx
2025-10-01,115.68,12.9,134.72,4.8,computers_electronic_optical,2025-11-14,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10094566&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/8fb2d3ece40f45edb42d140102ef9afa/3/c6a4f5cb751d461594435f45bb3a4fa0.xlsx,202510.xlsx
2025-11-01,123.87,19.5,139.73,7.0,computers_electronic_optical,2025-12-12,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10095090&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/703f07673f914c068ea05086e0e1e7cc/3/87a12aeb8edd4d69a7ef9ef4623763b5.xlsx,202511.xlsx
2025-12-01,126.21,19.8,140.93,5.5,computers_electronic_optical,2026-01-14,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10095678&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/d74350dd5932404db850be2792151f6c/3/9ce88da5ecb54019ac588685e9a7930f.xlsx,202512.xlsx
2026-01-01,140.73,34.2,145.88,7.8,computers_electronic_optical,2026-02-13,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10096481&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/2ad526fabeb2453f99d2b88652f83147/2/2d08094314964aa185565f5f4ee521d3.xlsx,202601.xlsx
2026-02-01,148.58,44.1,148.98,10.7,computers_electronic_optical,2026-03-17,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10096983&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/ede4ba16f36b4a9db6d5a54fc236ffa6/2/7eaa3073c0594dd8b87170f9516f07a5.xlsx,202602.xlsx
2026-03-01,169.03,61.6,173.86,28.7,computers_electronic_optical,2026-04-15,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10097522&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/ecb623fc67e14eab801bf7d3dbec47ce/2/d4b09416ee114faea184a3996b57476f.xlsx,202603.xlsx
2026-04-01,198.3,88.7,187.4,40.8,computers_electronic_optical,2026-05-15,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10097988&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/7deeae8f1f524ae382d18bcade711ea9/2/1b1752c8a9024307b2963ca305939c21.xlsx,202604.xlsx
2026-05-01,208.98,104.0,188.58,46.9,computers_electronic_optical,2026-06-16,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=10098494&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/160a12be0ddd40ac93daf138f7ba9a16/2/f59154b940ce4c7bb436e659c48fb671.xlsx,202605.xlsx
2026-06-01,218.44,117.4,188.9,48.9,computers_electronic_optical,2026-07-15,https://www.bok.or.kr/eng/bbs/E0000634/view.do?nttId=11062874&pageUnit=200&searchCnd=1&searchKwd=Export+Price+Index&depth=400007&pageIndex=1&programType=newsDataEng&menuNo=400423&oldMenuNo=400423,https://www.bok.or.kr/fileSrc/eng/f0526b9abfb04e439e7b475a9f89553b/2/1de3e1bfbcac41f3834ff7265cc830ae.xlsx,202606.xlsx
