series_group,file,retrieved_at_utc,source_url,sha256,bytes
BOJ PR01 technology and control series,technology_price_series.csv,2026-08-02T21:01:20.733820+00:00,https://www.stat-search.boj.or.jp/api/v1/getDataCode?format=csv&lang=en&db=PR01&startDate=199501&endDate=202612&code=PRCG20_2400520001%2CPRCG20_2300520001%2CPRCG20_2201520001%2CPRCG20_2201720001%2CPRCG20_2400000000,d8faa307934c853406f4418a3ba39f5ac2d9fbe06f2a21554ea175992edb4646,348088
