file,retrieved_at_utc,source_url,sha256,bytes,rows
selected_asian_countries.json,2026-07-29T22:54:58.021687+00:00,https://api.uktradeinfo.com/OTS?%24apply=filter%28MonthId+ge+201501+and+FlowTypeId+eq+3+and+%28CountryId+eq+720+or+CountryId+eq+728+or+CountryId+eq+732+or+CountryId+eq+736+or+CountryId+eq+740%29+and+%28Commodity%2FHs4Code+eq+%278471%27+or+Commodity%2FHs4Code+eq+%278473%27+or+Commodity%2FHs4Code+eq+%278517%27+or+Commodity%2FHs4Code+eq+%278518%27+or+Commodity%2FHs4Code+eq+%278519%27+or+Commodity%2FHs4Code+eq+%278521%27+or+Commodity%2FHs4Code+eq+%278523%27+or+Commodity%2FHs4Code+eq+%278525%27+or+Commodity%2FHs4Code+eq+%278527%27+or+Commodity%2FHs4Code+eq+%278528%27+or+Commodity%2FHs4Code+eq+%279005%27+or+Commodity%2FHs4Code+eq+%279006%27+or+Commodity%2FHs4Code+eq+%279007%27+or+Commodity%2FHs4Code+eq+%279504%27%29%29%2Fgroupby%28%28MonthId%2CCountry%2FCountryName%2CCommodity%2FHs4Code%29%2Caggregate%28Value+with+sum+as+Value%2CNetMass+with+sum+as+NetMass%29%29,51963dd7015ede6dc96cefd4cd5aa73f8940d38d6bc09693c65ed94a64ddf4fa,2668606,9385
world_total.json,2026-07-29T22:55:01.002607+00:00,https://api.uktradeinfo.com/OTS?%24apply=filter%28MonthId+ge+201501+and+%28Commodity%2FHs4Code+eq+%278471%27+or+Commodity%2FHs4Code+eq+%278473%27+or+Commodity%2FHs4Code+eq+%278517%27+or+Commodity%2FHs4Code+eq+%278518%27+or+Commodity%2FHs4Code+eq+%278519%27+or+Commodity%2FHs4Code+eq+%278521%27+or+Commodity%2FHs4Code+eq+%278523%27+or+Commodity%2FHs4Code+eq+%278525%27+or+Commodity%2FHs4Code+eq+%278527%27+or+Commodity%2FHs4Code+eq+%278528%27+or+Commodity%2FHs4Code+eq+%279005%27+or+Commodity%2FHs4Code+eq+%279006%27+or+Commodity%2FHs4Code+eq+%279007%27+or+Commodity%2FHs4Code+eq+%279504%27%29+and+%28FlowTypeId+eq+1+or+FlowTypeId+eq+3%29%29%2Fgroupby%28%28MonthId%2CCommodity%2FHs4Code%29%2Caggregate%28Value+with+sum+as+Value%2CNetMass+with+sum+as+NetMass%29%29,ec4bce76d06550221865985aab5853dea94a0da015899d50025a5825b38781bd,382907,1918
