file,retrieved_at_utc,source_url,sha256,bytes,coverage
itemindicesandcorrespondingweights.xlsx,2026-08-04T09:47:21.038447+00:00,https://www.ons.gov.uk/file?uri=%2Feconomy%2Finflationandpriceindices%2Fadhocs%2F10673retailpriceindexrpiconsumerpricesindexincludingowneroccupiershousingcostscpihandconsumerpriceinflationcpiitemindicesandcorrespondingweights%2Fitemindicesandcorrespondingweights.xlsx,aaa6cbf16cecf7ed772a17194bcf411b1710474e2a94190cc9d4e9b9327ab774,11266426,January 1996 to August 2019
